ID,Region,District,Education,Gender_HH_Head,Age_HH_Head,Household_Size,Dependents,Livelihood_Main,Livelihood_Secondary,Crop,Yield,Farm_Size_Acres,Water_Source,Irrigation,Livestock_TLU,Food_Insecurity_Score,Food_Consumption_Score,Months_Food_Secure,Coping_Strategy_Index,Savings_UGX,Loan_UGX,Income_UGX,Expenditure_Food_Pct,Shocks_Last_Year,Assistance_Received
814,Central,Mbale,Primary,Female,60,3,4,Construction,Fishing,Coffee,0.5,3.1,Rain,No,0.2,1,34,6,5,862887,392840,891460,79,Drought,Cash
815,Eastern,Mbale,Secondary,Male,58,9,2,Subsistence Farming,Construction,Beans,6.37,2.7,Borehole,No,7.8,8,82,2,8,53492,267377,179489,72,Drought,Cash
816,Northern,Mbale,Secondary,Male,52,10,2,Small Business,Subsistence Farming,Maize,0.5,5.7,Borehole,No,5.2,9,38,8,14,372176,101804,175781,57,Price Rise,None
817,Central,Kampala,None,Male,53,8,3,Subsistence Farming,Charcoal Burning,Coffee,1.98,4.0,Borehole,No,6.1,7,76,7,17,185546,52336,130631,53,Price Rise,None
818,Northern,Kampala,Primary,Female,52,4,4,Livestock,Boda Boda,Beans,0.5,2.0,Rain,Yes,1.5,3,21,12,0,105181,439845,861315,61,None,Cash
819,Northern,Mbale,Primary,Female,41,6,1,Charcoal Burning,Casual Labor,Beans,0.5,4.0,Borehole,Yes,6.5,10,86,2,29,172516,306022,628756,77,Price Rise,Food
820,Eastern,Gulu,None,Female,21,2,3,Construction,Commercial Farming,Maize,0.5,1.9,Borehole,Yes,4.0,3,49,8,11,510021,316411,105548,57,Flood,Food
821,Northern,Gulu,Secondary,Male,62,7,3,Fishing,Livestock,Maize,0.5,2.4,Borehole,Yes,1.4,0,56,8,1,25153,443710,236083,56,Flood,None
822,Northern,Mbarara,Primary,Male,38,4,0,Livestock,Charcoal Burning,Maize,0.5,2.5,Borehole,Yes,0.9,2,104,11,21,912489,426322,781158,39,Flood,None
823,Northern,Gulu,Primary,Female,50,2,3,Salaried Employment,Construction,Maize,0.5,4.9,Borehole,Yes,2.2,6,35,7,11,557185,413998,1908670,43,Price Rise,Food
824,Eastern,Mbale,None,Male,67,7,0,Charcoal Burning,Fishing,Beans,0.5,1.9,Borehole,No,0.3,9,26,4,21,27574,41361,650763,36,Price Rise,None
825,Eastern,Mbale,Secondary,Male,39,10,2,Boda Boda,Fishing,Coffee,0.5,0.6,Borehole,Yes,7.2,8,98,9,33,370295,450851,444721,82,Flood,None
826,Central,Mbarara,Secondary,Female,53,3,1,Small Business,Livestock,Beans,0.5,2.2,Rain,Yes,5.4,3,63,12,20,151079,123977,708946,73,None,Food
827,Eastern,Gulu,None,Female,25,9,2,Salaried Employment,Subsistence Farming,Maize,0.5,3.5,Rain,No,0.2,2,32,8,22,176499,169299,3571058,81,None,Cash
828,Central,Mbale,Primary,Male,61,8,0,Construction,Livestock,Maize,0.5,3.7,Rain,Yes,5.7,5,64,7,7,111678,353037,780147,51,Flood,None
829,Eastern,Kampala,Primary,Male,25,10,4,Commercial Farming,Small Business,Beans,1.6,2.1,Borehole,No,7.1,7,22,6,12,889033,18100,934914,62,Flood,Cash
830,Central,Gulu,University,Female,57,5,0,Subsistence Farming,Charcoal Burning,Maize,2.4,3.0,Rain,Yes,4.8,0,48,8,12,313673,446898,169507,50,Price Rise,None
831,Western,Gulu,None,Male,39,10,4,Charcoal Burning,Subsistence Farming,Beans,0.5,3.4,Rain,No,5.8,7,67,11,8,559324,248851,195299,65,Drought,None
832,Western,Gulu,University,Male,58,6,4,Subsistence Farming,Salaried Employment,Beans,6.46,5.5,Rain,Yes,5.4,1,87,9,29,311535,323078,244874,68,Drought,Cash
833,Central,Mbale,University,Female,49,5,2,Fishing,Casual Labor,Beans,0.5,4.1,Borehole,No,3.3,9,74,3,31,842277,115842,601991,58,Price Rise,Cash
834,Northern,Kampala,None,Female,25,10,0,Casual Labor,Salaried Employment,Coffee,0.5,2.6,Borehole,No,2.3,3,63,2,12,189639,481643,884824,44,Drought,None
835,Eastern,Mbarara,University,Male,57,7,0,Casual Labor,Livestock,Coffee,0.5,2.0,Rain,No,7.0,10,65,10,14,221791,383765,591903,78,None,Cash
836,Western,Mbarara,University,Female,74,4,3,Commercial Farming,Fishing,Coffee,4.07,4.1,Borehole,Yes,6.0,6,55,7,22,597633,151594,537845,75,None,None
837,Northern,Mbarara,None,Male,31,8,0,Fishing,Salaried Employment,Coffee,0.5,2.4,Borehole,Yes,5.8,1,42,12,17,168364,472855,175015,69,Drought,None
838,Central,Gulu,Secondary,Female,38,10,3,Subsistence Farming,Commercial Farming,Beans,2.4,4.3,Borehole,Yes,0.1,3,41,9,15,429401,117349,266961,55,None,Cash
839,Western,Kampala,None,Male,58,7,0,Boda Boda,Salaried Employment,Coffee,0.5,1.2,Borehole,No,3.8,1,76,7,2,41468,233773,411170,71,None,Food
840,Eastern,Mbale,Primary,Female,32,6,0,Salaried Employment,Small Business,Beans,0.5,3.1,Borehole,No,7.3,2,58,6,34,827747,322357,926474,66,Flood,Cash
841,Northern,Gulu,University,Female,43,6,2,Commercial Farming,Small Business,Beans,4.15,1.4,Borehole,No,5.6,7,70,5,10,797152,43857,2282089,37,Flood,None
842,Western,Gulu,Secondary,Female,45,7,0,Boda Boda,Livestock,Coffee,0.5,2.7,Borehole,No,6.8,7,53,7,34,411098,26149,564637,83,Price Rise,Food
843,Northern,Mbarara,Secondary,Female,37,5,4,Charcoal Burning,Fishing,Coffee,0.5,2.4,Borehole,No,3.7,2,51,4,25,171661,62543,528525,75,Price Rise,Food
844,Northern,Kampala,None,Female,27,6,3,Casual Labor,Boda Boda,Coffee,0.5,0.3,Rain,Yes,1.3,0,111,6,27,44245,94396,211200,78,Flood,Cash
845,Central,Mbarara,Primary,Male,44,2,4,Casual Labor,Subsistence Farming,Maize,0.5,5.0,Rain,Yes,4.9,6,96,12,16,335039,94069,289556,52,Price Rise,Food
846,Western,Kampala,Primary,Male,56,10,2,Construction,Charcoal Burning,Maize,0.5,3.9,Borehole,Yes,6.4,8,31,2,8,683454,466720,651500,68,None,Food
847,Northern,Mbarara,Secondary,Male,51,7,1,Fishing,Subsistence Farming,Maize,0.5,5.5,Rain,No,5.7,3,23,11,6,197194,23108,487629,50,Price Rise,Food
848,Northern,Gulu,Primary,Male,71,5,0,Livestock,Salaried Employment,Coffee,0.5,0.7,Rain,No,5.4,5,37,5,21,840581,207034,133592,35,None,Food
849,Northern,Kampala,Primary,Female,36,8,2,Construction,Charcoal Burning,Maize,0.5,4.6,Borehole,Yes,6.8,0,34,10,14,35030,295525,205650,62,None,None
850,Eastern,Kampala,Secondary,Male,52,4,3,Subsistence Farming,Charcoal Burning,Maize,6.15,1.5,Borehole,No,2.4,3,71,2,11,492289,384042,168530,57,Drought,None
851,Eastern,Mbale,Secondary,Male,56,9,4,Commercial Farming,Small Business,Beans,4.89,4.9,Borehole,No,4.1,2,80,3,30,226356,238749,2990201,37,Drought,Cash
852,Central,Mbarara,Secondary,Female,29,8,3,Fishing,Fishing,Beans,0.5,2.9,Borehole,No,2.8,3,81,7,9,607135,423369,114361,60,Drought,None
853,Central,Gulu,None,Female,48,9,0,Salaried Employment,Charcoal Burning,Coffee,0.5,4.3,Rain,No,4.7,5,35,7,27,481597,227300,2230220,59,Flood,None
854,Central,Mbale,None,Female,20,3,4,Subsistence Farming,Subsistence Farming,Beans,1.39,1.8,Rain,No,3.2,10,36,11,25,5967,206839,357489,56,Price Rise,Food
855,Central,Mbarara,Secondary,Female,37,9,4,Boda Boda,Livestock,Coffee,0.5,3.2,Borehole,Yes,0.5,4,24,3,3,811505,415528,689415,65,None,Cash
856,Eastern,Gulu,Secondary,Female,63,6,1,Casual Labor,Construction,Beans,0.5,2.2,Borehole,Yes,3.4,8,65,11,3,10311,66925,111269,51,Price Rise,Cash
857,Eastern,Mbarara,None,Female,72,7,1,Charcoal Burning,Construction,Beans,0.5,0.8,Borehole,Yes,2.3,6,98,6,14,397950,74103,622546,59,Price Rise,Cash
858,Eastern,Kampala,Primary,Male,41,9,2,Boda Boda,Commercial Farming,Beans,0.5,1.1,Rain,No,1.8,4,61,2,4,284010,340428,816068,77,Drought,Cash
859,Western,Kampala,Primary,Female,22,3,4,Commercial Farming,Fishing,Beans,6.38,3.7,Borehole,No,2.6,2,67,11,22,96175,63163,971972,41,None,Cash
860,Eastern,Mbarara,Primary,Male,26,4,1,Small Business,Fishing,Beans,0.5,2.1,Rain,Yes,6.3,8,26,11,18,418993,330444,826825,54,Flood,Cash
861,Northern,Kampala,None,Female,46,10,2,Subsistence Farming,Fishing,Beans,2.96,2.3,Borehole,No,0.4,0,23,12,21,678230,230148,525916,57,None,None
862,Central,Mbale,Secondary,Male,64,6,4,Casual Labor,Construction,Beans,0.5,0.7,Rain,Yes,7.5,3,52,8,2,393048,78336,768997,80,Drought,Cash
863,Northern,Mbarara,Primary,Female,71,5,1,Commercial Farming,Livestock,Beans,6.14,5.3,Borehole,Yes,0.1,8,76,3,31,307473,244885,2043392,80,Drought,Cash
864,Western,Gulu,University,Female,70,2,3,Subsistence Farming,Boda Boda,Beans,1.91,3.2,Borehole,Yes,1.4,9,44,9,32,974516,168397,558224,80,Drought,None
865,Northern,Kampala,Primary,Male,31,5,4,Livestock,Fishing,Coffee,0.5,0.3,Rain,No,0.4,2,44,12,30,234155,13012,661943,69,Drought,Food
866,Eastern,Mbarara,Secondary,Female,58,5,1,Salaried Employment,Small Business,Beans,0.5,5.5,Rain,No,4.5,8,90,5,8,569125,458947,2573091,64,Flood,Cash
867,Northern,Gulu,Primary,Female,48,2,3,Livestock,Construction,Beans,0.5,3.1,Rain,Yes,6.2,8,44,8,23,572634,74970,883823,55,None,Food
868,Central,Gulu,None,Male,32,4,2,Subsistence Farming,Construction,Maize,6.37,0.4,Rain,Yes,1.6,6,45,12,27,403212,83564,109467,84,Drought,None
869,Eastern,Mbarara,University,Female,31,3,1,Livestock,Small Business,Maize,0.5,5.6,Borehole,Yes,4.3,6,90,5,29,693153,34860,884029,74,Drought,None
870,Western,Gulu,University,Female,42,5,2,Construction,Subsistence Farming,Coffee,0.5,4.1,Borehole,Yes,5.8,7,35,6,3,321177,357827,732505,42,Flood,Cash
871,Western,Mbale,Primary,Female,24,10,2,Salaried Employment,Fishing,Coffee,0.5,2.8,Borehole,No,1.0,4,106,8,29,276886,250527,2451354,61,None,Cash
872,Eastern,Mbarara,None,Female,51,8,0,Casual Labor,Charcoal Burning,Beans,0.5,4.0,Borehole,Yes,4.9,9,69,7,3,404404,284500,768856,66,Flood,Cash
873,Northern,Mbarara,University,Male,74,4,2,Small Business,Charcoal Burning,Beans,0.5,5.9,Rain,No,3.9,0,64,10,7,912061,74829,232240,43,None,Food
874,Northern,Kampala,Secondary,Male,65,7,3,Boda Boda,Casual Labor,Beans,0.5,5.6,Borehole,Yes,4.5,7,101,4,15,198009,39953,161054,74,None,Cash
875,Central,Mbarara,None,Male,37,3,2,Construction,Salaried Employment,Beans,0.5,3.8,Rain,No,2.8,4,57,3,10,178836,139825,661590,40,Price Rise,Cash
876,Central,Gulu,Secondary,Female,63,5,4,Construction,Commercial Farming,Beans,0.5,1.8,Borehole,No,2.0,6,82,12,12,876987,14556,672465,68,None,Food
877,Central,Mbarara,None,Female,28,4,3,Fishing,Boda Boda,Coffee,0.5,2.1,Rain,Yes,6.2,5,35,8,18,872672,186250,176795,71,Drought,Cash
878,Central,Mbarara,University,Male,62,6,1,Construction,Livestock,Beans,0.5,3.8,Borehole,No,3.0,0,50,10,33,483799,299817,112757,82,Drought,None
879,Eastern,Gulu,University,Male,57,5,3,Boda Boda,Charcoal Burning,Beans,0.5,5.7,Borehole,No,7.1,6,33,6,5,416892,159059,812796,35,Flood,None
880,Northern,Gulu,Primary,Female,40,3,1,Subsistence Farming,Casual Labor,Coffee,4.54,0.3,Rain,No,4.8,4,34,3,29,472014,228115,425723,67,Drought,Cash
881,Northern,Mbale,None,Male,35,4,3,Subsistence Farming,Livestock,Coffee,1.83,4.1,Borehole,No,1.9,4,32,11,22,226329,461994,110950,57,None,Cash
882,Eastern,Mbale,Primary,Female,65,10,4,Small Business,Charcoal Burning,Maize,0.5,5.8,Rain,No,4.5,4,108,3,25,414602,341809,683849,62,None,Food
883,Northern,Mbale,Secondary,Female,74,7,3,Livestock,Construction,Beans,0.5,5.7,Borehole,Yes,4.9,6,96,3,26,873750,81260,460179,80,Drought,Food
884,Northern,Mbarara,None,Male,62,9,4,Casual Labor,Fishing,Maize,0.5,5.2,Borehole,No,4.9,4,56,7,20,959467,374807,612898,84,Flood,Food
885,Eastern,Kampala,None,Male,60,9,1,Construction,Casual Labor,Maize,0.5,0.5,Borehole,No,4.3,5,78,4,32,311495,31307,488182,76,Price Rise,None
886,Northern,Mbarara,Primary,Male,32,4,2,Livestock,Boda Boda,Coffee,0.5,4.9,Borehole,No,5.8,3,28,11,33,260570,57695,611937,56,None,Cash
887,Central,Kampala,Secondary,Male,66,7,2,Casual Labor,Commercial Farming,Beans,0.5,4.7,Borehole,Yes,6.8,3,104,8,23,474019,117941,611638,65,Drought,Cash
888,Eastern,Mbarara,Secondary,Male,68,9,4,Small Business,Commercial Farming,Beans,0.5,3.4,Borehole,No,0.1,1,96,6,29,124516,269218,333820,45,Drought,Food
889,Western,Mbarara,Secondary,Female,23,4,4,Casual Labor,Charcoal Burning,Beans,0.5,4.5,Borehole,Yes,3.6,9,60,2,15,663268,391286,687207,59,Drought,Food
890,Northern,Mbale,None,Male,45,7,4,Small Business,Subsistence Farming,Coffee,0.5,4.8,Rain,Yes,3.9,7,40,4,16,174133,36021,769841,76,Price Rise,Food
891,Eastern,Gulu,Primary,Male,51,5,2,Charcoal Burning,Livestock,Maize,0.5,4.3,Rain,No,6.7,9,25,11,13,499141,207528,597698,61,Flood,Cash
892,Central,Kampala,Primary,Female,67,6,2,Boda Boda,Boda Boda,Beans,0.5,2.1,Borehole,No,1.5,9,30,11,27,530978,454982,309203,83,Drought,Food
893,Northern,Kampala,Primary,Male,47,2,4,Subsistence Farming,Construction,Coffee,1.21,4.0,Borehole,No,2.4,0,98,10,0,389675,432257,361320,71,None,Cash
894,Western,Gulu,University,Male,44,6,0,Salaried Employment,Subsistence Farming,Coffee,0.5,4.9,Borehole,No,2.3,7,78,9,20,227741,304270,3126463,74,Price Rise,Cash
895,Western,Gulu,None,Female,25,10,3,Salaried Employment,Boda Boda,Maize,0.5,3.4,Borehole,Yes,3.8,0,90,6,13,624111,162419,2818112,39,Drought,Cash
896,Eastern,Mbarara,University,Female,31,10,0,Small Business,Small Business,Maize,0.5,2.2,Rain,No,7.0,2,23,7,29,136092,15138,217392,60,None,Cash
897,Eastern,Gulu,University,Female,27,4,2,Casual Labor,Boda Boda,Coffee,0.5,0.5,Borehole,Yes,2.3,8,57,3,28,157746,26552,441264,69,None,Cash
898,Central,Kampala,Primary,Male,51,5,4,Casual Labor,Construction,Coffee,0.5,0.3,Rain,Yes,5.0,9,104,5,33,468133,496844,487827,83,Price Rise,Food
899,Eastern,Mbarara,University,Female,20,4,2,Boda Boda,Livestock,Maize,0.5,2.9,Rain,No,5.8,3,86,6,8,975945,244948,205820,60,Price Rise,Food
900,Western,Gulu,Secondary,Female,45,3,2,Small Business,Commercial Farming,Coffee,0.5,1.9,Borehole,Yes,5.3,0,54,3,1,310514,425799,112259,74,Flood,Cash
901,Western,Mbale,University,Male,19,6,4,Boda Boda,Subsistence Farming,Beans,0.5,1.7,Rain,Yes,2.8,10,73,2,24,957556,467241,124233,43,Drought,None
902,Central,Gulu,None,Male,27,10,1,Subsistence Farming,Fishing,Maize,1.23,1.9,Rain,No,4.6,3,81,10,5,156775,193221,197386,43,Drought,Food
903,Northern,Mbale,Primary,Male,38,3,1,Salaried Employment,Livestock,Coffee,0.5,1.8,Borehole,No,7.1,8,90,10,24,756322,372999,2224708,68,None,Food
904,Northern,Mbale,Secondary,Female,40,3,4,Commercial Farming,Casual Labor,Maize,2.64,1.6,Rain,No,6.4,1,88,8,2,498820,21880,2800626,67,None,None
905,Northern,Kampala,Secondary,Male,21,10,2,Boda Boda,Commercial Farming,Beans,0.5,6.0,Borehole,Yes,7.0,6,111,7,19,496955,352232,850088,82,Price Rise,None
906,Eastern,Gulu,None,Female,72,8,4,Charcoal Burning,Casual Labor,Maize,0.5,1.7,Rain,Yes,0.6,7,64,9,15,420756,311883,460999,80,None,Cash
907,Central,Kampala,University,Female,20,7,3,Livestock,Salaried Employment,Beans,0.5,2.7,Borehole,Yes,4.0,2,104,6,18,317653,499727,229685,78,Flood,Food
908,Western,Mbale,Secondary,Female,49,10,4,Small Business,Commercial Farming,Maize,0.5,1.6,Borehole,Yes,4.0,0,82,6,14,196678,109759,654874,52,Flood,Cash
909,Central,Kampala,Secondary,Male,30,8,3,Salaried Employment,Subsistence Farming,Beans,0.5,1.0,Rain,Yes,1.3,6,37,3,17,956870,1553,2306829,65,Drought,Food
910,Western,Mbarara,University,Female,53,4,3,Fishing,Commercial Farming,Maize,0.5,0.4,Borehole,Yes,5.8,10,48,2,22,792485,132331,393529,80,Drought,None
911,Western,Kampala,None,Male,46,4,4,Boda Boda,Subsistence Farming,Coffee,0.5,1.1,Rain,Yes,0.6,4,108,5,27,792813,365012,371281,52,None,Cash
912,Northern,Gulu,Secondary,Female,73,9,3,Charcoal Burning,Livestock,Maize,0.5,1.2,Borehole,Yes,0.9,10,92,4,2,742254,167062,754141,59,Price Rise,Cash
913,Western,Mbarara,Secondary,Female,38,4,1,Livestock,Charcoal Burning,Maize,0.5,2.1,Borehole,No,6.2,4,85,5,18,655924,266240,330701,71,None,Food
914,Central,Gulu,None,Female,43,7,4,Fishing,Commercial Farming,Beans,0.5,2.7,Rain,No,5.7,5,31,3,30,494330,463735,587214,65,None,None
915,Northern,Mbale,University,Female,35,3,3,Commercial Farming,Casual Labor,Maize,5.38,4.6,Borehole,No,3.2,6,81,7,12,64253,136210,1752829,49,Flood,Food
916,Eastern,Mbale,None,Female,72,6,0,Livestock,Fishing,Maize,0.5,1.7,Rain,Yes,4.5,7,108,9,33,413791,461891,680402,38,None,None
917,Central,Kampala,None,Female,40,9,4,Fishing,Subsistence Farming,Coffee,0.5,2.5,Borehole,No,6.5,9,38,4,19,646727,164419,264814,56,None,Cash
918,Central,Kampala,Secondary,Male,42,2,1,Salaried Employment,Charcoal Burning,Maize,0.5,1.0,Borehole,Yes,2.4,9,75,10,3,385569,329198,3495841,42,Price Rise,None
919,Western,Gulu,Primary,Male,40,3,4,Livestock,Livestock,Maize,0.5,0.7,Rain,No,6.3,2,88,2,20,847815,233992,712389,37,Price Rise,Cash
920,Western,Mbale,None,Male,64,8,2,Subsistence Farming,Subsistence Farming,Maize,4.19,1.6,Borehole,No,3.0,1,37,12,6,236223,477130,382350,54,Flood,Cash
921,Eastern,Mbarara,Secondary,Female,60,2,2,Casual Labor,Commercial Farming,Coffee,0.5,4.9,Rain,No,5.0,2,21,3,20,23297,63689,868434,69,None,Food
922,Central,Mbale,None,Female,49,4,1,Subsistence Farming,Boda Boda,Maize,5.97,2.8,Borehole,Yes,3.5,5,45,5,5,396244,409350,520145,83,None,None
923,Eastern,Mbarara,None,Male,59,3,4,Livestock,Construction,Coffee,0.5,3.5,Borehole,Yes,7.6,4,94,5,15,112300,260411,638988,69,Price Rise,None
924,Eastern,Gulu,Secondary,Female,58,9,2,Boda Boda,Charcoal Burning,Maize,0.5,5.0,Rain,Yes,6.8,0,71,11,22,382670,192699,614934,56,Drought,Cash
925,Central,Gulu,Secondary,Female,27,5,4,Boda Boda,Subsistence Farming,Coffee,0.5,0.5,Rain,No,6.8,0,75,9,3,30939,262737,872398,71,Price Rise,Food
926,Western,Gulu,Secondary,Male,36,7,4,Salaried Employment,Fishing,Beans,0.5,4.5,Borehole,No,5.3,2,111,11,10,907217,44382,3742629,52,None,None
927,Eastern,Mbale,Secondary,Male,44,10,1,Fishing,Casual Labor,Beans,0.5,5.6,Borehole,No,5.7,8,92,4,29,773581,151755,899136,74,Price Rise,None
928,Central,Mbale,University,Female,52,6,4,Livestock,Small Business,Beans,0.5,5.3,Borehole,No,8.0,8,97,5,22,360992,351390,387420,39,Price Rise,Food
929,Western,Gulu,None,Male,71,4,0,Fishing,Subsistence Farming,Coffee,0.5,5.8,Borehole,Yes,3.5,4,51,12,16,837461,89313,794317,77,Flood,None
930,Western,Mbale,University,Female,74,8,1,Subsistence Farming,Construction,Maize,2.68,2.0,Rain,Yes,0.5,2,82,10,2,507994,474214,198915,81,Drought,Cash
931,Eastern,Gulu,University,Female,21,2,4,Salaried Employment,Boda Boda,Beans,0.5,2.6,Borehole,No,7.4,10,87,12,8,940955,319943,2012035,52,Flood,Food
932,Western,Gulu,None,Female,49,5,0,Fishing,Commercial Farming,Coffee,0.5,2.2,Rain,Yes,7.4,1,54,11,34,882915,312425,428054,61,Flood,Cash
933,Northern,Mbarara,None,Female,39,3,4,Commercial Farming,Construction,Coffee,6.39,2.4,Rain,Yes,2.3,5,33,3,32,247903,482545,700319,83,Drought,Food
934,Central,Kampala,University,Female,39,5,4,Casual Labor,Casual Labor,Maize,0.5,0.6,Borehole,Yes,7.3,6,45,3,17,670525,21338,814570,61,Flood,None
935,Western,Mbarara,Primary,Female,43,4,0,Fishing,Construction,Coffee,0.5,5.9,Rain,No,3.2,6,33,3,28,151573,308712,601897,81,Drought,Cash
936,Central,Mbarara,None,Male,57,9,0,Casual Labor,Subsistence Farming,Coffee,0.5,2.0,Borehole,No,7.0,3,50,3,34,344575,415726,572037,59,Drought,None
937,Northern,Gulu,University,Male,53,7,1,Livestock,Commercial Farming,Beans,0.5,3.4,Rain,Yes,2.2,2,97,7,33,416769,62652,312884,82,Drought,Cash
938,Northern,Mbale,University,Female,48,3,0,Commercial Farming,Livestock,Maize,5.0,5.5,Rain,Yes,3.0,0,74,7,6,665109,412557,1809140,35,Drought,None
939,Eastern,Kampala,None,Male,64,7,0,Small Business,Boda Boda,Beans,0.5,0.5,Borehole,No,7.6,0,90,6,15,691594,453348,328522,60,Price Rise,None
940,Northern,Kampala,Secondary,Female,53,6,3,Charcoal Burning,Salaried Employment,Maize,0.5,4.1,Borehole,Yes,0.6,1,31,9,32,336317,294008,537252,77,Drought,Food
941,Northern,Kampala,None,Female,23,7,4,Subsistence Farming,Livestock,Beans,1.95,6.0,Rain,Yes,1.7,8,70,8,3,264420,297774,295963,66,Drought,None
942,Northern,Mbarara,Primary,Male,60,2,0,Charcoal Burning,Boda Boda,Beans,0.5,5.1,Borehole,Yes,7.8,1,59,10,15,775066,292382,704196,74,Flood,Food
943,Western,Kampala,Secondary,Female,60,7,3,Charcoal Burning,Casual Labor,Coffee,0.5,2.4,Rain,Yes,7.9,7,80,5,26,305068,392251,482832,79,Price Rise,Cash
944,Eastern,Kampala,Primary,Female,19,4,3,Livestock,Construction,Beans,0.5,2.8,Rain,Yes,6.9,3,108,9,20,982296,94005,845431,54,None,None
945,Northern,Gulu,Primary,Female,53,3,3,Casual Labor,Subsistence Farming,Coffee,0.5,5.4,Rain,No,5.3,8,29,7,17,192543,267661,114732,65,Price Rise,None
946,Northern,Mbale,University,Male,28,9,3,Commercial Farming,Fishing,Beans,4.51,4.4,Borehole,No,2.6,8,97,7,34,511736,338911,1465550,56,None,Food
947,Northern,Mbale,University,Male,72,9,4,Small Business,Charcoal Burning,Maize,0.5,0.2,Borehole,Yes,0.6,5,44,2,28,749083,60016,351859,48,Price Rise,Cash
948,Eastern,Gulu,None,Female,74,8,0,Commercial Farming,Salaried Employment,Beans,2.3,5.4,Rain,No,3.1,3,25,12,24,721898,440273,615277,53,None,Cash
949,Northern,Kampala,University,Female,51,5,2,Fishing,Commercial Farming,Beans,0.5,4.5,Rain,No,2.8,1,23,8,30,285708,388181,388179,81,None,Food
950,Eastern,Mbale,University,Male,60,10,2,Charcoal Burning,Small Business,Coffee,0.5,3.1,Borehole,Yes,5.0,4,60,12,11,401322,139504,397587,41,Price Rise,None
951,Western,Mbarara,None,Female,53,7,3,Small Business,Subsistence Farming,Beans,0.5,2.9,Rain,No,2.9,0,96,7,10,947970,308195,776376,69,Drought,None
952,Central,Mbale,Secondary,Male,43,2,1,Commercial Farming,Casual Labor,Maize,3.06,4.8,Borehole,No,4.2,4,77,5,27,777098,131427,1026578,77,Flood,Cash
953,Eastern,Kampala,Primary,Male,27,7,4,Charcoal Burning,Boda Boda,Beans,0.5,3.3,Rain,No,0.7,8,30,11,26,511983,3773,651767,53,Flood,Food
954,Central,Mbale,Primary,Female,19,5,1,Casual Labor,Charcoal Burning,Maize,0.5,4.7,Rain,Yes,1.6,5,34,5,18,165624,112151,554151,82,Price Rise,None
955,Western,Kampala,None,Female,39,6,2,Casual Labor,Livestock,Coffee,0.5,0.2,Rain,No,6.6,0,55,3,19,969891,57785,548750,58,None,Cash
956,Western,Mbale,Secondary,Female,30,9,4,Livestock,Construction,Maize,0.5,4.7,Borehole,No,2.7,5,87,11,15,946360,462234,810802,63,None,Cash
957,Central,Mbarara,None,Female,54,3,4,Fishing,Small Business,Beans,0.5,2.0,Borehole,Yes,1.7,3,76,6,24,628219,94957,189407,55,Price Rise,Cash
958,Western,Mbale,University,Female,45,7,4,Commercial Farming,Commercial Farming,Maize,3.69,1.6,Borehole,Yes,2.5,10,23,9,26,749853,92109,2865181,51,Price Rise,Cash
959,Western,Mbarara,Primary,Female,47,8,4,Boda Boda,Commercial Farming,Coffee,0.5,4.8,Rain,No,3.2,10,22,4,8,289657,113989,722470,65,None,None
960,Northern,Gulu,Primary,Female,41,10,3,Charcoal Burning,Salaried Employment,Maize,0.5,2.0,Borehole,Yes,5.3,3,105,8,28,248753,114280,725401,55,Drought,Cash
961,Eastern,Mbarara,None,Female,43,9,4,Commercial Farming,Livestock,Beans,0.73,5.4,Rain,Yes,1.9,10,42,3,8,702120,310901,2641880,49,Drought,Food
962,Western,Gulu,None,Female,57,7,4,Subsistence Farming,Subsistence Farming,Coffee,4.37,3.8,Borehole,Yes,4.6,0,94,10,1,676938,305608,441628,69,Price Rise,Food
963,Western,Mbarara,University,Female,48,7,0,Commercial Farming,Subsistence Farming,Coffee,4.67,1.9,Rain,No,6.7,9,91,5,14,482084,299600,982943,38,Flood,None
964,Western,Mbale,Secondary,Female,73,4,0,Salaried Employment,Boda Boda,Beans,0.5,2.9,Borehole,No,2.4,1,92,6,23,670141,24764,1838866,51,None,None
965,Eastern,Gulu,Primary,Female,71,10,3,Small Business,Charcoal Burning,Beans,0.5,3.5,Borehole,No,2.1,1,43,11,24,579622,481533,493834,62,Drought,Food
966,Western,Gulu,Primary,Male,64,8,2,Charcoal Burning,Subsistence Farming,Beans,0.5,1.6,Borehole,No,3.6,10,108,11,20,730489,455390,661218,44,Flood,None
967,Central,Mbale,Secondary,Male,26,8,1,Casual Labor,Commercial Farming,Maize,0.5,4.6,Borehole,No,7.7,9,68,12,13,419053,252925,510229,66,Drought,Food
968,Northern,Gulu,Secondary,Male,43,3,0,Livestock,Charcoal Burning,Maize,0.5,3.9,Rain,Yes,7.8,2,110,11,16,649963,394013,202476,84,None,Cash
969,Eastern,Mbale,None,Male,74,4,3,Subsistence Farming,Small Business,Beans,3.44,3.6,Rain,Yes,1.3,2,21,10,27,894427,294765,586283,41,Price Rise,None
970,Eastern,Kampala,University,Male,69,7,3,Small Business,Small Business,Coffee,0.5,4.6,Rain,No,1.3,2,78,11,12,722244,467999,361525,45,None,Food
971,Central,Mbarara,University,Male,37,5,3,Livestock,Commercial Farming,Maize,0.5,1.8,Rain,No,4.2,1,72,3,34,644360,117173,649836,42,None,Cash
