ID,Project_Code,Region,District,Education,Sector,Indicator,Indicator_Type,Crop,Water_Source,Irrigation,Baseline,Target,Achieved,Yield,Variance,Achievement_Status,Reporting_Period,Month,Year,Beneficiaries_Target,Beneficiaries_Reached,Budget_UGX,Expenditure_UGX,Donor,Implementing_Partner,Income_UGX
1099,UG-2024-1759,Central,Kampala,Secondary,Education,% HH with Latrine,Output,Education,Borehole,No,53.9,89.8,87.9,97.9,-1.9,On Track,Q1 2024,Jan,2024,13902,7182,195955685,97295802,USAID,IRC,843310
1100,UG-2024-1760,Eastern,Gulu,None,WASH,% HH with Latrine,Output,WASH,Borehole,No,52.2,87.0,58.5,67.3,-28.5,At Risk,Q2 2024,Jan,2024,17365,10609,71695570,91207253,EU,DRC,1243386
1101,UG-2024-1761,Northern,Gulu,Secondary,WASH,% HH with Latrine,Output,WASH,Borehole,No,54.6,91.0,96.3,105.9,5.3,Achieved,Q1 2024,Jan,2024,7999,9047,52130680,26825392,EU,DRC,318538
1102,UG-2024-1762,Northern,Gulu,Secondary,WASH,% HH with Latrine,Output,WASH,Borehole,No,55.3,92.2,94.2,102.1,1.9,Achieved,Q2 2024,Jan,2024,5665,5848,193838299,64693519,USAID,IRC,1491508
1103,UG-2024-1763,Western,Mbarara,None,WASH,% Children Immunized,Outcome,WASH,Borehole,No,36.5,60.9,47.9,78.7,-13.0,At Risk,Q1 2024,Jan,2024,2409,18574,131239630,138231759,UNHCR,IRC,1964347
1104,UG-2024-1764,Central,Kampala,Secondary,Food Security,% HH with Latrine,Output,Food Security,Borehole,No,37.3,62.1,65.8,106.1,3.8,Achieved,Q2 2024,Jan,2024,12352,4424,74776611,21277032,EU,DRC,1439760
1105,UG-2024-1765,Western,Mbarara,Secondary,WASH,% Children Immunized,Output,WASH,Borehole,No,33.9,56.5,47.8,84.5,-8.8,On Track,Q2 2024,Jan,2024,12068,7093,74690839,28511404,EU,IRC,1533887
1106,UG-2024-1766,Northern,Kampala,None,Livelihood,% Children Immunized,Output,Livelihood,Borehole,No,54.8,91.3,94.7,103.6,3.3,Achieved,Q2 2024,Jan,2024,5593,9190,174744882,37829537,EU,DRC,1474744
1107,UG-2024-1767,Eastern,Mbarara,Primary,Education,% HH with Improved Water,Outcome,Education,Borehole,No,41.3,68.8,39.1,56.8,-29.8,At Risk,Q2 2024,Jan,2024,12851,20621,120047329,21918433,USAID,IRC,1721957
1108,UG-2024-1768,Northern,Kampala,None,Health,% HH with Improved Water,Outcome,Health,Borehole,No,44.0,73.3,81.9,111.7,8.6,Achieved,Q1 2024,Jan,2024,19849,13609,184617890,40582258,UNHCR,World Vision,487104
1109,UG-2024-1769,Eastern,Kampala,None,Protection,% HH with Latrine,Outcome,Protection,Borehole,No,45.2,75.3,58.5,77.6,-16.8,At Risk,Q2 2024,Jan,2024,6753,21330,52397669,175346235,EU,IRC,1695771
1110,UG-2024-1770,Eastern,Kampala,None,WASH,% Children Immunized,Output,WASH,Borehole,No,42.5,70.8,87.4,123.5,16.6,Achieved,Q1 2024,Jan,2024,10141,21544,71792083,125733587,UNHCR,IRC,679788
1111,UG-2024-1771,Eastern,Mbarara,None,Protection,% HH with Latrine,Output,Protection,Borehole,No,38.6,64.4,80.0,124.2,15.6,Achieved,Q2 2024,Jan,2024,7081,10144,164962881,174254907,USAID,IRC,1536034
1112,UG-2024-1772,Eastern,Kampala,None,WASH,% Children Immunized,Output,WASH,Borehole,No,36.0,60.0,65.4,109.0,5.4,Achieved,Q1 2024,Jan,2024,1098,17919,133351337,55932911,EU,World Vision,1551107
1113,UG-2024-1773,Central,Mbarara,Secondary,Health,% Children Immunized,Outcome,Health,Borehole,No,38.5,64.2,54.2,84.3,-10.1,On Track,Q1 2024,Jan,2024,2111,2942,30820205,29981154,EU,DRC,1427682
1114,UG-2024-1774,Eastern,Mbarara,None,Education,% HH with Improved Water,Outcome,Education,Borehole,No,30.8,51.3,42.1,82.1,-9.2,On Track,Q2 2024,Jan,2024,809,4264,74985414,85158560,USAID,IRC,884915
1115,UG-2024-1775,Northern,Mbarara,None,Protection,% HH with Improved Water,Outcome,Protection,Borehole,No,48.7,81.2,70.8,87.1,-10.5,On Track,Q2 2024,Jan,2024,15749,6484,72602696,86534048,EU,World Vision,923504
1116,UG-2024-1776,Central,Kampala,None,Livelihood,% Children Immunized,Output,Livelihood,Borehole,No,37.3,62.2,54.9,88.3,-7.3,On Track,Q2 2024,Jan,2024,4741,20842,63868444,83893098,UNHCR,World Vision,441544
1117,UG-2024-1777,Western,Mbarara,Secondary,Food Security,% HH with Latrine,Outcome,Food Security,Borehole,No,50.4,84.0,87.1,103.7,3.1,Achieved,Q2 2024,Jan,2024,13091,6393,191979981,126621939,USAID,DRC,957864
1118,UG-2024-1778,Central,Kampala,Secondary,WASH,% HH with Latrine,Output,WASH,Borehole,No,48.4,80.7,66.0,81.8,-14.7,On Track,Q2 2024,Jan,2024,15111,14670,43553945,45344717,USAID,IRC,860392
1119,UG-2024-1779,Western,Kampala,None,Food Security,% HH with Latrine,Output,Food Security,Borehole,No,43.0,71.6,67.1,93.7,-4.5,On Track,Q2 2024,Jan,2024,4086,463,94410284,27372586,USAID,IRC,1561334
1120,UG-2024-1780,Northern,Kampala,None,WASH,% HH with Improved Water,Outcome,WASH,Borehole,No,50.3,83.8,77.9,93.0,-5.9,On Track,Q2 2024,Jan,2024,3882,20807,106743319,56418728,EU,IRC,745381
1121,UG-2024-1781,Northern,Kampala,Secondary,WASH,% Children Immunized,Output,WASH,Borehole,No,49.1,81.8,88.7,108.5,6.9,Achieved,Q1 2024,Jan,2024,8765,5027,65733557,75254270,USAID,DRC,540572
1122,UG-2024-1782,Northern,Kampala,Secondary,Protection,% HH with Improved Water,Output,Protection,Borehole,No,41.8,69.7,48.3,69.2,-21.5,At Risk,Q2 2024,Jan,2024,11775,20523,79106744,12198598,EU,IRC,1975459
1123,UG-2024-1783,Northern,Kampala,Secondary,WASH,% HH with Improved Water,Outcome,WASH,Borehole,No,35.9,59.9,74.5,124.5,14.7,Achieved,Q1 2024,Jan,2024,17712,8882,157984927,68716765,USAID,World Vision,1108579
1124,UG-2024-1784,Eastern,Gulu,Secondary,Education,% Children Immunized,Output,Education,Borehole,No,46.2,77.0,67.9,88.2,-9.1,On Track,Q2 2024,Jan,2024,19540,10154,179228933,75912201,USAID,World Vision,1164975
1125,UG-2024-1785,Northern,Gulu,Secondary,WASH,% HH with Latrine,Outcome,WASH,Borehole,No,38.1,63.5,58.1,91.5,-5.4,On Track,Q1 2024,Jan,2024,15456,9222,193587249,94367109,USAID,World Vision,1186804
1126,UG-2024-1786,Western,Mbarara,Secondary,Health,% Children Immunized,Outcome,Health,Borehole,No,42.4,70.7,56.0,79.3,-14.7,At Risk,Q2 2024,Jan,2024,7027,11916,99885754,67333633,EU,World Vision,280259
1127,UG-2024-1787,Eastern,Mbarara,None,Livelihood,% Children Immunized,Output,Livelihood,Borehole,No,55.0,91.7,75.0,81.8,-16.7,On Track,Q2 2024,Jan,2024,17012,20870,189862718,36217623,UNHCR,IRC,1606326
1128,UG-2024-1788,Central,Kampala,Secondary,Livelihood,% HH with Improved Water,Output,Livelihood,Borehole,No,40.8,67.9,54.6,80.3,-13.3,On Track,Q2 2024,Jan,2024,19242,5909,31465304,68038304,UNHCR,IRC,257147
1129,UG-2024-1789,Central,Kampala,Primary,Protection,% Children Immunized,Outcome,Protection,Borehole,No,49.7,82.8,63.7,76.8,-19.2,At Risk,Q2 2024,Jan,2024,8368,18029,94851756,25536883,USAID,IRC,282752
1130,UG-2024-1790,Western,Gulu,None,Livelihood,% HH with Improved Water,Output,Livelihood,Borehole,No,36.7,61.1,60.6,99.1,-0.5,On Track,Q1 2024,Jan,2024,7108,16492,22643207,167177601,UNHCR,DRC,539634
1131,UG-2024-1791,Eastern,Mbarara,Primary,Protection,% Children Immunized,Outcome,Protection,Borehole,No,36.0,59.9,57.8,96.5,-2.1,On Track,Q1 2024,Jan,2024,9026,10268,132606444,42972033,EU,IRC,1693760
1132,UG-2024-1792,Western,Gulu,None,Livelihood,% Children Immunized,Output,Livelihood,Borehole,No,30.7,51.2,53.4,104.4,2.3,Achieved,Q1 2024,Jan,2024,18295,10050,171180474,127632061,USAID,World Vision,422901
1133,UG-2024-1793,Northern,Gulu,Primary,Health,% HH with Improved Water,Output,Health,Borehole,No,32.1,53.5,56.9,106.3,3.4,Achieved,Q2 2024,Jan,2024,19740,9714,32849222,28489513,USAID,DRC,465496
1134,UG-2024-1794,Western,Mbarara,Secondary,Food Security,% HH with Latrine,Outcome,Food Security,Borehole,No,32.1,53.5,33.9,63.3,-19.7,At Risk,Q1 2024,Jan,2024,13823,5435,83656789,161953318,UNHCR,World Vision,1133813
1135,UG-2024-1795,Eastern,Gulu,Primary,Food Security,% Children Immunized,Outcome,Food Security,Borehole,No,49.7,82.8,54.4,65.7,-28.4,At Risk,Q1 2024,Jan,2024,17148,21199,153087089,81229273,UNHCR,IRC,110806
1136,UG-2024-1796,Central,Mbarara,None,Livelihood,% Children Immunized,Outcome,Livelihood,Borehole,No,45.2,75.3,58.6,77.9,-16.6,At Risk,Q1 2024,Jan,2024,16763,1165,32172713,102344710,USAID,IRC,318119
1137,UG-2024-1797,Eastern,Gulu,Primary,WASH,% HH with Latrine,Outcome,WASH,Borehole,No,44.1,73.5,47.4,64.5,-26.1,At Risk,Q2 2024,Jan,2024,13649,2911,12501145,26042372,USAID,World Vision,776804
1138,UG-2024-1798,Western,Kampala,Primary,Food Security,% Children Immunized,Outcome,Food Security,Borehole,No,49.1,81.9,65.8,80.3,-16.1,On Track,Q1 2024,Jan,2024,10375,981,22659649,27240209,UNHCR,IRC,1781887
1139,UG-2024-1799,Central,Kampala,None,Livelihood,% HH with Latrine,Outcome,Livelihood,Borehole,No,56.7,94.4,105.0,111.2,10.5,Achieved,Q2 2024,Jan,2024,11216,16324,131000786,163762665,UNHCR,World Vision,1918620
1140,UG-2024-1800,Eastern,Mbarara,Secondary,Food Security,% HH with Latrine,Outcome,Food Security,Borehole,No,56.3,93.9,81.7,87.1,-12.1,On Track,Q1 2024,Jan,2024,16575,8753,189189953,62487985,USAID,IRC,858732
1141,UG-2024-1801,Northern,Kampala,None,Education,% HH with Improved Water,Outcome,Education,Borehole,No,46.2,77.0,84.6,109.8,7.6,Achieved,Q2 2024,Jan,2024,18609,5653,187096259,32922835,USAID,World Vision,1287330
1142,UG-2024-1802,Central,Mbarara,None,Food Security,% HH with Latrine,Outcome,Food Security,Borehole,No,53.4,89.0,98.0,110.1,9.0,Achieved,Q2 2024,Jan,2024,15513,14032,31798045,78027469,USAID,IRC,1806138
1143,UG-2024-1803,Central,Gulu,None,Protection,% HH with Latrine,Outcome,Protection,Borehole,No,55.6,92.7,110.6,119.3,17.9,Achieved,Q1 2024,Jan,2024,7410,9590,33819502,27958958,EU,World Vision,831900
1144,UG-2024-1804,Western,Mbarara,Primary,Protection,% HH with Improved Water,Outcome,Protection,Borehole,No,53.0,88.3,97.2,110.1,9.0,Achieved,Q2 2024,Jan,2024,7745,6728,5224181,130732870,EU,IRC,836260
1145,UG-2024-1805,Western,Kampala,Secondary,Food Security,% Children Immunized,Outcome,Food Security,Borehole,No,34.2,57.0,41.7,73.2,-15.3,At Risk,Q1 2024,Jan,2024,19500,9945,117483357,3800562,USAID,World Vision,1752932
1146,UG-2024-1806,Western,Mbarara,Secondary,Health,% Children Immunized,Output,Health,Borehole,No,35.3,58.8,53.4,90.8,-5.4,On Track,Q1 2024,Jan,2024,13444,14296,107766131,119559638,EU,World Vision,1514748
1147,UG-2024-1807,Eastern,Kampala,Secondary,Health,% Children Immunized,Output,Health,Borehole,No,52.6,87.6,73.1,83.4,-14.5,On Track,Q1 2024,Jan,2024,16644,15270,35517990,65630194,UNHCR,DRC,653654
1148,UG-2024-1808,Northern,Kampala,Secondary,Protection,% Children Immunized,Outcome,Protection,Borehole,No,52.7,87.9,79.0,89.9,-8.9,On Track,Q1 2024,Jan,2024,4088,8722,126256444,132684670,USAID,DRC,1914021
1149,UG-2024-1809,Western,Mbarara,Secondary,Education,% HH with Improved Water,Outcome,Education,Borehole,No,39.0,65.0,67.9,104.5,2.9,Achieved,Q2 2024,Jan,2024,14937,8173,157793355,128072235,UNHCR,DRC,981611
1150,UG-2024-1810,Central,Kampala,Secondary,Livelihood,% HH with Improved Water,Outcome,Livelihood,Borehole,No,56.4,94.1,101.0,107.3,6.9,Achieved,Q2 2024,Jan,2024,4130,2300,71244421,10997480,UNHCR,IRC,565915
1151,UG-2024-1811,Northern,Mbarara,Secondary,Health,% HH with Improved Water,Output,Health,Borehole,No,37.2,62.1,57.3,92.3,-4.8,On Track,Q1 2024,Jan,2024,13047,672,96420355,25177803,EU,World Vision,842641
1152,UG-2024-1812,Eastern,Kampala,Secondary,Health,% HH with Latrine,Outcome,Health,Borehole,No,47.8,79.7,67.6,84.8,-12.1,On Track,Q2 2024,Jan,2024,10005,5832,23165846,174388518,USAID,World Vision,901892
1153,UG-2024-1813,Northern,Gulu,None,Education,% HH with Improved Water,Output,Education,Borehole,No,33.4,55.6,45.0,80.9,-10.6,On Track,Q2 2024,Jan,2024,12902,12314,135565768,56778079,UNHCR,DRC,1045638
1154,UG-2024-1814,Western,Kampala,Primary,Food Security,% Children Immunized,Outcome,Food Security,Borehole,No,31.2,52.0,36.2,69.5,-15.9,At Risk,Q1 2024,Jan,2024,16253,13666,100788416,152269000,USAID,World Vision,1593255
1155,UG-2024-1815,Central,Kampala,Primary,Health,% Children Immunized,Outcome,Health,Borehole,No,56.9,94.8,95.5,100.8,0.7,Achieved,Q2 2024,Jan,2024,16137,7061,126490255,55030858,EU,World Vision,1101141
1156,UG-2024-1816,Northern,Gulu,Primary,Education,% Children Immunized,Outcome,Education,Borehole,No,56.5,94.2,78.2,83.1,-15.9,On Track,Q1 2024,Jan,2024,1247,17388,179012662,130436183,UNHCR,DRC,185500
1157,UG-2024-1817,Eastern,Gulu,None,Livelihood,% Children Immunized,Outcome,Livelihood,Borehole,No,54.7,91.2,108.7,119.2,17.5,Achieved,Q2 2024,Jan,2024,18792,16159,173430924,102450611,USAID,DRC,1270657
1158,UG-2024-1818,Central,Mbarara,None,Livelihood,% Children Immunized,Outcome,Livelihood,Borehole,No,46.5,77.6,80.6,104.0,3.1,Achieved,Q2 2024,Jan,2024,18073,2070,132952731,60615542,UNHCR,World Vision,1438639
1159,UG-2024-1819,Northern,Mbarara,None,Health,% HH with Improved Water,Output,Health,Borehole,No,33.9,56.5,45.5,80.4,-11.1,On Track,Q2 2024,Jan,2024,1935,16335,41787419,47829962,UNHCR,IRC,1874012
1160,UG-2024-1820,Eastern,Mbarara,None,Education,% HH with Improved Water,Output,Education,Borehole,No,56.3,93.8,57.7,61.5,-36.1,At Risk,Q1 2024,Jan,2024,7513,2069,106865058,58155812,EU,IRC,1085038
1161,UG-2024-1821,Eastern,Mbarara,None,Education,% HH with Latrine,Output,Education,Borehole,No,55.2,92.1,63.8,69.3,-28.2,At Risk,Q1 2024,Jan,2024,13894,9022,196565886,144324462,UNHCR,World Vision,1137175
1162,UG-2024-1822,Central,Mbarara,Primary,Education,% HH with Latrine,Outcome,Education,Borehole,No,38.0,63.4,49.7,78.4,-13.7,At Risk,Q1 2024,Jan,2024,12145,21366,169566907,128337744,USAID,DRC,408070
1163,UG-2024-1823,Central,Mbarara,Secondary,WASH,% Children Immunized,Outcome,WASH,Borehole,No,45.0,75.0,51.6,68.8,-23.4,At Risk,Q1 2024,Jan,2024,19087,1245,137031980,130781721,UNHCR,World Vision,302570
1164,UG-2024-1824,Central,Mbarara,None,WASH,% HH with Improved Water,Outcome,WASH,Borehole,No,54.2,90.3,59.6,66.0,-30.7,At Risk,Q1 2024,Jan,2024,1397,8744,184201787,100434264,EU,DRC,1659430
1165,UG-2024-1825,Northern,Gulu,Primary,Education,% HH with Improved Water,Output,Education,Borehole,No,42.3,70.6,59.4,84.2,-11.1,On Track,Q2 2024,Jan,2024,11980,16196,26500733,84671706,EU,IRC,1781864
1166,UG-2024-1826,Eastern,Gulu,Primary,Education,% HH with Improved Water,Output,Education,Borehole,No,34.0,56.6,58.0,102.3,1.3,Achieved,Q1 2024,Jan,2024,4868,9947,17536898,26835336,UNHCR,World Vision,574935
1167,UG-2024-1827,Western,Mbarara,Secondary,Health,% HH with Latrine,Output,Health,Borehole,No,36.5,60.9,41.9,68.9,-18.9,At Risk,Q2 2024,Jan,2024,19166,11599,44345989,111690247,UNHCR,IRC,480539
1168,UG-2024-1828,Eastern,Gulu,Secondary,Livelihood,% HH with Improved Water,Output,Livelihood,Borehole,No,34.1,56.8,39.4,69.3,-17.5,At Risk,Q2 2024,Jan,2024,12184,11277,80731866,31710500,USAID,World Vision,1377285
1169,UG-2024-1829,Eastern,Gulu,None,Livelihood,% Children Immunized,Output,Livelihood,Borehole,No,34.8,58.1,37.3,64.3,-20.8,At Risk,Q2 2024,Jan,2024,18830,20893,142077250,130544334,USAID,IRC,1690624
1170,UG-2024-1830,Northern,Gulu,Primary,Education,% HH with Improved Water,Outcome,Education,Borehole,No,41.3,68.9,46.1,66.9,-22.8,At Risk,Q2 2024,Jan,2024,8889,16940,27752258,48940779,UNHCR,IRC,454777
1171,UG-2024-1831,Northern,Gulu,None,Food Security,% HH with Improved Water,Outcome,Food Security,Borehole,No,40.4,67.4,39.1,58.1,-28.2,At Risk,Q2 2024,Jan,2024,13828,19679,80449625,115694153,EU,World Vision,1390791
1172,UG-2024-1832,Central,Kampala,Primary,WASH,% Children Immunized,Output,WASH,Borehole,No,41.7,69.5,78.4,112.7,8.8,Achieved,Q1 2024,Jan,2024,1135,1542,190537578,168330802,EU,IRC,302483
1173,UG-2024-1833,Eastern,Kampala,Primary,Food Security,% Children Immunized,Outcome,Food Security,Borehole,No,44.3,73.9,90.0,121.9,16.1,Achieved,Q1 2024,Jan,2024,12447,19618,90337780,37605339,EU,IRC,1634127
1174,UG-2024-1834,Central,Gulu,Primary,WASH,% HH with Improved Water,Output,WASH,Borehole,No,42.4,70.7,83.0,117.5,12.4,Achieved,Q2 2024,Jan,2024,3951,20673,38753560,56974996,EU,IRC,1719995
1175,UG-2024-1835,Eastern,Kampala,None,Food Security,% HH with Latrine,Output,Food Security,Borehole,No,38.5,64.1,37.0,57.7,-27.1,At Risk,Q2 2024,Jan,2024,8969,14514,77534526,39443130,EU,World Vision,479374
1176,UG-2024-1836,Eastern,Kampala,Secondary,Education,% HH with Improved Water,Output,Education,Borehole,No,42.8,71.4,60.4,84.7,-10.9,On Track,Q2 2024,Jan,2024,14321,6279,53848581,46718168,USAID,IRC,113757
1177,UG-2024-1837,Eastern,Gulu,Secondary,Livelihood,% HH with Improved Water,Output,Livelihood,Borehole,No,51.8,86.4,70.3,81.3,-16.1,On Track,Q1 2024,Jan,2024,10580,718,71845896,112781662,UNHCR,World Vision,1173269
1178,UG-2024-1838,Northern,Gulu,Secondary,Food Security,% HH with Improved Water,Output,Food Security,Borehole,No,33.9,56.5,39.5,69.9,-17.0,At Risk,Q2 2024,Jan,2024,2568,11376,5019468,93994345,EU,World Vision,1299201
1179,UG-2024-1839,Eastern,Gulu,Primary,Education,% HH with Latrine,Outcome,Education,Borehole,No,30.0,50.0,41.8,83.5,-8.2,On Track,Q1 2024,Jan,2024,18903,19916,21025560,85590438,EU,World Vision,1969451
1180,UG-2024-1840,Eastern,Kampala,Secondary,Health,% HH with Improved Water,Output,Health,Borehole,No,41.4,69.0,51.0,74.0,-18.0,At Risk,Q1 2024,Jan,2024,14712,7697,35767350,140661743,EU,World Vision,1090912
1181,UG-2024-1841,Western,Kampala,Secondary,Education,% HH with Latrine,Outcome,Education,Borehole,No,41.4,69.0,68.4,99.0,-0.7,On Track,Q1 2024,Jan,2024,18650,6811,182282761,84983648,USAID,IRC,1079639
1182,UG-2024-1842,Northern,Kampala,Primary,Education,% Children Immunized,Outcome,Education,Borehole,No,42.6,71.0,68.5,96.5,-2.5,On Track,Q2 2024,Jan,2024,13699,20341,122227716,51310363,UNHCR,IRC,858760
1183,UG-2024-1843,Central,Gulu,Secondary,Health,% HH with Improved Water,Outcome,Health,Borehole,No,38.2,63.7,52.5,82.5,-11.2,On Track,Q2 2024,Jan,2024,16963,10250,144285534,129754197,UNHCR,DRC,591245
1184,UG-2024-1844,Central,Mbarara,Secondary,Food Security,% HH with Improved Water,Outcome,Food Security,Borehole,No,49.4,82.3,71.5,86.9,-10.8,On Track,Q2 2024,Jan,2024,15684,9707,118464102,133005324,UNHCR,DRC,1305048
1185,UG-2024-1845,Eastern,Gulu,Primary,Protection,% HH with Improved Water,Outcome,Protection,Borehole,No,42.7,71.2,44.4,62.3,-26.9,At Risk,Q2 2024,Jan,2024,15546,1894,59542056,69252642,EU,World Vision,1882594
1186,UG-2024-1846,Central,Kampala,None,Food Security,% HH with Improved Water,Outcome,Food Security,Borehole,No,52.7,87.8,79.8,90.8,-8.0,On Track,Q2 2024,Jan,2024,15701,2757,9297355,132178546,UNHCR,IRC,232998
1187,UG-2024-1847,Central,Mbarara,Primary,WASH,% HH with Improved Water,Output,WASH,Borehole,No,32.5,54.1,36.2,66.9,-17.9,At Risk,Q2 2024,Jan,2024,18442,21828,199878654,85438837,EU,IRC,597983
1188,UG-2024-1848,Central,Kampala,Secondary,Food Security,% HH with Latrine,Outcome,Food Security,Borehole,No,38.9,64.8,53.1,82.0,-11.7,On Track,Q1 2024,Jan,2024,8918,18727,139476582,173708704,UNHCR,DRC,1546267
1189,UG-2024-1849,Eastern,Gulu,Secondary,Livelihood,% Children Immunized,Output,Livelihood,Borehole,No,31.6,52.7,63.1,119.8,10.4,Achieved,Q1 2024,Jan,2024,7746,615,90813248,142709358,UNHCR,World Vision,666029
1190,UG-2024-1850,Northern,Gulu,Primary,Livelihood,% Children Immunized,Output,Livelihood,Borehole,No,53.2,88.7,109.8,123.8,21.1,Achieved,Q2 2024,Jan,2024,5157,2003,126191373,82341328,USAID,World Vision,1622783
1191,UG-2024-1851,Northern,Gulu,None,WASH,% Children Immunized,Outcome,WASH,Borehole,No,40.8,68.0,83.3,122.4,15.2,Achieved,Q1 2024,Jan,2024,5311,5230,25863732,33280863,UNHCR,IRC,760301
1192,UG-2024-1852,Eastern,Gulu,None,WASH,% Children Immunized,Output,WASH,Borehole,No,40.1,66.8,80.1,120.0,13.3,Achieved,Q1 2024,Jan,2024,4995,20406,48600654,60372411,USAID,World Vision,1967820
1193,UG-2024-1853,Central,Kampala,None,Livelihood,% Children Immunized,Output,Livelihood,Borehole,No,47.9,79.8,81.3,101.9,1.5,Achieved,Q1 2024,Jan,2024,7149,3923,102203800,117829722,UNHCR,IRC,1940639
1194,UG-2024-1854,Northern,Kampala,Primary,Health,% HH with Improved Water,Outcome,Health,Borehole,No,41.0,68.4,70.5,103.1,2.1,Achieved,Q1 2024,Jan,2024,8097,4797,74317813,64583378,EU,IRC,731519
1195,UG-2024-1855,Central,Kampala,None,Protection,% HH with Latrine,Output,Protection,Borehole,No,32.5,54.2,35.0,64.7,-19.1,At Risk,Q2 2024,Jan,2024,10340,9448,108716364,122191776,EU,IRC,1792070
1196,UG-2024-1856,Central,Gulu,None,Health,% Children Immunized,Outcome,Health,Borehole,No,41.1,68.5,57.8,84.3,-10.7,On Track,Q1 2024,Jan,2024,19637,11597,188672584,153882950,EU,DRC,724944
1197,UG-2024-1857,Central,Gulu,None,Education,% Children Immunized,Outcome,Education,Borehole,No,51.4,85.6,100.8,117.8,15.3,Achieved,Q2 2024,Jan,2024,7927,8183,109829739,119739838,USAID,IRC,157794
1198,UG-2024-1858,Northern,Kampala,None,Education,% Children Immunized,Output,Education,Borehole,No,48.1,80.1,77.9,97.3,-2.2,On Track,Q2 2024,Jan,2024,10349,17786,35380982,166676309,UNHCR,World Vision,1224263
1199,UG-2024-1859,Western,Gulu,Primary,Health,% Children Immunized,Outcome,Health,Borehole,No,47.5,79.2,98.9,124.9,19.7,Achieved,Q2 2024,Jan,2024,12350,11376,29374248,155066434,USAID,DRC,879542
1200,UG-2024-1860,Central,Gulu,Secondary,Food Security,% Children Immunized,Output,Food Security,Borehole,No,51.7,86.2,107.3,124.6,21.2,Achieved,Q1 2024,Jan,2024,18575,11572,25706600,162889345,EU,IRC,990070
1201,UG-2024-1861,Eastern,Gulu,None,Food Security,% HH with Improved Water,Outcome,Food Security,Borehole,No,39.4,65.7,52.4,79.6,-13.4,At Risk,Q2 2024,Jan,2024,11277,12971,140742842,67781255,EU,DRC,560412
1202,UG-2024-1862,Eastern,Kampala,Secondary,Health,% HH with Latrine,Outcome,Health,Borehole,No,35.4,58.9,39.4,66.9,-19.5,At Risk,Q2 2024,Jan,2024,14604,5518,186025964,172272397,EU,World Vision,750195
1203,UG-2024-1863,Northern,Gulu,None,Health,% Children Immunized,Output,Health,Borehole,No,44.4,74.0,51.4,69.5,-22.6,At Risk,Q1 2024,Jan,2024,3482,10155,149767811,118028221,EU,World Vision,1999784
1204,UG-2024-1864,Western,Gulu,Secondary,Protection,% Children Immunized,Outcome,Protection,Borehole,No,50.8,84.7,47.1,55.6,-37.6,At Risk,Q2 2024,Jan,2024,9897,2811,93887476,109980056,USAID,DRC,1200557
1205,UG-2024-1865,Eastern,Gulu,None,Health,% HH with Latrine,Output,Health,Borehole,No,40.8,68.0,48.9,71.9,-19.1,At Risk,Q1 2024,Jan,2024,2610,14754,198233299,47527882,USAID,DRC,1282166
1206,UG-2024-1866,Eastern,Mbarara,None,Protection,% HH with Latrine,Outcome,Protection,Borehole,No,33.7,56.1,55.3,98.5,-0.9,On Track,Q1 2024,Jan,2024,14791,21792,161915337,106101527,USAID,IRC,623504
1207,UG-2024-1867,Central,Mbarara,None,Livelihood,% HH with Latrine,Output,Livelihood,Borehole,No,50.3,83.8,75.0,89.5,-8.8,On Track,Q2 2024,Jan,2024,16024,12881,118576582,110985389,UNHCR,DRC,773427
1208,UG-2024-1868,Western,Gulu,Secondary,Protection,% Children Immunized,Outcome,Protection,Borehole,No,41.7,69.4,46.5,66.9,-23.0,At Risk,Q1 2024,Jan,2024,18129,10520,156784878,91493172,EU,World Vision,1534864
1209,UG-2024-1869,Northern,Gulu,Secondary,WASH,% HH with Improved Water,Output,WASH,Borehole,No,41.1,68.5,56.6,82.6,-11.9,On Track,Q1 2024,Jan,2024,2985,1236,109749715,166596381,EU,IRC,1368731
1210,UG-2024-1870,Northern,Kampala,None,Livelihood,% Children Immunized,Outcome,Livelihood,Borehole,No,35.5,59.2,63.5,107.2,4.3,Achieved,Q1 2024,Jan,2024,12826,17954,150759959,107640495,USAID,DRC,946072
1211,UG-2024-1871,Eastern,Mbarara,Primary,Protection,% Children Immunized,Outcome,Protection,Borehole,No,56.9,94.8,100.8,106.3,6.0,Achieved,Q1 2024,Jan,2024,1668,9256,143381329,29269403,EU,DRC,543158
1212,UG-2024-1872,Central,Gulu,None,Health,% HH with Improved Water,Output,Health,Borehole,No,51.0,85.0,92.3,108.6,7.3,Achieved,Q2 2024,Jan,2024,9731,3108,186657997,172073922,USAID,World Vision,362259
1213,UG-2024-1873,Northern,Kampala,None,Food Security,% Children Immunized,Output,Food Security,Borehole,No,33.1,55.2,48.2,87.3,-7.0,On Track,Q1 2024,Jan,2024,9514,7116,187310114,95290800,USAID,DRC,201530
1214,UG-2024-1874,Eastern,Mbarara,Secondary,Livelihood,% Children Immunized,Output,Livelihood,Borehole,No,44.2,73.7,89.6,121.7,16.0,Achieved,Q2 2024,Jan,2024,3354,13591,24182951,82251207,EU,IRC,332915
