ID,Item_Code,Region,District,Warehouse,Education,Category,Item_Name,Crop,Unit,Water_Source,Irrigation,Stock_On_Hand,Stock_Reserved,Stock_Available,Yield,Unit_Cost_UGX,Total_Value_UGX,Min_Stock_Level,Max_Stock_Level,Status,Last_Stock_In,Last_Stock_Out,Expiry_Date,Donor,Income_UGX
1099,AGR-1759,Western,Gulu,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Kit,Borehole,No,3455,518,2936,123571,35766,123571530,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,123571530
1100,SHE-1760,Northern,Yumbe,Shelter Warehouse,Secondary,Shelter,Iron Sheets,Iron Sheets,Kit,Borehole,No,2276,341,1934,63789,28027,63789452,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,63789452
1101,AGR-1761,Central,Gulu,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Pcs,Borehole,No,2507,376,2130,81635,32563,81635441,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,81635441
1102,HEA-1762,Northern,Yumbe,Health Warehouse,Secondary,Health,Mama Kit,Mama Kit,Kit,Borehole,No,4124,618,3505,87206,21146,87206104,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,87206104
1103,AGR-1763,Eastern,Kampala,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,2746,411,2334,76909,28008,76909968,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,76909968
1104,NFI-1764,Northern,Gulu,NFI Warehouse,Primary,NFI,Blanket,Blanket,Kit,Borehole,No,251,37,213,11863,47263,11863013,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,11863013
1105,NFI-1765,Central,Mbarara,NFI Warehouse,Secondary,NFI,Jerrycan,Jerrycan,Kg,Borehole,No,2074,311,1762,92867,44777,92867498,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,92867498
1106,FOO-1766,Central,Yumbe,Food Warehouse,Primary,Food,Maize Flour,Maize Flour,Kit,Borehole,No,3067,460,2606,22367,7293,22367631,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,22367631
1107,NFI-1767,Central,Yumbe,NFI Warehouse,Primary,NFI,Mosquito Net,Mosquito Net,Kg,Borehole,No,4013,601,3411,97720,24351,97720563,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,97720563
1108,NFI-1768,Western,Kampala,NFI Warehouse,Secondary,NFI,Mosquito Net,Mosquito Net,Kit,Borehole,No,901,135,765,32040,35561,32040461,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,32040461
1109,SHE-1769,Western,Kampala,Shelter Warehouse,Secondary,Shelter,Cement,Cement,Pcs,Borehole,No,1452,217,1234,15820,10896,15820992,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,15820992
1110,AGR-1770,Eastern,Kampala,Agriculture Warehouse,Primary,Agriculture,Hoe,Hoe,Kit,Borehole,No,3545,531,3013,100022,28215,100022175,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,100022175
1111,AGR-1771,Northern,Mbarara,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,4210,631,3578,185728,44116,185728360,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,185728360
1112,AGR-1772,Central,Mbarara,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,4253,637,3615,133965,31499,133965247,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,133965247
1113,AGR-1773,Northern,Gulu,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Pcs,Borehole,No,2011,301,1709,19456,9675,19456425,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,19456425
1114,AGR-1774,Western,Mbarara,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,505,75,429,5800,11487,5800935,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,5800935
1115,NFI-1775,Eastern,Kampala,NFI Warehouse,Secondary,NFI,Blanket,Blanket,Pcs,Borehole,No,4269,640,3628,40675,9528,40675032,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,40675032
1116,WAS-1776,Central,Kampala,WASH Warehouse,Primary,WASH,Water Tank,Water Tank,Pcs,Borehole,No,2056,308,1747,67212,32691,67212696,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,67212696
1117,FOO-1777,Western,Yumbe,Food Warehouse,Primary,Food,Cooking Oil,Cooking Oil,Kg,Borehole,No,3836,575,3260,191627,49955,191627380,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,191627380
1118,AGR-1778,Western,Kampala,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Kit,Borehole,No,994,149,844,4212,4238,4212572,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,4212572
1119,FOO-1779,Western,Gulu,Food Warehouse,Secondary,Food,Rice,Rice,Kit,Borehole,No,11,1,9,327,29788,327668,200,3000,Low,2024-06-01,2024-08-15,2026-02-01,WFP,327668
1120,AGR-1780,Eastern,Kampala,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Kg,Borehole,No,3273,490,2782,153673,46952,153673896,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,153673896
1121,SHE-1781,Northern,Gulu,Shelter Warehouse,Secondary,Shelter,Iron Sheets,Iron Sheets,Pcs,Borehole,No,782,117,664,35744,45709,35744438,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,35744438
1122,SHE-1782,Northern,Gulu,Shelter Warehouse,Primary,Shelter,Cement,Cement,Kg,Borehole,No,1389,208,1180,40211,28950,40211550,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,40211550
1123,SHE-1783,Northern,Gulu,Shelter Warehouse,Secondary,Shelter,Iron Sheets,Iron Sheets,Pcs,Borehole,No,4817,722,4094,170078,35308,170078636,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,170078636
1124,SHE-1784,Eastern,Yumbe,Shelter Warehouse,Secondary,Shelter,Iron Sheets,Iron Sheets,Kit,Borehole,No,2852,427,2424,54170,18994,54170888,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,54170888
1125,NFI-1785,Central,Kampala,NFI Warehouse,Primary,NFI,Jerrycan,Jerrycan,Pcs,Borehole,No,670,100,569,21491,32077,21491590,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,21491590
1126,NFI-1786,Northern,Yumbe,NFI Warehouse,Secondary,NFI,Blanket,Blanket,Pcs,Borehole,No,3161,474,2686,141751,44844,141751884,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,141751884
1127,FOO-1787,Northern,Mbarara,Food Warehouse,Secondary,Food,Beans,Beans,Pcs,Borehole,No,3396,509,2886,123627,36404,123627984,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,123627984
1128,AGR-1788,Western,Mbarara,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Kg,Borehole,No,3136,470,2665,116841,37258,116841088,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,116841088
1129,HEA-1789,Northern,Kampala,Health Warehouse,Secondary,Health,Malaria Kit,Malaria Kit,Kg,Borehole,No,2887,433,2453,130460,45189,130460643,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,130460643
1130,SHE-1790,Central,Kampala,Shelter Warehouse,Secondary,Shelter,Iron Sheets,Iron Sheets,Kit,Borehole,No,310,46,263,6558,21155,6558050,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,6558050
1131,NFI-1791,Eastern,Gulu,NFI Warehouse,Primary,NFI,Mosquito Net,Mosquito Net,Kit,Borehole,No,1251,187,1063,3064,2450,3064950,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,3064950
1132,FOO-1792,Northern,Gulu,Food Warehouse,Secondary,Food,Rice,Rice,Pcs,Borehole,No,2900,435,2465,24000,8276,24000400,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,24000400
1133,AGR-1793,Northern,Kampala,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Kg,Borehole,No,3784,567,3216,58595,15485,58595240,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,58595240
1134,SHE-1794,Eastern,Kampala,Shelter Warehouse,Secondary,Shelter,Cement,Cement,Kit,Borehole,No,731,109,621,21479,29384,21479704,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,21479704
1135,FOO-1795,Central,Kampala,Food Warehouse,Secondary,Food,Beans,Beans,Kg,Borehole,No,2947,442,2504,121994,41396,121994012,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,121994012
1136,AGR-1796,Eastern,Kampala,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,4223,633,3589,113670,26917,113670491,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,113670491
1137,WAS-1797,Central,Yumbe,WASH Warehouse,Primary,WASH,Water Tank,Water Tank,Kg,Borehole,No,925,138,786,18482,19981,18482425,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,18482425
1138,SHE-1798,Central,Gulu,Shelter Warehouse,Primary,Shelter,Iron Sheets,Iron Sheets,Kg,Borehole,No,4006,600,3405,143038,35706,143038236,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,143038236
1139,SHE-1799,Northern,Kampala,Shelter Warehouse,Primary,Shelter,Cement,Cement,Kg,Borehole,No,1239,185,1053,26767,21604,26767356,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,26767356
1140,SHE-1800,Northern,Kampala,Shelter Warehouse,Primary,Shelter,Cement,Cement,Kit,Borehole,No,2338,350,1987,22998,9837,22998906,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,22998906
1141,SHE-1801,Northern,Gulu,Shelter Warehouse,Primary,Shelter,Iron Sheets,Iron Sheets,Kg,Borehole,No,4255,638,3616,133381,31347,133381485,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,133381485
1142,AGR-1802,Western,Yumbe,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,1843,276,1566,60273,32704,60273472,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,60273472
1143,SHE-1803,Central,Gulu,Shelter Warehouse,Primary,Shelter,Iron Sheets,Iron Sheets,Pcs,Borehole,No,1553,232,1320,38511,24798,38511294,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,38511294
1144,NFI-1804,Northern,Yumbe,NFI Warehouse,Primary,NFI,Blanket,Blanket,Kg,Borehole,No,3530,529,3000,131305,37197,131305410,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,131305410
1145,AGR-1805,Central,Yumbe,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Pcs,Borehole,No,2124,318,1805,58569,27575,58569300,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,58569300
1146,SHE-1806,Eastern,Mbarara,Shelter Warehouse,Secondary,Shelter,Cement,Cement,Pcs,Borehole,No,959,143,815,46104,48076,46104884,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,46104884
1147,WAS-1807,Western,Gulu,WASH Warehouse,Secondary,WASH,Water Tank,Water Tank,Kit,Borehole,No,3530,529,3000,157000,44476,157000280,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,157000280
1148,SHE-1808,Western,Mbarara,Shelter Warehouse,Primary,Shelter,Iron Sheets,Iron Sheets,Kit,Borehole,No,3788,568,3219,158501,41843,158501284,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,158501284
1149,WAS-1809,Northern,Kampala,WASH Warehouse,Secondary,WASH,Water Tank,Water Tank,Kit,Borehole,No,1852,277,1574,7069,3817,7069084,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,7069084
1150,FOO-1810,Western,Gulu,Food Warehouse,Secondary,Food,Rice,Rice,Kit,Borehole,No,2586,387,2198,73664,28486,73664796,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,73664796
1151,AGR-1811,Eastern,Mbarara,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,3207,481,2725,83414,26010,83414070,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,83414070
1152,HEA-1812,Central,Yumbe,Health Warehouse,Secondary,Health,Malaria Kit,Malaria Kit,Kg,Borehole,No,4237,635,3601,165687,39105,165687885,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,165687885
1153,SHE-1813,Northern,Kampala,Shelter Warehouse,Secondary,Shelter,Iron Sheets,Iron Sheets,Kg,Borehole,No,1327,199,1127,53196,40088,53196776,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,53196776
1154,FOO-1814,Northern,Kampala,Food Warehouse,Primary,Food,Maize Flour,Maize Flour,Pcs,Borehole,No,1641,246,1394,51958,31663,51958983,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,51958983
1155,WAS-1815,Northern,Kampala,WASH Warehouse,Primary,WASH,Water Tank,Water Tank,Kit,Borehole,No,3562,534,3027,60696,17040,60696480,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,60696480
1156,NFI-1816,Central,Gulu,NFI Warehouse,Secondary,NFI,Blanket,Blanket,Pcs,Borehole,No,1258,188,1069,58208,46271,58208918,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,58208918
1157,WAS-1817,Central,Kampala,WASH Warehouse,Primary,WASH,Soap,Soap,Pcs,Borehole,No,1676,251,1424,34197,20404,34197104,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,34197104
1158,WAS-1818,Northern,Gulu,WASH Warehouse,Primary,WASH,Soap,Soap,Pcs,Borehole,No,2185,327,1857,77615,35522,77615570,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,77615570
1159,NFI-1819,Eastern,Kampala,NFI Warehouse,Secondary,NFI,Blanket,Blanket,Kg,Borehole,No,2341,351,1989,6135,2621,6135761,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,6135761
1160,WAS-1820,Central,Kampala,WASH Warehouse,Secondary,WASH,Water Tank,Water Tank,Kit,Borehole,No,646,96,549,10399,16098,10399308,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,10399308
1161,NFI-1821,Central,Kampala,NFI Warehouse,Secondary,NFI,Mosquito Net,Mosquito Net,Kg,Borehole,No,3228,484,2743,15433,4781,15433068,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,15433068
1162,HEA-1822,Northern,Gulu,Health Warehouse,Secondary,Health,Mama Kit,Mama Kit,Kg,Borehole,No,4783,717,4065,178692,37360,178692880,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,178692880
1163,NFI-1823,Western,Kampala,NFI Warehouse,Primary,NFI,Blanket,Blanket,Kg,Borehole,No,4457,668,3788,79053,17737,79053809,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,79053809
1164,HEA-1824,Northern,Mbarara,Health Warehouse,Secondary,Health,Malaria Kit,Malaria Kit,Pcs,Borehole,No,1299,194,1104,30731,23658,30731742,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,30731742
1165,HEA-1825,Eastern,Yumbe,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Kg,Borehole,No,3403,510,2892,123096,36173,123096719,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,123096719
1166,FOO-1826,Central,Kampala,Food Warehouse,Primary,Food,Rice,Rice,Kit,Borehole,No,2589,388,2200,16629,6423,16629147,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,16629147
1167,WAS-1827,Western,Mbarara,WASH Warehouse,Primary,WASH,Water Tank,Water Tank,Kit,Borehole,No,139,20,118,5425,39032,5425448,200,3000,Low,2024-06-01,2024-08-15,N/A,WFP,5425448
1168,WAS-1828,Western,Yumbe,WASH Warehouse,Primary,WASH,Water Tank,Water Tank,Kg,Borehole,No,2753,412,2340,87091,31635,87091155,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,87091155
1169,HEA-1829,Eastern,Mbarara,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Kg,Borehole,No,3610,541,3068,91921,25463,91921430,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,91921430
1170,FOO-1830,Western,Gulu,Food Warehouse,Secondary,Food,Rice,Rice,Pcs,Borehole,No,2491,373,2117,95619,38386,95619526,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,95619526
1171,FOO-1831,Central,Kampala,Food Warehouse,Primary,Food,Maize Flour,Maize Flour,Kg,Borehole,No,4049,607,3441,130037,32116,130037684,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,130037684
1172,NFI-1832,Central,Gulu,NFI Warehouse,Secondary,NFI,Mosquito Net,Mosquito Net,Kit,Borehole,No,3088,463,2624,108394,35102,108394976,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,108394976
1173,FOO-1833,Central,Yumbe,Food Warehouse,Secondary,Food,Maize Flour,Maize Flour,Kg,Borehole,No,383,57,325,12866,33593,12866119,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,12866119
1174,AGR-1834,Western,Gulu,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,2580,387,2193,113370,43942,113370360,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,113370360
1175,FOO-1835,Central,Yumbe,Food Warehouse,Secondary,Food,Maize Flour,Maize Flour,Kg,Borehole,No,2414,362,2051,27674,11464,27674096,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,27674096
1176,HEA-1836,Eastern,Mbarara,Health Warehouse,Primary,Health,Mama Kit,Mama Kit,Kit,Borehole,No,4827,724,4102,104779,21707,104779689,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,104779689
1177,NFI-1837,Eastern,Kampala,NFI Warehouse,Primary,NFI,Blanket,Blanket,Pcs,Borehole,No,1603,240,1362,47004,29323,47004769,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,47004769
1178,WAS-1838,Eastern,Gulu,WASH Warehouse,Primary,WASH,Water Tank,Water Tank,Kg,Borehole,No,2117,317,1799,81011,38267,81011239,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,81011239
1179,AGR-1839,Northern,Gulu,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Kg,Borehole,No,1952,292,1659,32524,16662,32524224,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,32524224
1180,NFI-1840,Northern,Yumbe,NFI Warehouse,Primary,NFI,Jerrycan,Jerrycan,Pcs,Borehole,No,1453,217,1235,65475,45062,65475086,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,65475086
1181,HEA-1841,Central,Gulu,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Kit,Borehole,No,2446,366,2079,10547,4312,10547152,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,10547152
1182,NFI-1842,Western,Mbarara,NFI Warehouse,Primary,NFI,Blanket,Blanket,Pcs,Borehole,No,1452,217,1234,53769,37031,53769012,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,53769012
1183,WAS-1843,Eastern,Mbarara,WASH Warehouse,Secondary,WASH,Soap,Soap,Kit,Borehole,No,509,76,432,23814,46787,23814583,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,23814583
1184,SHE-1844,Western,Kampala,Shelter Warehouse,Primary,Shelter,Cement,Cement,Kit,Borehole,No,4899,734,4164,61149,12482,61149318,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,61149318
1185,NFI-1845,Western,Gulu,NFI Warehouse,Primary,NFI,Mosquito Net,Mosquito Net,Kg,Borehole,No,3281,492,2788,114198,34806,114198486,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,114198486
1186,FOO-1846,Northern,Mbarara,Food Warehouse,Secondary,Food,Rice,Rice,Kg,Borehole,No,3916,587,3328,112964,28847,112964852,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,112964852
1187,HEA-1847,Central,Kampala,Health Warehouse,Secondary,Health,Malaria Kit,Malaria Kit,Kit,Borehole,No,193,28,164,4259,22068,4259124,200,3000,Low,2024-06-01,2024-08-15,2026-02-01,UNICEF,4259124
1188,SHE-1848,Eastern,Kampala,Shelter Warehouse,Secondary,Shelter,Cement,Cement,Kit,Borehole,No,4618,692,3925,60920,13192,60920656,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,60920656
1189,WAS-1849,Western,Gulu,WASH Warehouse,Primary,WASH,Soap,Soap,Pcs,Borehole,No,1871,280,1590,76106,40677,76106667,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,76106667
1190,FOO-1850,Eastern,Gulu,Food Warehouse,Secondary,Food,Cooking Oil,Cooking Oil,Pcs,Borehole,No,2047,307,1739,70846,34610,70846670,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,70846670
1191,HEA-1851,Northern,Gulu,Health Warehouse,Secondary,Health,Malaria Kit,Malaria Kit,Kit,Borehole,No,926,138,787,24642,26612,24642712,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,24642712
1192,NFI-1852,Eastern,Mbarara,NFI Warehouse,Secondary,NFI,Blanket,Blanket,Kit,Borehole,No,2520,378,2142,26825,10645,26825400,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,26825400
1193,SHE-1853,Eastern,Yumbe,Shelter Warehouse,Secondary,Shelter,Cement,Cement,Kit,Borehole,No,4286,642,3643,102028,23805,102028230,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,102028230
1194,AGR-1854,Western,Kampala,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Pcs,Borehole,No,4897,734,4162,10783,2202,10783194,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,10783194
1195,NFI-1855,Northern,Gulu,NFI Warehouse,Primary,NFI,Mosquito Net,Mosquito Net,Kit,Borehole,No,4648,697,3950,105035,22598,105035504,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,105035504
1196,WAS-1856,Eastern,Kampala,WASH Warehouse,Primary,WASH,Water Tank,Water Tank,Pcs,Borehole,No,1578,236,1341,36969,23428,36969384,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,36969384
1197,FOO-1857,Northern,Yumbe,Food Warehouse,Primary,Food,Rice,Rice,Kit,Borehole,No,3824,573,3250,87531,22890,87531360,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,87531360
1198,FOO-1858,Northern,Gulu,Food Warehouse,Secondary,Food,Maize Flour,Maize Flour,Pcs,Borehole,No,3715,557,3157,165202,44469,165202335,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,165202335
1199,SHE-1859,Northern,Yumbe,Shelter Warehouse,Secondary,Shelter,Iron Sheets,Iron Sheets,Kit,Borehole,No,2168,325,1842,35934,16575,35934600,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,35934600
1200,NFI-1860,Western,Gulu,NFI Warehouse,Secondary,NFI,Jerrycan,Jerrycan,Pcs,Borehole,No,3609,541,3067,27608,7650,27608850,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,27608850
1201,NFI-1861,Eastern,Mbarara,NFI Warehouse,Primary,NFI,Jerrycan,Jerrycan,Kg,Borehole,No,752,112,639,9075,12068,9075136,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,9075136
1202,SHE-1862,Northern,Gulu,Shelter Warehouse,Secondary,Shelter,Cement,Cement,Kg,Borehole,No,2418,362,2055,75514,31230,75514140,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,75514140
1203,SHE-1863,Eastern,Mbarara,Shelter Warehouse,Primary,Shelter,Iron Sheets,Iron Sheets,Pcs,Borehole,No,1491,223,1267,11441,7674,11441934,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,11441934
1204,AGR-1864,Eastern,Yumbe,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Kg,Borehole,No,3588,538,3049,71828,20019,71828172,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,71828172
1205,WAS-1865,Eastern,Yumbe,WASH Warehouse,Secondary,WASH,Water Tank,Water Tank,Pcs,Borehole,No,4857,728,4128,179820,37023,179820711,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,179820711
1206,WAS-1866,Central,Mbarara,WASH Warehouse,Secondary,WASH,Soap,Soap,Kit,Borehole,No,2831,424,2406,124824,44092,124824452,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,124824452
1207,FOO-1867,Northern,Kampala,Food Warehouse,Primary,Food,Cooking Oil,Cooking Oil,Kit,Borehole,No,3579,536,3042,109742,30663,109742877,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,109742877
1208,WAS-1868,Northern,Mbarara,WASH Warehouse,Secondary,WASH,Soap,Soap,Kg,Borehole,No,427,64,362,7687,18003,7687281,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,7687281
1209,HEA-1869,Western,Yumbe,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Kit,Borehole,No,4805,720,4084,206062,42885,206062425,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,206062425
1210,NFI-1870,Eastern,Mbarara,NFI Warehouse,Primary,NFI,Blanket,Blanket,Kit,Borehole,No,1154,173,980,29586,25638,29586252,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,29586252
1211,WAS-1871,Eastern,Kampala,WASH Warehouse,Secondary,WASH,Soap,Soap,Pcs,Borehole,No,1246,186,1059,43695,35069,43695974,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,43695974
1212,WAS-1872,Western,Mbarara,WASH Warehouse,Primary,WASH,Soap,Soap,Kit,Borehole,No,1665,249,1415,12172,7311,12172815,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,12172815
1213,HEA-1873,Northern,Yumbe,Health Warehouse,Secondary,Health,Malaria Kit,Malaria Kit,Pcs,Borehole,No,4484,672,3811,118449,26416,118449344,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,118449344
1214,WAS-1874,Central,Kampala,WASH Warehouse,Secondary,WASH,Water Tank,Water Tank,Kg,Borehole,No,1219,182,1036,8700,7137,8700003,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,8700003
1215,NFI-1875,Northern,Mbarara,NFI Warehouse,Primary,NFI,Blanket,Blanket,Pcs,Borehole,No,3127,469,2657,30047,9609,30047343,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,30047343
1216,WAS-1876,Eastern,Kampala,WASH Warehouse,Primary,WASH,Soap,Soap,Kit,Borehole,No,2190,328,1861,10336,4720,10336800,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,10336800
1217,AGR-1877,Eastern,Gulu,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Pcs,Borehole,No,3392,508,2883,61252,18058,61252736,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,61252736
