ID,Case_ID,Region,Settlement,District,Country_Origin,Arrival_Year,Years_In_Uganda,Gender_HH_Head,Age_HH_Head,Education,Household_Size,Children_U18,Vulnerability,Water_Source,Irrigation,Crop,Yield,Assistance_Type,Protection_Concern,Income_UGX_Month
824,UNHCR-UG-10484,South West,Kyaka II,Arua,DRC,2019,6,Male,75,Secondary,10,1,None,Borehole,Yes,None,2.1,WASH,GBV Risk,206435
825,UNHCR-UG-10485,Central,Kampala Urban,Arua,Somalia,2017,2,Male,38,Primary,4,2,Single Parent,River,Yes,Beans,2.83,NFI,Child Protection,327490
826,UNHCR-UG-10486,Central,Kampala Urban,Arua,Somalia,2024,5,Female,46,None,9,1,Single Parent,Tap,Yes,Beans,0.11,Cash,Child Protection,25029
827,UNHCR-UG-10487,Mid West,Kiryandongo,Arua,Sudan,2018,7,Female,42,Primary,2,1,Woman at Risk,River,No,Beans,0.58,Food,GBV Risk,494927
828,UNHCR-UG-10488,Central,Kampala Urban,Arua,South Sudan,2024,8,Female,22,None,1,2,Single Parent,Borehole,Yes,Beans,2.14,Food,None,428887
829,UNHCR-UG-10489,Mid West,Kiryandongo,Arua,Ethiopia,2020,2,Male,32,None,3,1,Single Parent,Tap,No,Cassava,1.55,NFI,GBV Risk,251469
830,UNHCR-UG-10490,South West,Oruchinga,Arua,Rwanda,2017,8,Female,39,University,4,1,Unaccompanied Child,River,No,Beans,2.78,Cash,None,398387
831,UNHCR-UG-10491,Mid West,Kiryandongo,Arua,DRC,2021,5,Female,50,University,1,3,Single Parent,Tap,No,None,2.65,WASH,GBV Risk,361416
832,UNHCR-UG-10492,Mid West,Kiryandongo,Arua,Sudan,2023,7,Female,66,None,7,0,Single Parent,Borehole,No,Beans,3.28,NFI,GBV Risk,441139
833,UNHCR-UG-10493,West Nile,Palorinya,Arua,Rwanda,2019,9,Female,39,University,3,4,Disability,Tap,Yes,Beans,1.38,WASH,Food Insecurity,100866
834,UNHCR-UG-10494,Mid West,Kiryandongo,Arua,DRC,2023,10,Male,51,University,9,4,Single Parent,Borehole,No,Cassava,3.05,NFI,Child Protection,103100
835,UNHCR-UG-10495,Central,Kampala Urban,Arua,Eritrea,2019,9,Female,34,University,7,1,Woman at Risk,Borehole,No,Cassava,1.81,Cash,None,411571
836,UNHCR-UG-10496,Mid West,Kiryandongo,Arua,Somalia,2019,2,Male,58,Secondary,5,4,Disability,Borehole,Yes,Beans,1.04,NFI,Child Protection,155659
837,UNHCR-UG-10497,South West,Rwamwanja,Arua,South Sudan,2025,8,Female,29,Secondary,5,3,Woman at Risk,Borehole,No,Maize,2.24,Food,GBV Risk,58079
838,UNHCR-UG-10498,Central,Kampala Urban,Arua,Rwanda,2016,7,Male,39,University,8,1,Elderly,Tap,Yes,Cassava,2.89,NFI,GBV Risk,39698
839,UNHCR-UG-10499,Central,Kampala Urban,Arua,Somalia,2023,5,Female,50,Primary,10,3,Elderly,River,Yes,Cassava,3.02,WASH,None,67159
840,UNHCR-UG-10500,South West,Rwamwanja,Arua,Somalia,2024,6,Male,69,University,8,2,Unaccompanied Child,Tap,Yes,Cassava,1.46,Cash,None,344228
841,UNHCR-UG-10501,Central,Kampala Urban,Arua,Burundi,2018,9,Female,20,Secondary,7,2,Elderly,River,No,Vegetables,1.95,WASH,Child Protection,102272
842,UNHCR-UG-10502,Mid West,Kiryandongo,Arua,Rwanda,2019,8,Male,41,University,4,0,Disability,Tap,Yes,None,1.81,Cash,Child Protection,349967
843,UNHCR-UG-10503,West Nile,Lobule,Arua,Ethiopia,2024,9,Female,56,None,2,4,None,River,No,Beans,2.88,NFI,Child Protection,76685
844,UNHCR-UG-10504,West Nile,Lobule,Arua,Burundi,2021,6,Male,21,Secondary,7,1,None,Borehole,Yes,None,1.18,Cash,Child Protection,461501
845,UNHCR-UG-10505,West Nile,Bidi Bidi,Yumbe,Burundi,2022,9,Male,70,Primary,10,3,Unaccompanied Child,Tap,Yes,Vegetables,0.97,NFI,GBV Risk,253602
846,UNHCR-UG-10506,West Nile,Palorinya,Arua,Sudan,2020,3,Male,65,Primary,5,0,Single Parent,Tap,Yes,Beans,1.43,WASH,Food Insecurity,333852
847,UNHCR-UG-10507,South West,Kyangwali,Arua,Somalia,2025,8,Female,62,Primary,3,1,None,Tap,Yes,Vegetables,2.75,Cash,Food Insecurity,350540
848,UNHCR-UG-10508,Mid West,Kiryandongo,Arua,Rwanda,2022,8,Male,77,Primary,8,2,Woman at Risk,Borehole,No,Cassava,2.27,NFI,GBV Risk,333965
849,UNHCR-UG-10509,Central,Kampala Urban,Arua,Eritrea,2016,9,Female,23,Primary,5,3,Unaccompanied Child,Tap,Yes,Beans,3.41,Cash,Child Protection,129552
850,UNHCR-UG-10510,Mid West,Kiryandongo,Arua,Rwanda,2022,2,Male,61,Primary,3,0,Unaccompanied Child,River,No,Vegetables,1.05,Food,Food Insecurity,134637
851,UNHCR-UG-10511,Mid West,Kiryandongo,Arua,Rwanda,2017,4,Male,47,None,8,0,None,Tap,No,Beans,1.49,WASH,Child Protection,298907
852,UNHCR-UG-10512,Central,Kampala Urban,Arua,Sudan,2017,1,Female,63,Primary,2,1,Woman at Risk,Tap,Yes,None,2.63,WASH,GBV Risk,482288
853,UNHCR-UG-10513,West Nile,Bidi Bidi,Yumbe,Ethiopia,2020,7,Female,75,University,9,3,Elderly,Borehole,No,Maize,2.08,Food,None,430044
854,UNHCR-UG-10514,Central,Kampala Urban,Arua,Ethiopia,2017,8,Female,60,Secondary,5,2,None,River,No,Beans,2.01,NFI,None,422893
855,UNHCR-UG-10515,Mid West,Kiryandongo,Arua,South Sudan,2018,4,Female,23,Secondary,4,2,Elderly,Borehole,No,Cassava,0.35,Cash,Food Insecurity,363833
856,UNHCR-UG-10516,South West,Rwamwanja,Arua,South Sudan,2024,6,Female,34,Secondary,9,4,Disability,Borehole,No,None,1.56,WASH,Child Protection,238961
857,UNHCR-UG-10517,West Nile,Imvepi,Arua,Burundi,2025,10,Male,68,Primary,3,1,Woman at Risk,River,Yes,Maize,2.71,WASH,None,371347
858,UNHCR-UG-10518,Central,Kampala Urban,Arua,Burundi,2016,5,Female,54,None,7,3,Single Parent,Borehole,Yes,Maize,0.76,WASH,Food Insecurity,326210
859,UNHCR-UG-10519,South West,Kyangwali,Arua,DRC,2020,1,Male,48,Secondary,10,2,Disability,Borehole,Yes,Vegetables,1.64,Cash,None,273333
860,UNHCR-UG-10520,Central,Kampala Urban,Arua,Eritrea,2019,4,Female,49,None,4,0,Woman at Risk,Borehole,No,Cassava,1.72,WASH,None,211302
861,UNHCR-UG-10521,South West,Kyaka II,Arua,Burundi,2019,1,Female,18,Primary,5,2,Elderly,River,Yes,Beans,0.9,Food,None,61129
862,UNHCR-UG-10522,West Nile,Imvepi,Arua,Eritrea,2020,5,Male,51,Secondary,6,0,Woman at Risk,Borehole,Yes,None,0.16,Food,Child Protection,131447
863,UNHCR-UG-10523,West Nile,Palorinya,Arua,Burundi,2025,3,Female,62,Secondary,3,3,Elderly,River,No,Cassava,0.51,NFI,Food Insecurity,457233
864,UNHCR-UG-10524,South West,Oruchinga,Arua,Sudan,2023,3,Male,56,None,6,4,Unaccompanied Child,Borehole,No,Beans,2.21,Cash,GBV Risk,257702
865,UNHCR-UG-10525,West Nile,Palorinya,Arua,Burundi,2021,6,Male,19,Secondary,7,4,None,Tap,Yes,Vegetables,1.63,Food,Food Insecurity,180700
866,UNHCR-UG-10526,Mid West,Kiryandongo,Arua,Somalia,2016,6,Female,62,University,9,3,Woman at Risk,Borehole,Yes,Beans,0.48,WASH,Food Insecurity,362906
867,UNHCR-UG-10527,Central,Kampala Urban,Arua,DRC,2022,9,Female,65,None,3,4,Disability,River,No,Beans,1.03,WASH,GBV Risk,122161
868,UNHCR-UG-10528,Central,Kampala Urban,Arua,Burundi,2021,10,Female,43,Primary,2,2,Unaccompanied Child,Tap,Yes,Beans,3.05,WASH,None,429117
869,UNHCR-UG-10529,West Nile,Lobule,Arua,South Sudan,2023,6,Female,38,None,4,0,Single Parent,River,No,Vegetables,3.19,NFI,GBV Risk,40977
870,UNHCR-UG-10530,West Nile,Lobule,Arua,Eritrea,2017,3,Male,40,None,10,2,None,Borehole,No,Beans,0.41,Food,Child Protection,27428
871,UNHCR-UG-10531,South West,Kyangwali,Arua,Sudan,2025,4,Male,57,Primary,10,3,Unaccompanied Child,Borehole,Yes,Maize,3.21,NFI,Child Protection,52313
872,UNHCR-UG-10532,South West,Nakivale,Arua,South Sudan,2025,4,Male,76,Secondary,9,0,Unaccompanied Child,Tap,No,Maize,0.85,WASH,Child Protection,355080
873,UNHCR-UG-10533,West Nile,Lobule,Arua,Eritrea,2016,3,Male,38,Primary,10,0,Elderly,Borehole,Yes,None,2.79,WASH,GBV Risk,453227
874,UNHCR-UG-10534,West Nile,Rhino Camp,Arua,South Sudan,2017,2,Female,39,None,9,4,Disability,River,No,None,2.74,NFI,Food Insecurity,290508
875,UNHCR-UG-10535,West Nile,Imvepi,Arua,DRC,2022,9,Male,70,University,10,2,None,River,Yes,None,2.37,Food,None,43359
876,UNHCR-UG-10536,South West,Oruchinga,Arua,Somalia,2021,1,Male,35,None,1,2,Single Parent,Tap,Yes,Maize,2.71,Cash,GBV Risk,194238
877,UNHCR-UG-10537,South West,Rwamwanja,Arua,Burundi,2023,6,Female,19,University,2,1,None,Borehole,No,Maize,1.22,WASH,Food Insecurity,31668
878,UNHCR-UG-10538,West Nile,Rhino Camp,Arua,Somalia,2016,7,Male,40,Secondary,1,2,Elderly,River,No,Beans,3.16,Cash,GBV Risk,267937
879,UNHCR-UG-10539,South West,Kyangwali,Arua,Ethiopia,2016,10,Female,51,University,2,3,Disability,River,Yes,Maize,1.34,NFI,Child Protection,53240
880,UNHCR-UG-10540,West Nile,Bidi Bidi,Yumbe,DRC,2022,8,Male,65,Secondary,6,1,Woman at Risk,Tap,No,Cassava,3.25,Cash,Child Protection,276095
881,UNHCR-UG-10541,Central,Kampala Urban,Arua,Somalia,2018,1,Male,40,Secondary,5,3,Elderly,River,No,Beans,1.32,Food,Food Insecurity,442188
882,UNHCR-UG-10542,Central,Kampala Urban,Arua,Eritrea,2021,6,Male,52,University,9,0,Unaccompanied Child,Borehole,No,Maize,2.34,Food,None,225446
883,UNHCR-UG-10543,South West,Kyangwali,Arua,Burundi,2018,2,Male,28,None,2,4,Single Parent,Borehole,No,Beans,2.93,Food,Food Insecurity,385168
884,UNHCR-UG-10544,West Nile,Imvepi,Arua,Burundi,2024,7,Female,23,None,1,0,Unaccompanied Child,Tap,Yes,None,2.42,WASH,Food Insecurity,109003
885,UNHCR-UG-10545,South West,Nakivale,Arua,Somalia,2020,3,Male,65,Primary,2,0,Unaccompanied Child,Borehole,Yes,Vegetables,1.96,Food,None,392423
886,UNHCR-UG-10546,South West,Rwamwanja,Arua,South Sudan,2018,7,Male,64,Primary,8,0,Single Parent,Borehole,Yes,Cassava,1.73,Food,Child Protection,485743
887,UNHCR-UG-10547,Mid West,Kiryandongo,Arua,South Sudan,2020,2,Female,65,Primary,9,2,Elderly,Tap,Yes,Maize,2.44,Food,None,377365
888,UNHCR-UG-10548,South West,Kyangwali,Arua,Eritrea,2020,9,Male,34,None,4,1,Unaccompanied Child,River,No,Maize,1.57,Cash,Child Protection,100145
889,UNHCR-UG-10549,Central,Kampala Urban,Arua,Eritrea,2025,8,Female,29,Primary,1,0,None,Borehole,Yes,Beans,3.4,NFI,Food Insecurity,56372
890,UNHCR-UG-10550,West Nile,Palorinya,Arua,Somalia,2017,3,Male,28,None,10,3,Disability,Tap,Yes,Vegetables,1.93,Food,GBV Risk,316303
891,UNHCR-UG-10551,West Nile,Imvepi,Arua,Rwanda,2023,2,Male,43,Primary,9,2,Elderly,Tap,Yes,Beans,3.08,WASH,Food Insecurity,104418
892,UNHCR-UG-10552,Central,Kampala Urban,Arua,Ethiopia,2025,10,Female,74,None,9,3,Disability,River,No,Vegetables,0.85,WASH,Food Insecurity,147839
893,UNHCR-UG-10553,South West,Rwamwanja,Arua,Somalia,2019,8,Male,21,University,1,2,Unaccompanied Child,Borehole,No,None,0.91,WASH,Child Protection,309985
894,UNHCR-UG-10554,West Nile,Bidi Bidi,Yumbe,Rwanda,2023,5,Female,55,Secondary,5,2,None,Borehole,Yes,Maize,0.63,WASH,Food Insecurity,248829
895,UNHCR-UG-10555,South West,Nakivale,Arua,Somalia,2025,2,Male,72,Primary,1,4,None,Borehole,Yes,Beans,1.93,WASH,Food Insecurity,469933
896,UNHCR-UG-10556,West Nile,Rhino Camp,Arua,Rwanda,2018,6,Male,30,None,3,1,Disability,Tap,Yes,Cassava,3.44,WASH,GBV Risk,351692
897,UNHCR-UG-10557,Mid West,Kiryandongo,Arua,Rwanda,2023,1,Female,66,Primary,6,4,Woman at Risk,River,Yes,Maize,0.52,NFI,Food Insecurity,382776
898,UNHCR-UG-10558,South West,Rwamwanja,Arua,South Sudan,2021,8,Female,55,None,8,3,Single Parent,Tap,No,Beans,2.71,Food,Food Insecurity,260413
899,UNHCR-UG-10559,Mid West,Kiryandongo,Arua,DRC,2025,1,Female,41,University,1,3,Single Parent,River,No,Cassava,3.45,Cash,Food Insecurity,347007
900,UNHCR-UG-10560,West Nile,Palorinya,Arua,Somalia,2016,4,Male,61,Secondary,5,0,None,Tap,Yes,Cassava,2.17,NFI,None,173328
901,UNHCR-UG-10561,West Nile,Lobule,Arua,Ethiopia,2024,1,Female,71,Primary,2,4,Unaccompanied Child,River,Yes,Vegetables,2.64,NFI,None,192777
902,UNHCR-UG-10562,Central,Kampala Urban,Arua,Somalia,2019,6,Female,45,University,4,4,Disability,River,Yes,None,1.48,Cash,Food Insecurity,30858
903,UNHCR-UG-10563,Mid West,Kiryandongo,Arua,DRC,2024,10,Female,24,Primary,4,4,Elderly,Borehole,No,Vegetables,2.05,WASH,None,388347
904,UNHCR-UG-10564,South West,Kyangwali,Arua,Burundi,2020,6,Male,19,Secondary,3,3,None,River,No,Cassava,1.99,WASH,None,267712
905,UNHCR-UG-10565,Mid West,Kiryandongo,Arua,Eritrea,2018,3,Male,60,University,4,1,Unaccompanied Child,Tap,No,None,2.93,NFI,None,32429
906,UNHCR-UG-10566,Central,Kampala Urban,Arua,Rwanda,2019,4,Female,25,None,5,0,Woman at Risk,Tap,Yes,Maize,3.44,WASH,Child Protection,143194
907,UNHCR-UG-10567,West Nile,Lobule,Arua,Sudan,2017,8,Female,61,None,8,2,Unaccompanied Child,Tap,No,None,0.32,Food,Food Insecurity,33836
908,UNHCR-UG-10568,West Nile,Lobule,Arua,DRC,2017,2,Male,41,University,6,3,Elderly,River,Yes,Cassava,0.32,NFI,Food Insecurity,437364
909,UNHCR-UG-10569,Central,Kampala Urban,Arua,Somalia,2025,7,Female,53,None,9,0,Single Parent,Borehole,Yes,None,2.31,Food,GBV Risk,256243
910,UNHCR-UG-10570,Mid West,Kiryandongo,Arua,South Sudan,2017,1,Male,55,University,1,4,None,River,No,Maize,0.28,NFI,GBV Risk,353327
911,UNHCR-UG-10571,South West,Nakivale,Arua,Burundi,2016,4,Male,31,Primary,2,4,None,River,Yes,Cassava,0.36,WASH,Food Insecurity,283493
912,UNHCR-UG-10572,South West,Kyaka II,Arua,Somalia,2023,3,Male,56,Secondary,4,4,Elderly,Tap,No,None,3.48,WASH,None,35562
913,UNHCR-UG-10573,West Nile,Bidi Bidi,Yumbe,Ethiopia,2022,5,Male,67,Primary,3,0,Single Parent,Tap,No,None,1.53,WASH,Food Insecurity,362475
914,UNHCR-UG-10574,Mid West,Kiryandongo,Arua,Sudan,2016,2,Male,71,Secondary,2,4,Woman at Risk,Tap,Yes,Beans,1.35,Food,Food Insecurity,50787
915,UNHCR-UG-10575,West Nile,Imvepi,Arua,DRC,2019,10,Male,22,Secondary,8,3,Disability,Borehole,No,Maize,3.05,Cash,None,34692
916,UNHCR-UG-10576,South West,Oruchinga,Arua,Ethiopia,2025,7,Male,29,None,3,0,Disability,Borehole,Yes,Beans,1.94,NFI,None,35864
917,UNHCR-UG-10577,South West,Kyaka II,Arua,Ethiopia,2019,6,Female,53,Secondary,1,4,Single Parent,Borehole,Yes,None,3.01,NFI,GBV Risk,269435
918,UNHCR-UG-10578,West Nile,Rhino Camp,Arua,Somalia,2025,2,Female,63,Primary,10,2,Unaccompanied Child,River,Yes,Cassava,0.71,Food,GBV Risk,217639
919,UNHCR-UG-10579,Central,Kampala Urban,Arua,Burundi,2017,2,Female,25,None,7,2,None,River,No,Beans,3.24,Cash,Child Protection,242745
920,UNHCR-UG-10580,Mid West,Kiryandongo,Arua,Ethiopia,2023,8,Male,73,None,10,2,Disability,Borehole,No,Vegetables,1.87,NFI,GBV Risk,394173
921,UNHCR-UG-10581,West Nile,Imvepi,Arua,Eritrea,2023,8,Female,64,Secondary,3,1,Unaccompanied Child,River,Yes,Beans,1.55,Food,Food Insecurity,432217
922,UNHCR-UG-10582,South West,Oruchinga,Arua,Sudan,2024,5,Female,44,University,3,3,Elderly,River,Yes,Maize,2.9,Cash,GBV Risk,150206
923,UNHCR-UG-10583,West Nile,Imvepi,Arua,Sudan,2023,2,Female,34,Primary,3,4,Woman at Risk,Tap,No,None,3.23,Cash,Food Insecurity,101419
924,UNHCR-UG-10584,Central,Kampala Urban,Arua,Burundi,2021,8,Female,30,Primary,10,0,Disability,River,No,None,2.68,Cash,Food Insecurity,51516
925,UNHCR-UG-10585,Mid West,Kiryandongo,Arua,South Sudan,2022,4,Female,29,Primary,4,2,Unaccompanied Child,Tap,Yes,Beans,0.86,Food,Food Insecurity,36121
926,UNHCR-UG-10586,Mid West,Kiryandongo,Arua,DRC,2025,1,Male,26,Secondary,9,3,Woman at Risk,Borehole,Yes,Maize,0.4,WASH,Food Insecurity,179048
927,UNHCR-UG-10587,West Nile,Palorinya,Arua,Ethiopia,2025,6,Female,52,None,9,2,None,Borehole,Yes,Vegetables,3.07,WASH,Food Insecurity,382633
928,UNHCR-UG-10588,Mid West,Kiryandongo,Arua,South Sudan,2021,5,Male,35,Secondary,2,0,None,Tap,No,Maize,1.33,Cash,None,359896
929,UNHCR-UG-10589,West Nile,Palorinya,Arua,Ethiopia,2018,8,Female,73,Primary,7,4,Unaccompanied Child,River,No,Cassava,3.14,Cash,GBV Risk,198569
930,UNHCR-UG-10590,Central,Kampala Urban,Arua,Sudan,2022,7,Female,60,Secondary,4,0,Elderly,Tap,No,Cassava,0.49,WASH,None,442397
931,UNHCR-UG-10591,West Nile,Bidi Bidi,Yumbe,Rwanda,2017,5,Female,66,Primary,6,3,Woman at Risk,Borehole,Yes,Vegetables,1.92,NFI,Food Insecurity,211385
932,UNHCR-UG-10592,South West,Nakivale,Arua,Ethiopia,2021,5,Male,56,None,3,2,Single Parent,Borehole,Yes,Maize,2.2,NFI,Child Protection,193098
933,UNHCR-UG-10593,West Nile,Rhino Camp,Arua,Ethiopia,2018,6,Female,45,University,4,4,Single Parent,Borehole,No,Beans,1.92,Cash,Child Protection,67965
934,UNHCR-UG-10594,Mid West,Kiryandongo,Arua,Eritrea,2022,6,Male,28,University,10,0,Woman at Risk,Borehole,Yes,Vegetables,3.09,NFI,GBV Risk,335
935,UNHCR-UG-10595,Central,Kampala Urban,Arua,Sudan,2019,3,Male,29,University,2,0,Single Parent,Tap,No,None,0.11,Cash,Child Protection,260183
936,UNHCR-UG-10596,Mid West,Kiryandongo,Arua,Somalia,2019,5,Female,62,None,8,2,Single Parent,Tap,Yes,Maize,0.74,WASH,Food Insecurity,407213
937,UNHCR-UG-10597,Mid West,Kiryandongo,Arua,Somalia,2025,10,Female,58,Primary,5,1,None,Borehole,No,Maize,1.84,WASH,Food Insecurity,22063
938,UNHCR-UG-10598,West Nile,Rhino Camp,Arua,Ethiopia,2024,5,Female,69,None,5,0,Single Parent,Borehole,Yes,Vegetables,0.65,Food,Food Insecurity,176203
939,UNHCR-UG-10599,Mid West,Kiryandongo,Arua,Somalia,2018,5,Female,58,Primary,6,1,Woman at Risk,Tap,Yes,Maize,0.71,Food,GBV Risk,491475
940,UNHCR-UG-10600,West Nile,Palorinya,Arua,Eritrea,2018,9,Male,69,None,8,1,Disability,River,No,Cassava,1.16,WASH,Child Protection,426077
941,UNHCR-UG-10601,West Nile,Bidi Bidi,Yumbe,Rwanda,2024,9,Male,64,Secondary,7,3,Disability,Borehole,No,Beans,2.96,WASH,GBV Risk,353741
942,UNHCR-UG-10602,South West,Kyaka II,Arua,Burundi,2019,10,Male,62,University,7,0,Disability,Borehole,Yes,Vegetables,0.28,NFI,GBV Risk,364048
943,UNHCR-UG-10603,Mid West,Kiryandongo,Arua,Burundi,2019,6,Female,50,University,1,4,Unaccompanied Child,Borehole,No,Beans,1.26,WASH,Child Protection,78060
944,UNHCR-UG-10604,South West,Kyangwali,Arua,Rwanda,2018,8,Male,69,None,9,4,None,River,Yes,None,1.78,Food,GBV Risk,99723
945,UNHCR-UG-10605,Mid West,Kiryandongo,Arua,Sudan,2021,2,Female,33,Primary,7,0,Single Parent,River,No,Beans,2.1,Cash,None,256502
946,UNHCR-UG-10606,Central,Kampala Urban,Arua,Ethiopia,2016,4,Female,71,None,4,1,None,Borehole,Yes,Beans,3.29,Food,Child Protection,191950
947,UNHCR-UG-10607,Mid West,Kiryandongo,Arua,Eritrea,2018,6,Female,75,University,5,0,Elderly,River,Yes,Vegetables,2.14,NFI,GBV Risk,395986
948,UNHCR-UG-10608,Mid West,Kiryandongo,Arua,DRC,2024,7,Male,30,University,1,1,Single Parent,River,No,Vegetables,0.95,NFI,Food Insecurity,262325
949,UNHCR-UG-10609,Central,Kampala Urban,Arua,Sudan,2020,6,Male,54,None,3,0,Single Parent,River,Yes,Beans,0.93,WASH,None,267074
950,UNHCR-UG-10610,Central,Kampala Urban,Arua,Burundi,2020,5,Female,44,Primary,6,0,Unaccompanied Child,Tap,No,Cassava,1.75,Food,Child Protection,243230
951,UNHCR-UG-10611,Central,Kampala Urban,Arua,Eritrea,2021,1,Female,28,Secondary,8,0,Disability,Tap,Yes,Vegetables,1.22,NFI,GBV Risk,347173
952,UNHCR-UG-10612,West Nile,Rhino Camp,Arua,South Sudan,2021,9,Female,24,Primary,3,2,Single Parent,Tap,No,Beans,3.0,NFI,None,490823
953,UNHCR-UG-10613,Central,Kampala Urban,Arua,Burundi,2018,8,Female,58,University,7,4,Single Parent,Tap,No,None,2.1,Cash,None,438006
954,UNHCR-UG-10614,South West,Kyangwali,Arua,Rwanda,2021,6,Male,38,University,6,2,None,River,No,Vegetables,3.42,Cash,None,166388
955,UNHCR-UG-10615,Mid West,Kiryandongo,Arua,Ethiopia,2016,2,Female,61,Primary,9,2,Disability,River,No,None,0.83,Food,GBV Risk,99426
956,UNHCR-UG-10616,West Nile,Imvepi,Arua,South Sudan,2023,9,Male,51,University,8,2,None,Borehole,Yes,None,3.5,Cash,GBV Risk,272455
957,UNHCR-UG-10617,West Nile,Bidi Bidi,Yumbe,Sudan,2019,2,Male,25,None,4,3,Unaccompanied Child,River,No,Vegetables,1.78,Food,None,356456
958,UNHCR-UG-10618,South West,Oruchinga,Arua,Ethiopia,2023,1,Male,31,University,9,2,Elderly,River,No,Cassava,3.43,WASH,None,55794
959,UNHCR-UG-10619,Central,Kampala Urban,Arua,Somalia,2016,7,Female,71,Secondary,8,4,Disability,Tap,No,Cassava,1.64,WASH,Child Protection,450021
960,UNHCR-UG-10620,West Nile,Imvepi,Arua,DRC,2022,5,Female,38,Secondary,3,3,Unaccompanied Child,Borehole,No,Maize,2.33,NFI,None,266013
961,UNHCR-UG-10621,Central,Kampala Urban,Arua,Rwanda,2024,8,Male,34,None,2,1,Elderly,Borehole,No,Maize,2.63,Cash,None,219746
962,UNHCR-UG-10622,Mid West,Kiryandongo,Arua,Somalia,2021,6,Male,69,Primary,5,0,Woman at Risk,River,Yes,Beans,2.91,Cash,None,8618
963,UNHCR-UG-10623,West Nile,Lobule,Arua,Eritrea,2017,1,Male,25,Primary,2,3,Elderly,Tap,Yes,None,2.23,WASH,Food Insecurity,242954
964,UNHCR-UG-10624,Central,Kampala Urban,Arua,Somalia,2025,8,Female,73,None,8,3,None,Borehole,Yes,Maize,2.4,NFI,GBV Risk,414427
965,UNHCR-UG-10625,Central,Kampala Urban,Arua,South Sudan,2016,10,Male,33,University,8,2,Single Parent,Borehole,Yes,Beans,2.42,Food,GBV Risk,365897
966,UNHCR-UG-10626,Central,Kampala Urban,Arua,Burundi,2020,7,Female,65,Primary,4,3,Elderly,River,No,Beans,0.88,WASH,Child Protection,311975
967,UNHCR-UG-10627,Mid West,Kiryandongo,Arua,DRC,2020,8,Male,57,Primary,2,3,None,Borehole,Yes,Cassava,1.83,Food,GBV Risk,203897
968,UNHCR-UG-10628,West Nile,Lobule,Arua,Burundi,2025,1,Female,19,Primary,5,3,Elderly,River,No,Cassava,2.51,WASH,GBV Risk,229136
969,UNHCR-UG-10629,Mid West,Kiryandongo,Arua,South Sudan,2018,7,Female,26,University,8,2,Single Parent,Borehole,Yes,Beans,0.68,NFI,Food Insecurity,266639
970,UNHCR-UG-10630,South West,Kyangwali,Arua,Ethiopia,2016,7,Male,77,University,9,3,Single Parent,Borehole,No,Cassava,1.62,Cash,GBV Risk,31947
971,UNHCR-UG-10631,Central,Kampala Urban,Arua,Ethiopia,2024,7,Male,58,None,1,1,Woman at Risk,River,No,Vegetables,2.15,WASH,None,215962
972,UNHCR-UG-10632,Mid West,Kiryandongo,Arua,Somalia,2021,6,Male,51,Primary,6,2,Disability,Tap,No,Cassava,2.58,NFI,GBV Risk,430583
973,UNHCR-UG-10633,Central,Kampala Urban,Arua,Burundi,2016,2,Female,71,University,7,4,Elderly,Borehole,No,None,3.48,Cash,GBV Risk,105162
974,UNHCR-UG-10634,Central,Kampala Urban,Arua,Rwanda,2017,1,Male,54,Secondary,3,1,Single Parent,Borehole,Yes,Maize,0.81,WASH,Food Insecurity,397768
975,UNHCR-UG-10635,Central,Kampala Urban,Arua,DRC,2018,8,Male,44,Secondary,5,1,Single Parent,Borehole,Yes,None,3.02,Food,Food Insecurity,360430
976,UNHCR-UG-10636,Central,Kampala Urban,Arua,Burundi,2018,3,Female,43,Primary,9,3,None,Borehole,Yes,Vegetables,1.0,NFI,Child Protection,333794
977,UNHCR-UG-10637,Mid West,Kiryandongo,Arua,Rwanda,2025,2,Male,21,Primary,4,2,Unaccompanied Child,River,Yes,Beans,2.74,WASH,None,145086
978,UNHCR-UG-10638,Central,Kampala Urban,Arua,South Sudan,2024,3,Female,72,Secondary,2,4,None,Borehole,No,Maize,0.67,NFI,Child Protection,254398
979,UNHCR-UG-10639,Mid West,Kiryandongo,Arua,Eritrea,2025,5,Male,59,None,4,0,None,Borehole,No,Cassava,2.23,Cash,Child Protection,354477
980,UNHCR-UG-10640,Central,Kampala Urban,Arua,South Sudan,2017,4,Male,35,University,7,2,Elderly,Borehole,No,Beans,2.46,NFI,None,483116
981,UNHCR-UG-10641,Mid West,Kiryandongo,Arua,Eritrea,2016,10,Male,64,University,8,0,None,Borehole,No,None,2.16,WASH,None,404547
982,UNHCR-UG-10642,West Nile,Palorinya,Arua,Sudan,2024,2,Male,71,None,7,0,Unaccompanied Child,River,No,None,2.65,Cash,None,230201
983,UNHCR-UG-10643,Central,Kampala Urban,Arua,Somalia,2019,10,Female,54,Secondary,4,2,None,Tap,No,Beans,3.01,WASH,None,293276
984,UNHCR-UG-10644,West Nile,Rhino Camp,Arua,Eritrea,2020,2,Male,72,University,7,0,Woman at Risk,Borehole,No,Vegetables,2.78,Cash,Child Protection,130314
985,UNHCR-UG-10645,South West,Kyangwali,Arua,Burundi,2020,8,Female,50,Secondary,2,2,Elderly,Tap,Yes,None,0.86,WASH,Food Insecurity,233366
