ID,Case_ID,Region,District,Settlement,Education,Gender,Age,Age_Group,Marital_Status,GBV_Type,Perpetrator,Location_Incident,Yield,Water_Source,Irrigation,Crop,Reported,Reported_Within_72H,Service_Sought,Service_Provided,Referral_Made,Risk_Level,Repeat_Case,Month,Year,Income_UGX
734,GBV-UG-10394,Central,Mbarara,Host Community,Primary,Female,38,18-35,Married,Early Marriage,Stranger,Water Point,1,Tap,No,N/A,No,No,Psychosocial,Yes,Police,Medium,Yes,Jan,2024,201921
735,GBV-UG-10395,South West,Mbale,Bidi Bidi,None,Female,26,18-35,Single,Physical Assault,Stranger,Field,1,Tap,No,N/A,Yes,Yes,Legal,Yes,Police,Medium,No,Feb,2024,510986
736,GBV-UG-10396,Western,Mbale,Bidi Bidi,None,Female,33,18-35,Married,Sexual Assault,Family Member,Field,1,Tap,No,N/A,Yes,No,Psychosocial,No,Police,Low,No,Feb,2024,573529
737,GBV-UG-10397,Central,Mbarara,Nakivale,Primary,Female,52,18-35,Single,Domestic Violence,Stranger,Field,1,Tap,No,N/A,Yes,Yes,Psychosocial,Yes,Health,Low,No,Feb,2024,237498
738,GBV-UG-10398,South West,Gulu,Bidi Bidi,None,Female,9,0-17,Married,Defilement,Intimate Partner,Water Point,1,Tap,No,N/A,Yes,No,Health,No,Health,Low,Yes,Feb,2024,165914
739,GBV-UG-10399,Western,Mbarara,Host Community,Primary,Female,53,18-35,Single,Early Marriage,Intimate Partner,School,1,Tap,No,N/A,No,No,Health,Yes,Police,Medium,No,Feb,2024,259218
740,GBV-UG-10400,South West,Gulu,Bidi Bidi,Primary,Female,51,18-35,Married,Physical Assault,Stranger,Home,1,Borehole,No,N/A,No,Yes,Legal,No,Police,High,No,Jan,2024,490764
741,GBV-UG-10401,Central,Gulu,Bidi Bidi,Primary,Female,49,18-35,Married,Early Marriage,Stranger,Water Point,1,Tap,No,N/A,Yes,No,Legal,No,Health,Low,Yes,Mar,2024,57344
742,GBV-UG-10402,Western,Mbarara,Host Community,Secondary,Male,20,18-35,Married,Domestic Violence,Stranger,School,1,Borehole,No,N/A,Yes,Yes,Psychosocial,No,Police,Low,Yes,Jan,2024,508653
743,GBV-UG-10403,West Nile,Gulu,Host Community,Secondary,Female,40,18-35,Single,Domestic Violence,Intimate Partner,Field,1,Borehole,No,N/A,No,No,Legal,No,Police,High,No,Mar,2024,104999
744,GBV-UG-10404,Central,Kampala,Bidi Bidi,None,Female,58,18-35,Single,Early Marriage,Intimate Partner,Water Point,1,Tap,No,N/A,Yes,No,Health,No,Police,High,Yes,Mar,2024,133047
745,GBV-UG-10405,Western,Mbale,Bidi Bidi,None,Male,23,18-35,Married,Sexual Assault,Family Member,Home,1,Borehole,No,N/A,No,No,Psychosocial,Yes,Health,Low,Yes,Mar,2024,195726
746,GBV-UG-10406,Eastern,Mbarara,Host Community,None,Female,9,0-17,Married,Defilement,Intimate Partner,School,1,Tap,No,N/A,Yes,Yes,Health,Yes,Health,Low,Yes,Jan,2024,779678
747,GBV-UG-10407,West Nile,Gulu,Nakivale,Primary,Female,31,18-35,Single,Sexual Assault,Stranger,Water Point,1,Tap,No,N/A,No,No,Psychosocial,Yes,Police,Medium,Yes,Feb,2024,197451
748,GBV-UG-10408,Central,Mbale,Bidi Bidi,None,Female,28,18-35,Married,Domestic Violence,Intimate Partner,Field,1,Borehole,No,N/A,Yes,Yes,Legal,No,Health,Low,Yes,Mar,2024,216355
749,GBV-UG-10409,West Nile,Gulu,Nakivale,Secondary,Female,41,18-35,Married,Physical Assault,Family Member,School,1,Tap,No,N/A,Yes,No,Psychosocial,No,Police,High,No,Mar,2024,752473
750,GBV-UG-10410,West Nile,Mbarara,Bidi Bidi,Secondary,Male,49,18-35,Married,Domestic Violence,Intimate Partner,School,1,Borehole,No,N/A,No,No,Psychosocial,No,Police,Medium,Yes,Jan,2024,621449
751,GBV-UG-10411,Central,Mbarara,Nakivale,Primary,Male,23,18-35,Married,Domestic Violence,Stranger,School,1,Borehole,No,N/A,No,No,Psychosocial,Yes,Health,Medium,Yes,Mar,2024,129327
752,GBV-UG-10412,Central,Kampala,Host Community,None,Female,47,18-35,Single,Early Marriage,Intimate Partner,Field,1,Tap,No,N/A,No,No,Psychosocial,No,Police,High,No,Mar,2024,588813
753,GBV-UG-10413,West Nile,Mbale,Nakivale,Primary,Female,50,18-35,Single,Sexual Assault,Family Member,School,1,Borehole,No,N/A,No,No,Health,No,Police,High,No,Feb,2024,44990
754,GBV-UG-10414,Northern,Mbarara,Bidi Bidi,Primary,Female,15,0-17,Married,Defilement,Intimate Partner,School,1,Borehole,No,N/A,Yes,No,Health,Yes,Police,High,No,Mar,2024,80170
755,GBV-UG-10415,West Nile,Kampala,Bidi Bidi,Secondary,Female,29,18-35,Single,Sexual Assault,Stranger,School,1,Borehole,No,N/A,No,No,Psychosocial,Yes,Police,High,No,Feb,2024,530492
756,GBV-UG-10416,West Nile,Gulu,Nakivale,Secondary,Female,8,0-17,Married,Defilement,Stranger,School,1,Borehole,No,N/A,No,Yes,Legal,Yes,Health,Low,No,Feb,2024,606584
757,GBV-UG-10417,West Nile,Mbarara,Bidi Bidi,None,Female,44,18-35,Single,Sexual Assault,Family Member,Field,1,Tap,No,N/A,Yes,No,Psychosocial,No,Police,Low,No,Mar,2024,662766
758,GBV-UG-10418,Eastern,Gulu,Bidi Bidi,None,Female,17,0-17,Married,Defilement,Stranger,Water Point,1,Tap,No,N/A,Yes,Yes,Health,No,Health,Medium,No,Feb,2024,198202
759,GBV-UG-10419,Central,Mbale,Host Community,None,Female,20,18-35,Single,Sexual Assault,Stranger,Home,1,Tap,No,N/A,No,Yes,Health,Yes,Health,Medium,Yes,Jan,2024,730691
760,GBV-UG-10420,Central,Mbarara,Nakivale,Primary,Female,18,18-35,Married,Physical Assault,Family Member,Home,1,Borehole,No,N/A,Yes,No,Health,Yes,Police,High,Yes,Jan,2024,444721
761,GBV-UG-10421,Eastern,Kampala,Nakivale,Secondary,Female,57,18-35,Single,Domestic Violence,Family Member,Home,1,Tap,No,N/A,Yes,No,Legal,No,Health,High,No,Mar,2024,589622
762,GBV-UG-10422,South West,Kampala,Nakivale,Secondary,Female,24,18-35,Married,Early Marriage,Intimate Partner,Home,1,Borehole,No,N/A,No,No,Health,No,Health,Medium,No,Mar,2024,726036
763,GBV-UG-10423,South West,Mbarara,Nakivale,Secondary,Female,38,18-35,Married,Domestic Violence,Intimate Partner,School,1,Tap,No,N/A,No,No,Health,No,Health,Medium,Yes,Jan,2024,354349
764,GBV-UG-10424,Eastern,Mbale,Nakivale,None,Male,22,18-35,Married,Domestic Violence,Family Member,Field,1,Borehole,No,N/A,No,No,Legal,No,Health,Low,Yes,Mar,2024,67338
765,GBV-UG-10425,Eastern,Mbale,Nakivale,None,Female,54,18-35,Married,Early Marriage,Intimate Partner,School,1,Borehole,No,N/A,Yes,Yes,Psychosocial,Yes,Police,High,Yes,Jan,2024,318000
766,GBV-UG-10426,Central,Kampala,Host Community,Primary,Female,48,18-35,Married,Early Marriage,Stranger,School,1,Tap,No,N/A,Yes,No,Psychosocial,Yes,Police,Medium,Yes,Mar,2024,70810
767,GBV-UG-10427,Western,Gulu,Bidi Bidi,None,Female,60,18-35,Single,Domestic Violence,Stranger,Water Point,1,Borehole,No,N/A,No,No,Legal,No,Police,Low,Yes,Jan,2024,671560
768,GBV-UG-10428,Central,Mbale,Bidi Bidi,Secondary,Male,43,18-35,Married,Early Marriage,Family Member,Home,1,Borehole,No,N/A,Yes,No,Health,No,Police,High,Yes,Jan,2024,689165
769,GBV-UG-10429,Western,Mbarara,Host Community,Primary,Female,51,18-35,Single,Domestic Violence,Family Member,Home,1,Tap,No,N/A,No,No,Legal,No,Health,Medium,No,Feb,2024,627998
770,GBV-UG-10430,South West,Kampala,Host Community,None,Female,14,0-17,Married,Defilement,Intimate Partner,Field,1,Tap,No,N/A,No,No,Psychosocial,Yes,Health,Medium,No,Mar,2024,621371
771,GBV-UG-10431,Central,Kampala,Nakivale,Secondary,Female,48,18-35,Married,Domestic Violence,Stranger,Home,1,Tap,No,N/A,No,No,Health,Yes,Police,Low,Yes,Jan,2024,164563
772,GBV-UG-10432,Central,Mbarara,Host Community,Secondary,Female,29,18-35,Single,Domestic Violence,Intimate Partner,School,1,Borehole,No,N/A,No,No,Psychosocial,No,Health,Low,No,Mar,2024,440600
773,GBV-UG-10433,South West,Kampala,Nakivale,Primary,Male,27,18-35,Married,Physical Assault,Intimate Partner,Water Point,1,Borehole,No,N/A,No,Yes,Health,No,Health,Medium,Yes,Mar,2024,579380
774,GBV-UG-10434,Central,Gulu,Nakivale,Primary,Male,60,18-35,Single,Sexual Assault,Stranger,School,1,Borehole,No,N/A,No,Yes,Psychosocial,Yes,Police,High,Yes,Feb,2024,312591
775,GBV-UG-10435,Northern,Kampala,Nakivale,Primary,Female,29,18-35,Single,Early Marriage,Family Member,Field,1,Tap,No,N/A,No,No,Psychosocial,No,Health,Medium,No,Jan,2024,203648
776,GBV-UG-10436,South West,Mbale,Host Community,Secondary,Female,27,18-35,Married,Physical Assault,Stranger,Field,1,Borehole,No,N/A,No,Yes,Health,No,Police,Medium,Yes,Feb,2024,357419
777,GBV-UG-10437,West Nile,Mbale,Bidi Bidi,Secondary,Female,50,18-35,Single,Domestic Violence,Intimate Partner,School,1,Borehole,No,N/A,No,Yes,Health,Yes,Health,Medium,Yes,Feb,2024,749406
778,GBV-UG-10438,West Nile,Kampala,Nakivale,None,Female,16,0-17,Married,Defilement,Family Member,School,1,Borehole,No,N/A,No,Yes,Psychosocial,Yes,Health,Low,No,Mar,2024,130245
779,GBV-UG-10439,Western,Mbale,Host Community,Secondary,Female,49,18-35,Single,Domestic Violence,Intimate Partner,Home,1,Tap,No,N/A,No,No,Psychosocial,No,Police,Medium,No,Feb,2024,661772
780,GBV-UG-10440,Eastern,Gulu,Bidi Bidi,Secondary,Female,28,18-35,Married,Early Marriage,Intimate Partner,Home,1,Tap,No,N/A,No,No,Psychosocial,Yes,Police,Medium,No,Mar,2024,267650
781,GBV-UG-10441,Western,Mbale,Host Community,None,Female,13,0-17,Single,Defilement,Intimate Partner,School,1,Tap,No,N/A,Yes,Yes,Health,Yes,Police,High,No,Mar,2024,572394
782,GBV-UG-10442,Eastern,Gulu,Bidi Bidi,Secondary,Female,57,18-35,Single,Sexual Assault,Intimate Partner,School,1,Tap,No,N/A,Yes,No,Psychosocial,No,Health,Low,Yes,Jan,2024,232524
783,GBV-UG-10443,West Nile,Mbarara,Bidi Bidi,Secondary,Female,17,0-17,Married,Defilement,Stranger,Water Point,1,Borehole,No,N/A,No,No,Legal,No,Health,High,No,Feb,2024,709166
784,GBV-UG-10444,West Nile,Kampala,Host Community,Secondary,Female,13,0-17,Single,Defilement,Family Member,School,1,Borehole,No,N/A,Yes,Yes,Psychosocial,Yes,Health,Medium,Yes,Mar,2024,299338
785,GBV-UG-10445,Western,Gulu,Nakivale,Primary,Female,46,18-35,Single,Sexual Assault,Family Member,Water Point,1,Tap,No,N/A,No,No,Legal,Yes,Health,Low,Yes,Jan,2024,260401
786,GBV-UG-10446,Western,Kampala,Host Community,None,Female,42,18-35,Married,Sexual Assault,Intimate Partner,Home,1,Tap,No,N/A,No,Yes,Legal,Yes,Health,High,Yes,Jan,2024,240635
787,GBV-UG-10447,South West,Mbale,Nakivale,Secondary,Female,30,18-35,Married,Early Marriage,Intimate Partner,Field,1,Borehole,No,N/A,No,No,Psychosocial,Yes,Health,High,No,Jan,2024,428946
788,GBV-UG-10448,Central,Gulu,Nakivale,Secondary,Female,23,18-35,Single,Physical Assault,Stranger,Field,1,Tap,No,N/A,No,No,Legal,Yes,Health,Medium,No,Jan,2024,141983
789,GBV-UG-10449,Western,Mbarara,Bidi Bidi,Primary,Female,58,18-35,Single,Early Marriage,Family Member,School,1,Tap,No,N/A,No,No,Psychosocial,Yes,Health,Low,No,Jan,2024,158789
790,GBV-UG-10450,Central,Mbarara,Bidi Bidi,Primary,Female,18,18-35,Single,Physical Assault,Intimate Partner,Field,1,Borehole,No,N/A,No,Yes,Psychosocial,No,Health,Medium,Yes,Mar,2024,213593
791,GBV-UG-10451,Central,Gulu,Host Community,None,Female,31,18-35,Married,Domestic Violence,Family Member,Field,1,Borehole,No,N/A,Yes,No,Legal,Yes,Health,Low,No,Jan,2024,585688
792,GBV-UG-10452,South West,Mbarara,Host Community,None,Female,20,18-35,Single,Sexual Assault,Stranger,Water Point,1,Borehole,No,N/A,Yes,No,Legal,No,Police,Medium,Yes,Jan,2024,75534
793,GBV-UG-10453,Western,Mbale,Host Community,Secondary,Female,17,0-17,Married,Defilement,Intimate Partner,Water Point,1,Borehole,No,N/A,No,Yes,Legal,No,Health,High,No,Jan,2024,574170
794,GBV-UG-10454,Central,Mbarara,Bidi Bidi,Primary,Female,42,18-35,Single,Physical Assault,Stranger,School,1,Borehole,No,N/A,Yes,Yes,Legal,Yes,Health,Low,Yes,Jan,2024,468860
795,GBV-UG-10455,Central,Mbarara,Host Community,Secondary,Female,38,18-35,Single,Early Marriage,Stranger,Home,1,Tap,No,N/A,Yes,Yes,Legal,Yes,Health,High,Yes,Feb,2024,678149
796,GBV-UG-10456,Eastern,Kampala,Host Community,Secondary,Female,55,18-35,Married,Sexual Assault,Intimate Partner,Home,1,Borehole,No,N/A,Yes,No,Health,Yes,Health,Medium,No,Mar,2024,346463
797,GBV-UG-10457,Central,Mbarara,Host Community,None,Female,41,18-35,Single,Physical Assault,Family Member,School,1,Tap,No,N/A,Yes,No,Psychosocial,Yes,Health,High,Yes,Mar,2024,505532
798,GBV-UG-10458,South West,Kampala,Host Community,Secondary,Female,9,0-17,Married,Defilement,Intimate Partner,School,1,Borehole,No,N/A,No,No,Legal,No,Police,Low,No,Jan,2024,693011
799,GBV-UG-10459,Northern,Kampala,Host Community,Primary,Female,30,18-35,Married,Domestic Violence,Family Member,Home,1,Borehole,No,N/A,No,Yes,Health,Yes,Police,Low,Yes,Mar,2024,753389
800,GBV-UG-10460,Central,Kampala,Host Community,Primary,Female,20,18-35,Single,Early Marriage,Family Member,Field,1,Borehole,No,N/A,No,Yes,Legal,Yes,Health,Medium,No,Feb,2024,356622
801,GBV-UG-10461,Central,Mbale,Nakivale,Primary,Female,17,0-17,Married,Defilement,Stranger,Field,1,Tap,No,N/A,Yes,Yes,Legal,No,Health,High,Yes,Mar,2024,435811
802,GBV-UG-10462,Eastern,Mbarara,Host Community,None,Female,57,18-35,Single,Physical Assault,Intimate Partner,Water Point,1,Tap,No,N/A,Yes,No,Legal,Yes,Health,High,Yes,Mar,2024,369689
803,GBV-UG-10463,South West,Mbale,Nakivale,Primary,Female,55,18-35,Single,Physical Assault,Stranger,School,1,Tap,No,N/A,No,Yes,Psychosocial,No,Health,Medium,No,Mar,2024,644419
804,GBV-UG-10464,Central,Mbarara,Host Community,Primary,Female,19,18-35,Married,Domestic Violence,Intimate Partner,School,1,Tap,No,N/A,No,Yes,Health,Yes,Police,Medium,No,Mar,2024,474217
805,GBV-UG-10465,Western,Mbale,Bidi Bidi,Secondary,Male,39,18-35,Single,Domestic Violence,Family Member,Home,1,Tap,No,N/A,No,Yes,Health,No,Health,High,No,Mar,2024,282862
806,GBV-UG-10466,Northern,Kampala,Host Community,None,Female,25,18-35,Married,Domestic Violence,Intimate Partner,Field,1,Tap,No,N/A,No,Yes,Health,Yes,Health,Low,Yes,Jan,2024,690207
807,GBV-UG-10467,Central,Mbarara,Nakivale,Primary,Female,54,18-35,Married,Physical Assault,Stranger,Field,1,Tap,No,N/A,Yes,No,Legal,No,Health,Medium,No,Mar,2024,228084
808,GBV-UG-10468,South West,Kampala,Nakivale,Secondary,Female,31,18-35,Married,Sexual Assault,Family Member,School,1,Borehole,No,N/A,No,No,Health,Yes,Health,Low,No,Jan,2024,791828
809,GBV-UG-10469,Central,Mbale,Nakivale,Primary,Female,53,18-35,Married,Physical Assault,Stranger,Home,1,Borehole,No,N/A,Yes,Yes,Health,Yes,Police,High,Yes,Mar,2024,208370
810,GBV-UG-10470,South West,Mbarara,Nakivale,None,Male,13,0-17,Married,Defilement,Family Member,Field,1,Borehole,No,N/A,Yes,No,Health,Yes,Police,Low,No,Jan,2024,749048
811,GBV-UG-10471,Central,Gulu,Nakivale,Secondary,Female,60,18-35,Married,Early Marriage,Family Member,School,1,Borehole,No,N/A,No,No,Health,No,Health,Medium,No,Jan,2024,607871
812,GBV-UG-10472,Eastern,Gulu,Host Community,Secondary,Female,51,18-35,Married,Domestic Violence,Intimate Partner,Water Point,1,Tap,No,N/A,No,Yes,Psychosocial,No,Police,High,Yes,Mar,2024,26438
813,GBV-UG-10473,Eastern,Mbarara,Host Community,None,Female,40,18-35,Married,Domestic Violence,Stranger,Field,1,Tap,No,N/A,Yes,No,Psychosocial,No,Health,Medium,Yes,Mar,2024,580387
814,GBV-UG-10474,South West,Mbarara,Bidi Bidi,None,Female,35,18-35,Single,Early Marriage,Stranger,Home,1,Tap,No,N/A,No,No,Psychosocial,Yes,Police,High,Yes,Feb,2024,349348
815,GBV-UG-10475,Northern,Gulu,Bidi Bidi,None,Female,15,0-17,Married,Defilement,Intimate Partner,Home,1,Tap,No,N/A,No,Yes,Health,Yes,Health,Low,No,Feb,2024,471253
816,GBV-UG-10476,South West,Kampala,Bidi Bidi,Primary,Female,24,18-35,Single,Early Marriage,Stranger,School,1,Borehole,No,N/A,No,No,Legal,No,Health,Low,Yes,Jan,2024,776487
817,GBV-UG-10477,Northern,Kampala,Nakivale,None,Male,34,18-35,Married,Sexual Assault,Family Member,Water Point,1,Tap,No,N/A,Yes,Yes,Legal,Yes,Health,High,Yes,Feb,2024,192584
818,GBV-UG-10478,Eastern,Mbarara,Host Community,Primary,Female,40,18-35,Single,Domestic Violence,Family Member,Home,1,Tap,No,N/A,Yes,No,Legal,No,Police,High,No,Mar,2024,164519
819,GBV-UG-10479,Western,Mbarara,Host Community,Primary,Female,54,18-35,Single,Physical Assault,Stranger,Water Point,1,Tap,No,N/A,Yes,No,Psychosocial,No,Police,Medium,Yes,Feb,2024,383800
820,GBV-UG-10480,Central,Kampala,Nakivale,Primary,Female,43,18-35,Single,Physical Assault,Intimate Partner,Water Point,1,Tap,No,N/A,No,Yes,Health,Yes,Police,Low,Yes,Mar,2024,69982
821,GBV-UG-10481,West Nile,Kampala,Nakivale,Primary,Female,47,18-35,Single,Sexual Assault,Stranger,Water Point,1,Tap,No,N/A,No,Yes,Legal,Yes,Health,Medium,No,Mar,2024,109748
822,GBV-UG-10482,Central,Gulu,Nakivale,Primary,Female,50,18-35,Married,Early Marriage,Intimate Partner,Field,1,Tap,No,N/A,Yes,No,Legal,Yes,Health,Medium,No,Mar,2024,18548
823,GBV-UG-10483,West Nile,Mbale,Bidi Bidi,None,Female,28,18-35,Married,Physical Assault,Family Member,Home,1,Borehole,No,N/A,No,Yes,Health,Yes,Police,High,Yes,Mar,2024,748041
824,GBV-UG-10484,Western,Kampala,Nakivale,Primary,Female,29,18-35,Single,Physical Assault,Family Member,Water Point,1,Borehole,No,N/A,No,Yes,Psychosocial,No,Police,High,No,Mar,2024,575169
825,GBV-UG-10485,Central,Gulu,Nakivale,Secondary,Female,47,18-35,Single,Early Marriage,Intimate Partner,Water Point,1,Tap,No,N/A,Yes,Yes,Legal,Yes,Health,Low,Yes,Jan,2024,623452
826,GBV-UG-10486,Eastern,Mbale,Bidi Bidi,Primary,Female,28,18-35,Married,Domestic Violence,Family Member,Water Point,1,Tap,No,N/A,No,No,Health,No,Health,Low,No,Jan,2024,737070
827,GBV-UG-10487,South West,Kampala,Host Community,Primary,Female,31,18-35,Single,Physical Assault,Stranger,Field,1,Tap,No,N/A,Yes,Yes,Health,Yes,Police,High,No,Feb,2024,696198
828,GBV-UG-10488,South West,Mbale,Nakivale,Secondary,Female,11,0-17,Married,Defilement,Intimate Partner,Home,1,Borehole,No,N/A,No,No,Legal,Yes,Police,Low,Yes,Mar,2024,795887
829,GBV-UG-10489,Central,Mbale,Bidi Bidi,None,Female,40,18-35,Married,Early Marriage,Stranger,Field,1,Tap,No,N/A,No,No,Psychosocial,Yes,Police,High,No,Feb,2024,357928
830,GBV-UG-10490,Eastern,Kampala,Bidi Bidi,Secondary,Female,18,18-35,Single,Sexual Assault,Intimate Partner,Field,1,Borehole,No,N/A,No,No,Legal,No,Police,Low,No,Feb,2024,495938
831,GBV-UG-10491,West Nile,Kampala,Host Community,Secondary,Female,49,18-35,Single,Physical Assault,Family Member,Home,1,Tap,No,N/A,No,Yes,Health,Yes,Police,Medium,Yes,Jan,2024,199190
832,GBV-UG-10492,Northern,Kampala,Nakivale,None,Female,9,0-17,Single,Defilement,Family Member,Water Point,1,Borehole,No,N/A,No,Yes,Psychosocial,No,Health,Medium,Yes,Jan,2024,615812
833,GBV-UG-10493,South West,Mbale,Bidi Bidi,None,Female,40,18-35,Single,Domestic Violence,Family Member,Water Point,1,Borehole,No,N/A,Yes,Yes,Psychosocial,No,Health,High,Yes,Jan,2024,681805
834,GBV-UG-10494,South West,Kampala,Nakivale,None,Female,33,18-35,Married,Sexual Assault,Stranger,Water Point,1,Tap,No,N/A,Yes,Yes,Health,No,Health,Medium,No,Jan,2024,403375
835,GBV-UG-10495,Eastern,Mbale,Nakivale,None,Female,47,18-35,Married,Domestic Violence,Stranger,Home,1,Borehole,No,N/A,No,No,Legal,No,Police,Low,Yes,Mar,2024,665852
836,GBV-UG-10496,Eastern,Kampala,Nakivale,None,Female,25,18-35,Single,Sexual Assault,Intimate Partner,School,1,Borehole,No,N/A,Yes,Yes,Psychosocial,No,Police,Medium,Yes,Jan,2024,274611
837,GBV-UG-10497,Northern,Mbarara,Nakivale,Secondary,Female,41,18-35,Married,Early Marriage,Intimate Partner,Home,1,Borehole,No,N/A,Yes,No,Health,No,Health,High,Yes,Jan,2024,115875
838,GBV-UG-10498,Central,Mbarara,Bidi Bidi,Secondary,Female,31,18-35,Single,Early Marriage,Family Member,Field,1,Borehole,No,N/A,No,Yes,Health,Yes,Health,Medium,No,Mar,2024,617012
839,GBV-UG-10499,Western,Mbale,Nakivale,Primary,Female,21,18-35,Single,Physical Assault,Intimate Partner,Home,1,Tap,No,N/A,No,Yes,Legal,No,Police,Low,Yes,Feb,2024,335684
840,GBV-UG-10500,Central,Kampala,Bidi Bidi,Primary,Female,23,18-35,Single,Physical Assault,Stranger,School,1,Tap,No,N/A,Yes,Yes,Legal,Yes,Health,High,Yes,Jan,2024,503434
841,GBV-UG-10501,Eastern,Mbarara,Host Community,Secondary,Female,25,18-35,Married,Domestic Violence,Stranger,School,1,Tap,No,N/A,Yes,No,Health,No,Health,High,Yes,Mar,2024,300928
842,GBV-UG-10502,Central,Mbarara,Host Community,Secondary,Female,21,18-35,Single,Physical Assault,Stranger,School,1,Tap,No,N/A,No,No,Legal,Yes,Health,Medium,Yes,Jan,2024,176171
843,GBV-UG-10503,Western,Gulu,Host Community,Secondary,Female,23,18-35,Married,Physical Assault,Family Member,Water Point,1,Borehole,No,N/A,No,No,Health,No,Health,High,No,Mar,2024,296852
844,GBV-UG-10504,Central,Gulu,Host Community,Primary,Male,47,18-35,Single,Sexual Assault,Family Member,Home,1,Borehole,No,N/A,No,No,Legal,Yes,Police,Low,No,Feb,2024,759658
845,GBV-UG-10505,Central,Mbarara,Nakivale,Primary,Male,9,0-17,Married,Defilement,Stranger,Home,1,Borehole,No,N/A,Yes,Yes,Health,Yes,Health,High,Yes,Mar,2024,304326
846,GBV-UG-10506,Northern,Mbale,Nakivale,Primary,Male,31,18-35,Single,Sexual Assault,Intimate Partner,School,1,Borehole,No,N/A,Yes,Yes,Psychosocial,No,Health,Medium,No,Feb,2024,16204
847,GBV-UG-10507,Central,Gulu,Nakivale,Primary,Female,37,18-35,Married,Physical Assault,Stranger,School,1,Borehole,No,N/A,No,No,Legal,Yes,Health,High,Yes,Jan,2024,226384
848,GBV-UG-10508,Northern,Mbarara,Host Community,Secondary,Female,61,18-35,Single,Domestic Violence,Intimate Partner,School,1,Tap,No,N/A,Yes,No,Psychosocial,Yes,Health,High,Yes,Jan,2024,545881
849,GBV-UG-10509,Western,Mbarara,Host Community,Secondary,Female,42,18-35,Single,Sexual Assault,Stranger,Home,1,Borehole,No,N/A,No,No,Health,Yes,Police,High,No,Jan,2024,701925
850,GBV-UG-10510,Western,Mbale,Bidi Bidi,Primary,Female,21,18-35,Married,Sexual Assault,Family Member,School,1,Borehole,No,N/A,No,No,Legal,No,Health,High,No,Jan,2024,647203
851,GBV-UG-10511,Western,Mbarara,Bidi Bidi,Primary,Female,57,18-35,Single,Domestic Violence,Intimate Partner,Water Point,1,Borehole,No,N/A,No,Yes,Health,Yes,Health,High,No,Feb,2024,597983
852,GBV-UG-10512,Eastern,Mbale,Nakivale,None,Female,13,0-17,Single,Defilement,Family Member,Home,1,Tap,No,N/A,No,No,Psychosocial,Yes,Health,High,Yes,Feb,2024,441312
853,GBV-UG-10513,Northern,Gulu,Host Community,Secondary,Female,55,18-35,Married,Early Marriage,Family Member,Field,1,Tap,No,N/A,Yes,Yes,Health,Yes,Police,Medium,Yes,Jan,2024,67489
854,GBV-UG-10514,Northern,Gulu,Host Community,None,Female,46,18-35,Married,Physical Assault,Stranger,Water Point,1,Borehole,No,N/A,No,Yes,Health,No,Police,High,Yes,Feb,2024,119018
855,GBV-UG-10515,South West,Gulu,Nakivale,Primary,Female,16,0-17,Married,Defilement,Intimate Partner,School,1,Tap,No,N/A,Yes,No,Psychosocial,Yes,Health,Low,Yes,Mar,2024,393017
856,GBV-UG-10516,West Nile,Gulu,Host Community,Primary,Female,10,0-17,Single,Defilement,Family Member,Water Point,1,Borehole,No,N/A,No,No,Psychosocial,No,Police,Low,No,Feb,2024,301132
857,GBV-UG-10517,Northern,Gulu,Bidi Bidi,Primary,Female,12,0-17,Married,Defilement,Family Member,Home,1,Tap,No,N/A,Yes,Yes,Health,No,Health,Low,Yes,Mar,2024,241090
858,GBV-UG-10518,South West,Mbarara,Bidi Bidi,Primary,Female,18,18-35,Single,Sexual Assault,Family Member,School,1,Tap,No,N/A,No,No,Health,No,Police,Medium,Yes,Feb,2024,497138
859,GBV-UG-10519,Western,Mbarara,Bidi Bidi,Secondary,Female,23,18-35,Married,Domestic Violence,Stranger,Water Point,1,Tap,No,N/A,No,No,Psychosocial,No,Health,High,No,Feb,2024,516581
860,GBV-UG-10520,Eastern,Gulu,Host Community,None,Female,41,18-35,Single,Physical Assault,Family Member,Home,1,Tap,No,N/A,No,No,Psychosocial,Yes,Police,Medium,No,Jan,2024,153268
861,GBV-UG-10521,Northern,Kampala,Host Community,None,Female,18,18-35,Single,Early Marriage,Stranger,Home,1,Borehole,No,N/A,No,Yes,Health,Yes,Police,Low,No,Mar,2024,180901
862,GBV-UG-10522,West Nile,Gulu,Bidi Bidi,Secondary,Male,9,0-17,Single,Defilement,Stranger,Water Point,1,Tap,No,N/A,No,Yes,Psychosocial,No,Health,Medium,No,Feb,2024,643158
863,GBV-UG-10523,Central,Mbarara,Nakivale,None,Female,29,18-35,Single,Sexual Assault,Intimate Partner,Water Point,1,Tap,No,N/A,No,Yes,Legal,No,Health,Medium,No,Feb,2024,283046
864,GBV-UG-10524,Central,Kampala,Host Community,None,Female,39,18-35,Single,Early Marriage,Family Member,Field,1,Tap,No,N/A,No,Yes,Legal,Yes,Health,Low,No,Feb,2024,552961
865,GBV-UG-10525,Central,Mbarara,Bidi Bidi,None,Female,46,18-35,Single,Early Marriage,Stranger,Field,1,Tap,No,N/A,No,No,Legal,No,Health,High,No,Feb,2024,373197
