ID,Region,District,Health_Facility,Facility_Level,Disease,ICD10_Code,Age_Group,Gender,Cases_Reported,Deaths,Yield,Education,Water_Source,Irrigation,Crop,Reporting_Week,Reporting_Year,Month,Village_Cases,Stockout_Days,Income_UGX
881,Central,Kampala,Kampala HC IV,HC IV,Malnutrition,J18,0-5,Male,15,0,15,None,Tap,No,N/A,3,2024,Mar,17,3,552872
882,Northern,Lira,Lira District Hospital,HC II,Pneumonia,J18,0-5,Male,37,0,37,None,Borehole,No,N/A,3,2024,Feb,31,3,102948
883,Western,Kabale,Kabale HC III,HC II,HIV/AIDS,J18,0-5,Male,8,0,8,None,Borehole,No,N/A,12,2024,Mar,25,2,130716
884,Northern,Gulu,Gulu District Hospital,HC II,Maternal Complications,J18,6-12,Male,213,4,213,Secondary,Tap,No,N/A,23,2024,Mar,7,12,384391
885,Central,Kampala,Kampala HC IV,HC III,Anemia,J18,0-5,Female,219,4,219,Secondary,Tap,No,N/A,9,2024,Feb,46,12,187159
886,Central,Mukono,Mukono HC IV,HC II,Anemia,J18,6-12,Male,183,3,183,Secondary,Borehole,No,N/A,50,2024,Jan,37,9,300498
887,Northern,Lira,Lira HC III,HC IV,Malnutrition,J18,6-12,Male,31,0,31,Secondary,Tap,No,N/A,39,2024,Mar,19,10,707194
888,Western,Kabale,Kabale HC IV,HC IV,Anemia,J18,60+,Female,13,0,13,None,Borehole,No,N/A,20,2024,Jan,22,8,419495
889,Western,Mbarara,Mbarara HC IV,HC II,Malaria,B54,0-5,Female,133,2,133,Primary,Borehole,No,N/A,19,2024,Jan,25,13,631597
890,Central,Wakiso,Wakiso District Hospital,HC IV,Malnutrition,J18,20-35,Female,86,1,86,None,Tap,No,N/A,52,2024,Feb,45,12,505926
891,Eastern,Jinja,Jinja HC III,HC IV,Diabetes,J18,6-12,Male,108,2,108,Secondary,Borehole,No,N/A,48,2024,Mar,13,8,488597
892,Western,Mbarara,Mbarara HC IV,HC II,Maternal Complications,J18,0-5,Female,194,3,194,Primary,Tap,No,N/A,14,2024,Feb,37,3,728290
893,Western,Mbarara,Mbarara HC IV,HC III,HIV/AIDS,J18,20-35,Male,147,2,147,Primary,Borehole,No,N/A,20,2024,Mar,26,8,240369
894,Central,Wakiso,Wakiso HC III,HC II,Malnutrition,J18,20-35,Male,103,2,103,Secondary,Borehole,No,N/A,36,2024,Mar,46,2,275460
895,Eastern,Mbale,Mbale District Hospital,HC IV,Hypertension,J18,6-12,Male,122,2,122,None,Borehole,No,N/A,46,2024,Feb,49,1,525754
896,Central,Kampala,Kampala HC III,HC III,Maternal Complications,J18,20-35,Female,90,1,90,Primary,Tap,No,N/A,20,2024,Mar,33,12,158740
897,Western,Kabale,Kabale HC IV,HC IV,Malaria,B54,0-5,Female,239,4,239,Primary,Borehole,No,N/A,18,2024,Jan,14,11,548660
898,Eastern,Jinja,Jinja HC III,HC III,Malnutrition,J18,20-35,Female,112,2,112,Secondary,Tap,No,N/A,39,2024,Jan,47,14,789562
899,Central,Wakiso,Wakiso District Hospital,HC IV,Maternal Complications,J18,20-35,Female,189,3,189,Secondary,Tap,No,N/A,27,2024,Feb,15,0,471568
900,Eastern,Tororo,Tororo District Hospital,HC II,Diarrhea,J18,0-5,Male,50,1,50,Secondary,Borehole,No,N/A,52,2024,Jan,27,7,482603
901,Northern,Lira,Lira HC IV,HC IV,Malaria,B54,60+,Female,61,1,61,Primary,Borehole,No,N/A,3,2024,Jan,23,1,769667
902,Western,Kabale,Kabale HC IV,HC IV,Malaria,B54,20-35,Male,65,1,65,None,Borehole,No,N/A,31,2024,Jan,39,2,693078
903,Western,Fort Portal,Fort Portal HC III,HC III,Anemia,J18,0-5,Male,27,0,27,Primary,Borehole,No,N/A,20,2024,Mar,14,6,550170
904,Northern,Lira,Lira District Hospital,HC II,Malaria,B54,6-12,Female,399,7,399,None,Tap,No,N/A,49,2024,Mar,11,7,284417
905,Eastern,Tororo,Tororo District Hospital,HC IV,Malaria,B54,0-5,Male,192,3,192,Primary,Tap,No,N/A,13,2024,Feb,32,9,494794
906,Eastern,Mbale,Mbale HC IV,HC II,Diarrhea,J18,60+,Male,124,2,124,None,Borehole,No,N/A,51,2024,Feb,35,8,128839
907,Western,Fort Portal,Fort Portal HC III,HC II,Maternal Complications,J18,0-5,Female,144,2,144,Primary,Tap,No,N/A,39,2024,Feb,26,8,301824
908,Central,Wakiso,Wakiso HC III,HC III,Maternal Complications,J18,0-5,Female,199,3,199,Secondary,Borehole,No,N/A,27,2024,Jan,28,13,648577
909,Western,Fort Portal,Fort Portal HC IV,HC IV,Malaria,B54,0-5,Female,111,2,111,Primary,Borehole,No,N/A,6,2024,Feb,40,0,454883
910,Northern,Lira,Lira District Hospital,HC IV,Diarrhea,J18,0-5,Female,162,3,162,Secondary,Borehole,No,N/A,40,2024,Jan,26,9,642395
911,Eastern,Tororo,Tororo District Hospital,HC II,Anemia,J18,6-12,Male,78,1,78,Secondary,Borehole,No,N/A,35,2024,Mar,7,7,18604
912,Central,Wakiso,Wakiso HC IV,HC IV,Diabetes,J18,6-12,Male,23,0,23,Secondary,Borehole,No,N/A,31,2024,Jan,28,6,649124
913,Eastern,Mbale,Mbale HC III,HC III,Malaria,B54,0-5,Male,111,2,111,None,Tap,No,N/A,8,2024,Mar,29,12,718235
914,Western,Fort Portal,Fort Portal HC IV,HC IV,Diabetes,J18,20-35,Female,92,1,92,Secondary,Borehole,No,N/A,2,2024,Mar,3,8,485107
915,Eastern,Tororo,Tororo HC III,HC III,Pneumonia,J18,20-35,Male,164,3,164,Primary,Borehole,No,N/A,50,2024,Feb,34,10,94445
916,Western,Fort Portal,Fort Portal HC IV,HC III,Maternal Complications,J18,20-35,Female,87,1,87,None,Borehole,No,N/A,41,2024,Feb,9,6,547988
917,Western,Mbarara,Mbarara HC III,HC III,Diabetes,J18,20-35,Female,93,1,93,Primary,Tap,No,N/A,39,2024,Jan,49,11,578792
918,Western,Mbarara,Mbarara District Hospital,HC IV,Diabetes,J18,60+,Male,224,4,224,Secondary,Tap,No,N/A,13,2024,Mar,21,11,509614
919,Western,Fort Portal,Fort Portal District Hospital,HC III,Maternal Complications,J18,60+,Male,242,4,242,Secondary,Borehole,No,N/A,10,2024,Jan,25,8,780558
920,Western,Mbarara,Mbarara HC III,HC III,Malnutrition,J18,6-12,Female,150,3,150,Primary,Borehole,No,N/A,5,2024,Jan,33,0,40164
921,Central,Kampala,Kampala HC III,HC III,Hypertension,J18,60+,Female,79,1,79,Primary,Tap,No,N/A,22,2024,Feb,46,1,674692
922,Western,Kabale,Kabale HC IV,HC III,HIV/AIDS,J18,60+,Female,183,3,183,Secondary,Tap,No,N/A,16,2024,Mar,19,7,55522
923,Western,Fort Portal,Fort Portal HC III,HC III,Malaria,B54,20-35,Female,187,3,187,Primary,Borehole,No,N/A,29,2024,Mar,13,1,69278
924,Northern,Gulu,Gulu HC IV,HC III,Diarrhea,J18,6-12,Male,87,1,87,Primary,Borehole,No,N/A,36,2024,Mar,17,5,628961
925,Northern,Arua,Arua HC IV,HC IV,Hypertension,J18,60+,Male,247,4,247,None,Borehole,No,N/A,26,2024,Mar,38,10,158052
926,Western,Mbarara,Mbarara HC III,HC IV,Malaria,B54,20-35,Female,20,0,20,Primary,Tap,No,N/A,41,2024,Jan,24,13,584188
927,Northern,Lira,Lira HC IV,HC IV,Anemia,J18,20-35,Male,6,0,6,Secondary,Borehole,No,N/A,5,2024,Feb,6,9,183119
928,Northern,Gulu,Gulu District Hospital,HC IV,Diabetes,J18,20-35,Female,39,0,39,Secondary,Borehole,No,N/A,50,2024,Feb,23,4,203861
929,Northern,Gulu,Gulu HC III,HC III,Maternal Complications,J18,20-35,Female,56,1,56,Primary,Borehole,No,N/A,33,2024,Feb,49,0,432218
930,Northern,Gulu,Gulu HC III,HC III,Malnutrition,J18,0-5,Female,149,2,149,None,Borehole,No,N/A,44,2024,Jan,39,5,104993
931,Northern,Gulu,Gulu HC III,HC IV,HIV/AIDS,J18,6-12,Female,179,3,179,Primary,Tap,No,N/A,8,2024,Feb,24,5,228512
932,Northern,Lira,Lira District Hospital,HC IV,Diarrhea,J18,20-35,Male,228,4,228,None,Borehole,No,N/A,22,2024,Jan,22,0,460926
933,Central,Wakiso,Wakiso HC IV,HC IV,Maternal Complications,J18,60+,Male,159,3,159,None,Tap,No,N/A,21,2024,Jan,45,14,747997
934,Western,Fort Portal,Fort Portal HC III,HC III,TB,J18,0-5,Female,159,3,159,Secondary,Borehole,No,N/A,4,2024,Mar,34,9,684577
935,Eastern,Mbale,Mbale District Hospital,HC IV,HIV/AIDS,J18,6-12,Female,220,4,220,Secondary,Borehole,No,N/A,5,2024,Feb,13,14,270318
936,Eastern,Tororo,Tororo HC IV,HC II,Hypertension,J18,20-35,Male,247,4,247,Primary,Borehole,No,N/A,24,2024,Jan,46,1,353215
937,Western,Fort Portal,Fort Portal District Hospital,HC III,Hypertension,J18,6-12,Male,205,4,205,Primary,Tap,No,N/A,49,2024,Feb,16,13,142674
938,Central,Kampala,Kampala District Hospital,HC III,Hypertension,J18,60+,Male,202,4,202,None,Tap,No,N/A,22,2024,Mar,47,6,763017
939,Western,Fort Portal,Fort Portal HC IV,HC III,Diabetes,J18,60+,Male,148,2,148,Secondary,Tap,No,N/A,5,2024,Mar,45,7,371522
940,Eastern,Mbale,Mbale HC III,HC II,TB,J18,0-5,Female,141,2,141,Primary,Borehole,No,N/A,31,2024,Mar,4,11,239754
941,Northern,Arua,Arua HC III,HC IV,Malaria,B54,6-12,Male,106,2,106,None,Borehole,No,N/A,22,2024,Feb,49,12,380434
942,Central,Mukono,Mukono HC IV,HC III,Diarrhea,J18,0-5,Male,216,4,216,Primary,Tap,No,N/A,44,2024,Mar,1,11,752880
943,Western,Fort Portal,Fort Portal HC IV,HC III,Diabetes,J18,0-5,Male,246,4,246,None,Tap,No,N/A,37,2024,Jan,43,6,482241
944,Northern,Lira,Lira HC IV,HC IV,TB,J18,0-5,Female,60,1,60,Primary,Tap,No,N/A,51,2024,Jan,13,10,56316
945,Northern,Lira,Lira HC III,HC IV,Anemia,J18,60+,Male,225,4,225,None,Borehole,No,N/A,41,2024,Jan,5,11,528724
946,Central,Kampala,Kampala HC III,HC II,Diabetes,J18,60+,Male,28,0,28,Primary,Borehole,No,N/A,49,2024,Feb,30,0,158158
947,Eastern,Jinja,Jinja HC III,HC III,Malnutrition,J18,20-35,Female,212,4,212,Secondary,Borehole,No,N/A,20,2024,Mar,43,8,365064
948,Eastern,Mbale,Mbale District Hospital,HC II,Pneumonia,J18,60+,Female,159,3,159,None,Borehole,No,N/A,52,2024,Mar,15,14,260883
949,Eastern,Mbale,Mbale District Hospital,HC IV,Maternal Complications,J18,0-5,Male,150,3,150,Primary,Tap,No,N/A,34,2024,Feb,37,9,329125
950,Eastern,Tororo,Tororo District Hospital,HC II,Maternal Complications,J18,0-5,Male,41,0,41,Primary,Borehole,No,N/A,51,2024,Feb,21,12,790487
951,Northern,Arua,Arua HC IV,HC IV,Hypertension,J18,0-5,Female,228,4,228,Primary,Tap,No,N/A,47,2024,Feb,15,14,532652
952,Western,Fort Portal,Fort Portal District Hospital,HC II,TB,J18,6-12,Female,7,0,7,Secondary,Tap,No,N/A,26,2024,Mar,41,6,252032
953,Northern,Lira,Lira HC III,HC IV,Maternal Complications,J18,0-5,Male,234,4,234,Primary,Borehole,No,N/A,16,2024,Jan,44,7,172683
954,Western,Kabale,Kabale District Hospital,HC III,HIV/AIDS,J18,0-5,Female,174,3,174,None,Tap,No,N/A,38,2024,Feb,43,0,88140
955,Eastern,Tororo,Tororo HC III,HC IV,Hypertension,J18,0-5,Male,223,4,223,None,Tap,No,N/A,22,2024,Mar,10,0,595223
956,Western,Fort Portal,Fort Portal District Hospital,HC III,Maternal Complications,J18,20-35,Female,59,1,59,Primary,Borehole,No,N/A,9,2024,Jan,28,8,773532
957,Eastern,Mbale,Mbale HC III,HC II,Diarrhea,J18,0-5,Female,168,3,168,Secondary,Borehole,No,N/A,7,2024,Feb,35,1,435669
958,Central,Kampala,Kampala HC III,HC IV,Malnutrition,J18,0-5,Female,109,2,109,Secondary,Tap,No,N/A,2,2024,Jan,24,12,71322
959,Eastern,Mbale,Mbale HC III,HC IV,TB,J18,6-12,Male,234,4,234,Secondary,Tap,No,N/A,42,2024,Jan,6,10,748606
960,Eastern,Mbale,Mbale HC IV,HC IV,Diabetes,J18,60+,Female,228,4,228,Secondary,Tap,No,N/A,44,2024,Feb,21,3,319916
961,Northern,Lira,Lira District Hospital,HC IV,Anemia,J18,0-5,Male,139,2,139,Primary,Tap,No,N/A,19,2024,Jan,49,12,167096
962,Northern,Lira,Lira District Hospital,HC III,HIV/AIDS,J18,20-35,Male,6,0,6,Primary,Borehole,No,N/A,16,2024,Mar,3,7,150689
963,Central,Mukono,Mukono HC III,HC II,Diabetes,J18,20-35,Male,61,1,61,Secondary,Tap,No,N/A,29,2024,Feb,1,4,87633
964,Eastern,Tororo,Tororo HC III,HC II,Diabetes,J18,60+,Male,2,0,2,Primary,Borehole,No,N/A,30,2024,Jan,39,3,52607
965,Eastern,Jinja,Jinja HC IV,HC II,Hypertension,J18,6-12,Female,184,3,184,Secondary,Borehole,No,N/A,39,2024,Mar,41,3,609453
966,Central,Wakiso,Wakiso District Hospital,HC III,Anemia,J18,6-12,Female,40,0,40,Primary,Tap,No,N/A,38,2024,Jan,20,14,424424
967,Western,Kabale,Kabale District Hospital,HC IV,Diarrhea,J18,6-12,Female,33,0,33,Secondary,Borehole,No,N/A,35,2024,Mar,25,12,186936
968,Northern,Arua,Arua HC IV,HC IV,Maternal Complications,J18,20-35,Male,140,2,140,None,Borehole,No,N/A,16,2024,Jan,43,7,189513
969,Central,Kampala,Kampala HC III,HC IV,Pneumonia,J18,20-35,Female,154,3,154,Secondary,Tap,No,N/A,16,2024,Feb,31,9,165066
970,Central,Mukono,Mukono HC III,HC II,HIV/AIDS,J18,6-12,Male,41,0,41,None,Borehole,No,N/A,19,2024,Feb,23,10,769333
971,Central,Wakiso,Wakiso HC III,HC II,Maternal Complications,J18,60+,Male,164,3,164,Primary,Borehole,No,N/A,1,2024,Mar,28,3,448197
972,Western,Fort Portal,Fort Portal HC III,HC II,Anemia,J18,20-35,Female,234,4,234,Secondary,Tap,No,N/A,4,2024,Jan,13,10,406915
973,Western,Kabale,Kabale HC IV,HC III,TB,J18,20-35,Female,243,4,243,Secondary,Borehole,No,N/A,47,2024,Mar,1,2,784303
974,Eastern,Jinja,Jinja HC III,HC IV,HIV/AIDS,J18,6-12,Female,136,2,136,None,Tap,No,N/A,4,2024,Mar,23,12,396026
975,Western,Kabale,Kabale HC IV,HC III,Diarrhea,J18,6-12,Male,86,1,86,Primary,Tap,No,N/A,44,2024,Feb,27,7,639801
976,Western,Mbarara,Mbarara District Hospital,HC IV,HIV/AIDS,J18,20-35,Male,129,2,129,Primary,Borehole,No,N/A,52,2024,Feb,19,8,273634
977,Northern,Arua,Arua HC IV,HC II,Diarrhea,J18,0-5,Female,130,2,130,Secondary,Borehole,No,N/A,27,2024,Mar,43,14,83128
978,Northern,Lira,Lira HC IV,HC III,Malaria,B54,20-35,Male,340,6,340,Primary,Borehole,No,N/A,42,2024,Feb,8,6,391937
979,Western,Fort Portal,Fort Portal HC III,HC III,Malnutrition,J18,6-12,Female,80,1,80,Primary,Tap,No,N/A,27,2024,Jan,10,5,566834
980,Western,Kabale,Kabale District Hospital,HC IV,Diarrhea,J18,60+,Male,218,4,218,Primary,Borehole,No,N/A,43,2024,Jan,12,7,301656
981,Central,Wakiso,Wakiso HC IV,HC III,Anemia,J18,60+,Male,210,4,210,Secondary,Tap,No,N/A,45,2024,Mar,1,14,549964
982,Northern,Arua,Arua District Hospital,HC III,Malnutrition,J18,6-12,Male,204,4,204,Secondary,Borehole,No,N/A,12,2024,Feb,21,1,605273
983,Northern,Gulu,Gulu HC IV,HC IV,Malnutrition,J18,60+,Male,143,2,143,Primary,Tap,No,N/A,46,2024,Feb,36,12,511226
984,Eastern,Mbale,Mbale HC III,HC II,Malaria,B54,6-12,Male,243,4,243,Secondary,Tap,No,N/A,46,2024,Feb,31,7,747540
985,Western,Fort Portal,Fort Portal HC III,HC III,Malnutrition,J18,6-12,Male,211,4,211,Primary,Tap,No,N/A,1,2024,Feb,27,9,738517
986,Eastern,Tororo,Tororo HC IV,HC II,TB,J18,20-35,Male,134,2,134,Secondary,Tap,No,N/A,32,2024,Mar,2,14,257580
987,Northern,Lira,Lira District Hospital,HC IV,Maternal Complications,J18,60+,Male,125,2,125,Primary,Tap,No,N/A,43,2024,Jan,47,8,705576
988,Eastern,Tororo,Tororo HC III,HC IV,HIV/AIDS,J18,20-35,Female,241,4,241,Secondary,Borehole,No,N/A,31,2024,Jan,41,2,420404
989,Eastern,Tororo,Tororo HC IV,HC IV,Diarrhea,J18,0-5,Male,248,4,248,None,Borehole,No,N/A,2,2024,Mar,41,12,132020
990,Central,Kampala,Kampala District Hospital,HC III,Diarrhea,J18,6-12,Female,4,0,4,Secondary,Tap,No,N/A,42,2024,Jan,32,6,773766
991,Central,Kampala,Kampala District Hospital,HC III,Diarrhea,J18,60+,Male,156,3,156,Secondary,Tap,No,N/A,10,2024,Feb,38,11,360829
992,Northern,Arua,Arua District Hospital,HC II,Anemia,J18,6-12,Female,96,1,96,Primary,Tap,No,N/A,46,2024,Jan,15,7,422272
993,Eastern,Mbale,Mbale District Hospital,HC III,HIV/AIDS,J18,0-5,Male,80,1,80,Primary,Borehole,No,N/A,48,2024,Jan,8,3,380682
994,Northern,Gulu,Gulu HC IV,HC III,Anemia,J18,0-5,Female,132,2,132,Primary,Borehole,No,N/A,14,2024,Mar,23,9,199194
995,Eastern,Jinja,Jinja HC III,HC III,Diabetes,J18,6-12,Male,23,0,23,None,Borehole,No,N/A,15,2024,Feb,19,3,469144
996,Eastern,Mbale,Mbale HC IV,HC III,Pneumonia,J18,60+,Male,160,3,160,Secondary,Tap,No,N/A,21,2024,Mar,7,11,162512
997,Western,Mbarara,Mbarara District Hospital,HC III,Malaria,B54,6-12,Male,203,4,203,Primary,Tap,No,N/A,20,2024,Jan,48,14,735277
998,Eastern,Mbale,Mbale HC III,HC IV,Hypertension,J18,6-12,Male,11,0,11,Secondary,Borehole,No,N/A,39,2024,Mar,39,7,785055
999,Eastern,Jinja,Jinja District Hospital,HC III,Malnutrition,J18,6-12,Male,138,2,138,Secondary,Borehole,No,N/A,2,2024,Feb,7,2,547658
1000,Western,Mbarara,Mbarara HC IV,HC II,Anemia,J18,6-12,Female,31,0,31,None,Borehole,No,N/A,51,2024,Feb,23,5,342213
1001,Central,Mukono,Mukono District Hospital,HC III,Malnutrition,J18,6-12,Male,213,4,213,Primary,Tap,No,N/A,17,2024,Mar,21,13,725976
1002,Western,Kabale,Kabale HC IV,HC III,Malnutrition,J18,60+,Female,92,1,92,Primary,Borehole,No,N/A,43,2024,Feb,44,9,370848
1003,Northern,Lira,Lira HC III,HC III,TB,J18,6-12,Male,161,3,161,Primary,Borehole,No,N/A,33,2024,Jan,2,9,233469
1004,Northern,Arua,Arua District Hospital,HC III,Malnutrition,J18,60+,Male,161,3,161,None,Tap,No,N/A,12,2024,Mar,4,4,98946
1005,Eastern,Jinja,Jinja HC IV,HC IV,Hypertension,J18,6-12,Male,163,3,163,Secondary,Borehole,No,N/A,19,2024,Jan,29,7,143429
1006,Central,Kampala,Kampala District Hospital,HC IV,Hypertension,J18,20-35,Female,102,2,102,Primary,Tap,No,N/A,42,2024,Feb,40,2,152684
1007,Central,Mukono,Mukono District Hospital,HC IV,Diarrhea,J18,0-5,Male,1,0,1,Secondary,Borehole,No,N/A,1,2024,Jan,20,4,606225
1008,Central,Kampala,Kampala District Hospital,HC III,Diarrhea,J18,20-35,Female,28,0,28,Primary,Borehole,No,N/A,25,2024,Jan,7,2,154395
1009,Western,Fort Portal,Fort Portal District Hospital,HC II,Malnutrition,J18,0-5,Male,167,3,167,Primary,Borehole,No,N/A,19,2024,Feb,23,4,507958
1010,Western,Kabale,Kabale HC III,HC II,Anemia,J18,0-5,Female,23,0,23,None,Borehole,No,N/A,38,2024,Mar,12,5,517573
1011,Western,Kabale,Kabale District Hospital,HC IV,Maternal Complications,J18,6-12,Female,230,4,230,Secondary,Tap,No,N/A,52,2024,Feb,18,5,412174
1012,Eastern,Mbale,Mbale District Hospital,HC II,Malnutrition,J18,20-35,Female,131,2,131,Secondary,Tap,No,N/A,39,2024,Feb,32,6,89153
1013,Western,Fort Portal,Fort Portal HC III,HC II,Anemia,J18,60+,Male,74,1,74,None,Tap,No,N/A,29,2024,Feb,41,1,142900
1014,Central,Wakiso,Wakiso HC IV,HC IV,Hypertension,J18,20-35,Male,6,0,6,Primary,Borehole,No,N/A,8,2024,Mar,6,0,673891
1015,Northern,Arua,Arua HC III,HC IV,Diarrhea,J18,0-5,Male,83,1,83,None,Tap,No,N/A,14,2024,Feb,5,0,730480
1016,Western,Mbarara,Mbarara HC III,HC IV,Anemia,J18,6-12,Male,163,3,163,Secondary,Tap,No,N/A,52,2024,Mar,2,13,319181
1017,Eastern,Tororo,Tororo HC III,HC II,Maternal Complications,J18,20-35,Female,225,4,225,Secondary,Tap,No,N/A,41,2024,Jan,9,14,709163
1018,Central,Kampala,Kampala HC III,HC IV,TB,J18,60+,Female,57,1,57,Primary,Tap,No,N/A,25,2024,Jan,25,5,356271
1019,Western,Fort Portal,Fort Portal District Hospital,HC IV,Malnutrition,J18,6-12,Female,90,1,90,Primary,Tap,No,N/A,49,2024,Feb,42,12,419478
1020,Western,Fort Portal,Fort Portal HC III,HC II,Malaria,B54,20-35,Male,140,2,140,Primary,Tap,No,N/A,14,2024,Jan,45,0,784485
1021,Central,Kampala,Kampala HC IV,HC IV,Diarrhea,J18,60+,Male,154,3,154,Secondary,Borehole,No,N/A,34,2024,Jan,28,13,325761
1022,Western,Kabale,Kabale HC IV,HC II,Diarrhea,J18,20-35,Male,44,0,44,None,Borehole,No,N/A,28,2024,Mar,32,7,464946
1023,Central,Kampala,Kampala HC IV,HC II,HIV/AIDS,J18,20-35,Male,15,0,15,None,Tap,No,N/A,48,2024,Feb,4,4,96615
1024,Western,Fort Portal,Fort Portal District Hospital,HC IV,Malnutrition,J18,6-12,Male,15,0,15,None,Tap,No,N/A,16,2024,Feb,12,13,486144
1025,Eastern,Jinja,Jinja HC IV,HC III,Maternal Complications,J18,60+,Male,179,3,179,None,Tap,No,N/A,14,2024,Feb,49,11,654937
1026,Central,Mukono,Mukono HC III,HC IV,TB,J18,0-5,Female,211,4,211,Primary,Tap,No,N/A,25,2024,Jan,8,13,492621
1027,Western,Mbarara,Mbarara HC III,HC III,Diarrhea,J18,6-12,Male,157,3,157,Secondary,Borehole,No,N/A,37,2024,Mar,24,6,389464
1028,Western,Mbarara,Mbarara HC III,HC IV,Hypertension,J18,0-5,Female,76,1,76,None,Tap,No,N/A,10,2024,Jan,44,10,693516
1029,Northern,Gulu,Gulu HC III,HC IV,Diabetes,J18,0-5,Male,207,4,207,Primary,Tap,No,N/A,46,2024,Feb,37,10,58252
1030,Western,Mbarara,Mbarara HC III,HC III,Diabetes,J18,6-12,Male,239,4,239,None,Tap,No,N/A,35,2024,Feb,37,14,228874
1031,Central,Mukono,Mukono HC III,HC IV,Hypertension,J18,6-12,Male,238,4,238,Secondary,Tap,No,N/A,37,2024,Mar,34,10,649738
1032,Eastern,Mbale,Mbale District Hospital,HC II,Malnutrition,J18,0-5,Male,235,4,235,Secondary,Tap,No,N/A,18,2024,Jan,2,6,25317
1033,Western,Fort Portal,Fort Portal HC III,HC IV,Malaria,B54,6-12,Male,199,3,199,None,Tap,No,N/A,8,2024,Jan,49,3,719838
1034,Western,Kabale,Kabale District Hospital,HC IV,Malnutrition,J18,60+,Male,35,0,35,Primary,Borehole,No,N/A,37,2024,Mar,39,2,210931
1035,Northern,Arua,Arua HC III,HC IV,Hypertension,J18,6-12,Male,2,0,2,Secondary,Borehole,No,N/A,5,2024,Feb,14,14,7008
1036,Eastern,Tororo,Tororo HC III,HC II,Hypertension,J18,0-5,Female,203,4,203,Primary,Tap,No,N/A,22,2024,Mar,20,12,496509
1037,Central,Mukono,Mukono District Hospital,HC IV,Hypertension,J18,60+,Male,38,0,38,Secondary,Borehole,No,N/A,38,2024,Mar,1,4,81455
1038,Western,Mbarara,Mbarara HC IV,HC III,Hypertension,J18,20-35,Female,76,1,76,None,Borehole,No,N/A,48,2024,Mar,32,8,189395
1039,Central,Mukono,Mukono HC III,HC III,HIV/AIDS,J18,0-5,Male,189,3,189,Primary,Borehole,No,N/A,47,2024,Feb,2,3,43466
1040,Eastern,Jinja,Jinja District Hospital,HC III,Maternal Complications,J18,0-5,Male,198,3,198,None,Tap,No,N/A,17,2024,Mar,34,0,302584
1041,Northern,Lira,Lira District Hospital,HC III,HIV/AIDS,J18,60+,Female,158,3,158,Secondary,Borehole,No,N/A,24,2024,Jan,26,4,97106
1042,Central,Mukono,Mukono HC IV,HC III,Maternal Complications,J18,6-12,Female,205,4,205,None,Tap,No,N/A,26,2024,Jan,4,3,114406
1043,Eastern,Jinja,Jinja HC IV,HC IV,Malaria,B54,20-35,Male,248,4,248,Secondary,Borehole,No,N/A,51,2024,Jan,6,9,422693
1044,Eastern,Tororo,Tororo District Hospital,HC III,TB,J18,0-5,Female,247,4,247,None,Borehole,No,N/A,51,2024,Jan,48,13,783968
1045,Western,Fort Portal,Fort Portal HC III,HC III,Pneumonia,J18,0-5,Female,238,4,238,Secondary,Tap,No,N/A,7,2024,Feb,8,9,491936
1046,Western,Mbarara,Mbarara HC IV,HC III,Anemia,J18,0-5,Male,149,2,149,Primary,Borehole,No,N/A,33,2024,Jan,21,7,456527
1047,Central,Kampala,Kampala HC III,HC III,Anemia,J18,60+,Female,58,1,58,None,Borehole,No,N/A,45,2024,Jan,5,6,583816
1048,Eastern,Mbale,Mbale HC III,HC IV,Pneumonia,J18,0-5,Female,87,1,87,Primary,Borehole,No,N/A,20,2024,Feb,12,14,724289
1049,Western,Mbarara,Mbarara District Hospital,HC II,Anemia,J18,0-5,Female,64,1,64,None,Tap,No,N/A,4,2024,Mar,6,8,67198
1050,Western,Fort Portal,Fort Portal District Hospital,HC II,HIV/AIDS,J18,6-12,Female,43,0,43,Secondary,Tap,No,N/A,35,2024,Mar,15,7,515830
1051,Eastern,Jinja,Jinja HC IV,HC III,Pneumonia,J18,0-5,Male,139,2,139,Secondary,Borehole,No,N/A,33,2024,Mar,40,7,774764
1052,Eastern,Jinja,Jinja HC IV,HC II,Maternal Complications,J18,20-35,Female,95,1,95,None,Borehole,No,N/A,43,2024,Jan,37,6,382740
1053,Western,Fort Portal,Fort Portal HC III,HC II,Diabetes,J18,20-35,Female,51,1,51,None,Tap,No,N/A,7,2024,Jan,13,8,645823
1054,Eastern,Mbale,Mbale HC III,HC IV,Malaria,B54,60+,Female,439,8,439,None,Borehole,No,N/A,24,2024,Jan,41,14,134922
1055,Eastern,Mbale,Mbale HC IV,HC III,Diabetes,J18,20-35,Female,76,1,76,Secondary,Borehole,No,N/A,48,2024,Mar,34,2,445375
1056,Eastern,Tororo,Tororo HC III,HC III,Pneumonia,J18,6-12,Male,6,0,6,Secondary,Tap,No,N/A,4,2024,Feb,22,1,708878
1057,Central,Wakiso,Wakiso District Hospital,HC III,Malnutrition,J18,20-35,Female,161,3,161,Secondary,Borehole,No,N/A,27,2024,Jan,21,7,212570
1058,Northern,Lira,Lira HC III,HC II,Hypertension,J18,6-12,Male,181,3,181,Secondary,Borehole,No,N/A,1,2024,Mar,5,5,366479
