ID,Region,Sub_Region,District,Education,Crop,Yield,Water_Source,Irrigation,Area_Planted_Ha,Production_MT,Crop_Purpose,Fertilizer_Use,Improved_Seed,Gender_HH_Head,Farm_Size_Acres,Income_UGX
941,Central,Buganda North,Luwero,Primary,Coffee,2.1,River,No,1.28,2.69,Own consumption only,Yes,Yes,Female,3.2,2454310
942,Eastern,Busoga,Jinja,Secondary,Beans,0.78,River,No,1.69,1.32,Own consumption only,No,No,Male,4.2,1985775
943,Eastern,Elgon,Mbale,Primary,Sorghum,2.79,River,No,1.12,3.12,Own consumption only,Yes,No,Male,2.8,2443143
944,Eastern,Bukedi,Tororo,Secondary,Maize,2.99,River,No,2.03,6.07,Mainly own with some sale,No,No,Male,5.0,2215331
945,Northern,West Nile,Nebbi,Primary,Groundnuts,2.21,River,No,3.61,7.98,Own consumption only,Yes,No,Male,8.9,1339138
946,Eastern,Bukedi,Tororo,None,Groundnuts,0.43,River,No,2.02,0.87,Own consumption only,No,No,Male,5.0,1550507
947,Northern,Karamoja,Moroto,Primary,Cassava,6.36,Borehole,No,0.97,6.17,Mainly own with some sale,No,Yes,Male,2.4,551072
948,Western,Kigezi,Rukungiri,Secondary,Cassava,5.4,Rain,No,3.37,18.2,Mainly own with some sale,Yes,No,Female,8.3,2417686
949,Northern,Acholi,Kitgum,Primary,Sorghum,3.65,River,Yes,2.74,10.0,Mainly own with some sale,No,No,Male,6.8,921143
950,Eastern,Teso,Soroti,Primary,Sorghum,3.5,River,Yes,1.22,4.27,Own consumption only,No,Yes,Male,3.0,1138722
951,Eastern,Busoga,Jinja,Secondary,Sweet Potatoes,1.33,River,No,2.62,3.48,Own consumption only,Yes,Yes,Male,6.5,2680200
952,Western,Tooro,Fort Portal,Primary,Rice,6.73,Borehole,No,5.15,34.66,Mainly own with some sale,No,Yes,Male,12.7,825025
953,Eastern,Busoga,Jinja,Primary,Matooke,6.94,Rain,Yes,1.82,12.63,Mainly own with some sale,Yes,Yes,Female,4.5,2304828
954,Northern,Karamoja,Kotido,Primary,Sorghum,2.01,Borehole,No,1.95,3.92,Mainly own with some sale,Yes,Yes,Male,4.8,2487422
955,Eastern,Teso,Kumi,Secondary,Coffee,6.68,River,No,1.3,8.68,Mainly own with some sale,No,Yes,Female,3.2,682249
956,Western,Tooro,Fort Portal,None,Millet,5.75,Borehole,No,1.05,6.04,Mainly own with some sale,Yes,No,Male,2.6,1817832
957,Northern,Acholi,Kitgum,Primary,Matooke,6.84,Rain,No,2.32,15.87,Own consumption only,No,No,Female,5.7,1608251
958,Eastern,Busoga,Iganga,University,Millet,1.69,Rain,Yes,4.39,7.42,Own consumption only,Yes,Yes,Male,10.8,2176199
959,Northern,Acholi,Pader,University,Cassava,3.06,Rain,No,1.65,5.05,Own consumption only,Yes,Yes,Male,4.1,3267156
960,Eastern,Bukedi,Tororo,Primary,Sorghum,6.88,River,No,2.01,13.83,Own consumption only,No,No,Male,5.0,1837040
961,Central,Buganda North,Nakaseke,Primary,Coffee,1.77,Borehole,No,4.76,8.43,Own consumption only,No,No,Male,11.8,548008
962,Western,Bunyoro,Hoima,Primary,Groundnuts,7.05,River,No,4.53,31.94,Mainly own with some sale,No,No,Male,11.2,2752481
963,Central,Buganda South,Wakiso,University,Groundnuts,6.19,Borehole,No,2.42,14.98,Mainly own with some sale,No,Yes,Male,6.0,540732
964,Eastern,Teso,Kumi,None,Millet,5.74,River,No,2.09,12.0,Mainly own with some sale,No,No,Male,5.2,1802486
965,Central,Buganda South,Masaka,Primary,Rice,1.18,River,No,3.35,3.95,Own consumption only,No,Yes,Male,8.3,888456
966,Eastern,Bukedi,Tororo,Primary,Matooke,3.84,River,No,5.16,19.81,Own consumption only,No,Yes,Female,12.8,3244973
967,Northern,West Nile,Arua,Primary,Sorghum,4.12,Rain,Yes,0.49,2.02,Mainly own with some sale,Yes,No,Male,1.2,412739
968,Northern,Karamoja,Moroto,None,Rice,1.95,Rain,No,0.77,1.5,Own consumption only,Yes,No,Male,1.9,1681618
969,Western,Kigezi,Kabale,Primary,Beans,0.87,Borehole,No,1.74,1.51,Own consumption only,No,Yes,Male,4.3,2547466
970,Central,Buganda South,Wakiso,None,Coffee,0.83,River,No,4.07,3.38,Own consumption only,Yes,Yes,Male,10.1,1947038
971,Western,Tooro,Kabarole,Primary,Rice,1.67,Borehole,No,4.72,7.88,Own consumption only,Yes,No,Male,11.7,2951549
972,Eastern,Elgon,Kapchorwa,University,Sorghum,1.15,Borehole,No,1.44,1.66,Mainly own with some sale,No,No,Male,3.6,2864660
973,Western,Kigezi,Rukungiri,Primary,Rice,3.43,River,No,2.82,9.67,Own consumption only,No,Yes,Male,7.0,1214714
974,Northern,Acholi,Pader,None,Millet,3.82,Rain,No,4.37,16.69,Mainly own with some sale,Yes,No,Male,10.8,2038339
975,Central,Buganda South,Wakiso,Secondary,Coffee,6.74,Borehole,No,2.38,16.04,Mainly own with some sale,Yes,No,Female,5.9,3069697
976,Eastern,Busoga,Iganga,Secondary,Coffee,0.49,Borehole,No,0.7,0.34,Mainly own with some sale,Yes,Yes,Male,1.7,2172327
977,Eastern,Teso,Kumi,Secondary,Coffee,1.7,River,No,3.8,6.46,Mainly own with some sale,No,No,Male,9.4,1166972
978,Eastern,Bukedi,Tororo,Primary,Coffee,3.67,Rain,No,1.55,5.69,Mainly own with some sale,Yes,No,Male,3.8,1226048
979,Northern,Lango,Apac,Primary,Matooke,6.41,Rain,No,1.05,6.73,Own consumption only,Yes,Yes,Male,2.6,668790
980,Northern,West Nile,Arua,None,Sorghum,0.45,Borehole,No,5.34,2.4,Own consumption only,No,No,Male,13.2,1131271
981,Western,Bunyoro,Hoima,Secondary,Groundnuts,6.77,Rain,Yes,4.35,29.45,Mainly own with some sale,Yes,Yes,Male,10.7,815979
982,Eastern,Busoga,Iganga,Primary,Matooke,6.65,Rain,Yes,2.33,15.49,Own consumption only,No,No,Male,5.8,2052871
983,Eastern,Elgon,Kapchorwa,Primary,Matooke,1.15,Rain,No,2.83,3.25,Mainly own with some sale,No,No,Male,7.0,1465502
984,Western,Kigezi,Kabale,Primary,Cassava,5.81,River,No,1.0,5.81,Own consumption only,No,Yes,Male,2.5,2652275
985,Western,Kigezi,Kabale,Primary,Millet,2.99,Borehole,No,4.34,12.98,Own consumption only,No,No,Female,10.7,2977503
986,Eastern,Teso,Soroti,Secondary,Cassava,6.28,River,No,3.65,22.92,Own consumption only,No,Yes,Male,9.0,1313473
987,Northern,Karamoja,Kotido,None,Sweet Potatoes,5.8,Borehole,Yes,1.08,6.26,Own consumption only,No,Yes,Male,2.7,460258
988,Central,Buganda North,Luwero,University,Rice,4.88,Borehole,No,3.48,16.98,Own consumption only,Yes,Yes,Male,8.6,3088287
989,Western,Ankole,Ntungamo,Primary,Beans,6.26,Rain,No,0.47,2.94,Own consumption only,Yes,No,Male,1.2,1800870
990,Eastern,Elgon,Mbale,Secondary,Groundnuts,2.82,Rain,No,1.56,4.4,Own consumption only,Yes,Yes,Male,3.9,601069
991,Eastern,Elgon,Kapchorwa,University,Beans,1.01,Rain,No,0.95,0.96,Own consumption only,No,Yes,Male,2.3,2031397
992,Central,Buganda South,Masaka,None,Groundnuts,2.33,River,No,3.9,9.09,Own consumption only,No,No,Male,9.6,1561746
993,Northern,Acholi,Gulu,Primary,Groundnuts,4.2,River,No,1.07,4.49,Mainly own with some sale,Yes,Yes,Female,2.6,2089309
994,Central,Buganda South,Wakiso,University,Millet,2.48,River,No,4.06,10.07,Mainly own with some sale,No,No,Male,10.0,2801788
995,Northern,Acholi,Kitgum,Secondary,Sweet Potatoes,3.24,Borehole,No,0.61,1.98,Mainly own with some sale,Yes,Yes,Male,1.5,1801722
996,Northern,West Nile,Nebbi,None,Groundnuts,3.81,Rain,No,3.05,11.62,Mainly own with some sale,Yes,No,Male,7.5,3274002
997,Western,Tooro,Fort Portal,Primary,Cassava,4.68,River,No,3.76,17.6,Mainly own with some sale,Yes,No,Male,9.3,2391530
998,Eastern,Busoga,Jinja,Secondary,Rice,0.56,Rain,No,2.95,1.65,Own consumption only,Yes,Yes,Male,7.3,3352475
999,Northern,Acholi,Kitgum,Primary,Groundnuts,4.64,Borehole,No,3.07,14.24,Mainly own with some sale,No,Yes,Male,7.6,571743
1000,Northern,West Nile,Arua,Primary,Millet,0.57,River,Yes,1.31,0.75,Own consumption only,Yes,No,Male,3.2,528226
1001,Central,Buganda North,Nakaseke,Primary,Cassava,5.36,Rain,No,4.93,26.42,Mainly own with some sale,No,No,Male,12.2,840778
1002,Northern,Acholi,Kitgum,Primary,Groundnuts,7.14,Borehole,Yes,3.88,27.7,Own consumption only,Yes,No,Female,9.6,1808332
1003,Western,Ankole,Ntungamo,Primary,Groundnuts,0.71,River,No,4.83,3.43,Own consumption only,Yes,No,Male,11.9,3021083
1004,Eastern,Teso,Soroti,Primary,Sweet Potatoes,3.03,Borehole,No,4.74,14.36,Mainly own with some sale,No,No,Female,11.7,2660963
1005,Central,Buganda North,Luwero,Primary,Beans,4.35,Rain,No,1.98,8.61,Mainly own with some sale,No,No,Male,4.9,969593
1006,Eastern,Elgon,Kapchorwa,Primary,Millet,0.82,Borehole,No,2.8,2.3,Own consumption only,Yes,No,Male,6.9,3420421
1007,Eastern,Elgon,Mbale,None,Beans,0.52,Borehole,No,4.03,2.1,Own consumption only,Yes,Yes,Male,10.0,1334801
1008,Western,Ankole,Bushenyi,Primary,Groundnuts,3.27,Borehole,No,5.48,17.92,Own consumption only,Yes,Yes,Male,13.5,2764689
1009,Northern,Acholi,Gulu,University,Coffee,5.03,River,No,1.61,8.1,Own consumption only,Yes,No,Female,4.0,3269331
1010,Eastern,Busoga,Iganga,University,Beans,3.4,Rain,No,1.36,4.62,Mainly own with some sale,No,No,Male,3.4,3141890
1011,Central,Buganda North,Luwero,University,Groundnuts,4.6,River,No,2.76,12.7,Own consumption only,Yes,No,Male,6.8,1340283
1012,Western,Tooro,Fort Portal,Primary,Millet,3.13,Rain,Yes,1.78,5.57,Own consumption only,Yes,Yes,Male,4.4,999104
1013,Western,Tooro,Kabarole,Secondary,Sweet Potatoes,0.85,Borehole,No,1.27,1.08,Mainly own with some sale,No,Yes,Male,3.1,1170498
1014,Western,Kigezi,Kabale,Secondary,Cassava,1.73,Borehole,No,5.09,8.81,Mainly own with some sale,No,Yes,Male,12.6,2010966
1015,Northern,Karamoja,Moroto,Primary,Cassava,1.86,Rain,Yes,1.03,1.92,Own consumption only,No,No,Female,2.5,718933
1016,Eastern,Elgon,Kapchorwa,None,Sorghum,4.13,Rain,No,4.66,19.25,Own consumption only,Yes,Yes,Male,11.5,2627724
1017,Northern,Lango,Apac,University,Sweet Potatoes,4.49,Rain,No,2.64,11.85,Mainly own with some sale,Yes,Yes,Male,6.5,2481774
1018,Northern,Acholi,Pader,Primary,Millet,1.3,Rain,No,2.86,3.72,Mainly own with some sale,Yes,No,Male,7.1,1262464
1019,Eastern,Busoga,Iganga,Primary,Sorghum,2.25,Rain,No,0.21,0.47,Own consumption only,No,Yes,Male,0.5,1814005
1020,Central,Buganda South,Wakiso,Primary,Cassava,4.83,Borehole,No,0.82,3.96,Mainly own with some sale,No,No,Male,2.0,839197
1021,Northern,West Nile,Nebbi,University,Coffee,2.17,Rain,No,5.08,11.02,Mainly own with some sale,Yes,No,Male,12.6,1046977
1022,Western,Bunyoro,Hoima,Primary,Sweet Potatoes,3.55,River,No,2.37,8.41,Own consumption only,Yes,Yes,Male,5.9,3059154
1023,Northern,West Nile,Arua,Primary,Maize,5.61,Rain,No,0.35,1.96,Mainly own with some sale,No,Yes,Male,0.9,629969
1024,Western,Kigezi,Rukungiri,University,Cassava,5.95,Borehole,No,1.57,9.34,Own consumption only,Yes,Yes,Male,3.9,1373045
1025,Western,Ankole,Mbarara,Primary,Groundnuts,1.68,Borehole,No,4.06,6.82,Mainly own with some sale,Yes,No,Male,10.0,2594480
1026,Eastern,Teso,Kumi,Secondary,Rice,2.27,River,No,5.36,12.17,Own consumption only,No,No,Male,13.2,597628
1027,Western,Ankole,Mbarara,University,Cassava,0.78,Rain,No,5.22,4.07,Mainly own with some sale,No,No,Male,12.9,1948954
1028,Western,Bunyoro,Hoima,Primary,Rice,2.15,River,No,4.94,10.62,Mainly own with some sale,No,Yes,Male,12.2,2391105
1029,Central,Buganda South,Masaka,Primary,Rice,3.26,Borehole,No,2.37,7.73,Mainly own with some sale,Yes,Yes,Male,5.9,2736999
1030,Northern,Acholi,Gulu,Secondary,Groundnuts,2.98,Borehole,Yes,4.48,13.35,Mainly own with some sale,No,Yes,Male,11.1,515837
1031,Central,Buganda South,Wakiso,Primary,Groundnuts,0.74,Rain,No,1.51,1.12,Mainly own with some sale,No,No,Male,3.7,3425072
1032,Northern,Acholi,Gulu,Secondary,Rice,0.42,River,No,4.19,1.76,Mainly own with some sale,Yes,Yes,Male,10.4,667257
1033,Northern,Lango,Apac,Secondary,Rice,3.17,River,No,4.46,14.14,Mainly own with some sale,Yes,No,Male,11.0,2063207
1034,Eastern,Busoga,Iganga,Primary,Maize,1.87,Rain,Yes,0.22,0.41,Own consumption only,Yes,No,Male,0.5,1739804
1035,Central,Buganda South,Masaka,Secondary,Cassava,3.33,Rain,No,2.84,9.46,Mainly own with some sale,No,Yes,Male,7.0,926644
1036,Northern,Acholi,Kitgum,Primary,Maize,6.43,River,No,4.9,31.51,Mainly own with some sale,Yes,Yes,Female,12.1,2817293
1037,Central,Buganda South,Masaka,Primary,Matooke,0.38,Rain,No,0.22,0.08,Own consumption only,Yes,No,Female,0.5,2304327
1038,Western,Ankole,Mbarara,Primary,Sweet Potatoes,5.57,Borehole,No,0.96,5.35,Own consumption only,No,Yes,Male,2.4,2412638
1039,Central,Buganda North,Nakaseke,Primary,Cassava,2.28,Borehole,No,2.36,5.38,Mainly own with some sale,Yes,Yes,Female,5.8,362854
1040,Western,Ankole,Mbarara,Primary,Sorghum,2.28,Rain,No,5.5,12.54,Own consumption only,No,Yes,Male,13.6,2658963
1041,Central,Buganda South,Masaka,None,Matooke,2.12,River,No,3.44,7.29,Mainly own with some sale,No,Yes,Male,8.5,2153369
1042,Eastern,Bukedi,Busia,None,Maize,7.13,Borehole,No,2.6,18.54,Own consumption only,No,No,Male,6.4,3257977
1043,Eastern,Busoga,Iganga,Primary,Cassava,5.86,Rain,No,5.18,30.35,Mainly own with some sale,Yes,Yes,Male,12.8,2686015
1044,Northern,Acholi,Gulu,None,Maize,7.19,River,No,1.55,11.14,Own consumption only,No,No,Male,3.8,1254188
1045,Northern,Lango,Lira,Primary,Millet,5.94,Rain,No,4.38,26.02,Own consumption only,No,No,Male,10.8,2341306
1046,Central,Buganda South,Wakiso,Primary,Sorghum,3.81,River,No,4.48,17.07,Own consumption only,No,Yes,Female,11.1,2247953
1047,Northern,Lango,Apac,Secondary,Beans,5.46,River,No,4.28,23.37,Own consumption only,Yes,No,Female,10.6,762236
1048,Eastern,Bukedi,Tororo,Primary,Sorghum,6.75,Borehole,No,1.91,12.89,Own consumption only,No,No,Female,4.7,2081441
1049,Western,Kigezi,Rukungiri,Primary,Rice,3.85,Borehole,No,4.15,15.98,Own consumption only,No,No,Female,10.3,1343582
1050,Eastern,Busoga,Jinja,None,Sweet Potatoes,5.69,Borehole,No,5.01,28.51,Mainly own with some sale,No,No,Female,12.4,631438
1051,Western,Kigezi,Kabale,Primary,Beans,1.68,River,No,1.44,2.42,Mainly own with some sale,Yes,Yes,Male,3.6,1938702
1052,Eastern,Bukedi,Tororo,Primary,Beans,2.57,River,No,1.98,5.09,Mainly own with some sale,No,No,Male,4.9,209072
1053,Northern,Karamoja,Kotido,University,Sorghum,4.0,Rain,No,0.6,2.4,Own consumption only,No,Yes,Male,1.5,1737138
1054,Western,Tooro,Kabarole,Primary,Rice,2.95,River,No,5.13,15.13,Mainly own with some sale,No,Yes,Male,12.7,1665538
1055,Eastern,Elgon,Mbale,Secondary,Sorghum,4.74,Rain,No,0.4,1.9,Mainly own with some sale,Yes,Yes,Male,1.0,386436
1056,Eastern,Teso,Soroti,Secondary,Matooke,1.68,Borehole,No,5.38,9.04,Mainly own with some sale,Yes,No,Female,13.3,2781407
1057,Northern,Lango,Apac,Primary,Sweet Potatoes,4.2,Rain,No,1.31,5.5,Mainly own with some sale,No,No,Male,3.2,1673163
1058,Western,Kigezi,Kabale,None,Millet,6.84,River,No,0.88,6.02,Mainly own with some sale,Yes,No,Male,2.2,2615933
1059,Western,Tooro,Fort Portal,Secondary,Beans,0.8,Rain,No,0.22,0.18,Mainly own with some sale,No,Yes,Male,0.5,2082303
1060,Northern,West Nile,Arua,Primary,Maize,4.97,Borehole,No,3.07,15.26,Mainly own with some sale,Yes,No,Male,7.6,1433326
1061,Eastern,Teso,Soroti,Secondary,Cassava,6.11,Borehole,No,0.87,5.32,Mainly own with some sale,No,No,Male,2.1,1151720
1062,Western,Bunyoro,Masindi,Secondary,Sorghum,1.46,Rain,No,1.75,2.55,Mainly own with some sale,No,Yes,Female,4.3,2327096
1063,Western,Ankole,Mbarara,Primary,Sorghum,6.35,Rain,Yes,2.7,17.14,Own consumption only,Yes,No,Male,6.7,2095909
1064,Northern,West Nile,Nebbi,University,Maize,3.09,Borehole,No,4.95,15.3,Own consumption only,Yes,Yes,Male,12.2,2464372
1065,Eastern,Busoga,Jinja,Primary,Millet,2.97,Borehole,No,3.86,11.46,Mainly own with some sale,Yes,Yes,Male,9.5,3365400
1066,Eastern,Busoga,Jinja,Secondary,Sweet Potatoes,5.19,Rain,No,3.42,17.75,Own consumption only,No,No,Male,8.5,3414099
1067,Northern,Acholi,Gulu,Secondary,Matooke,6.23,Rain,No,1.84,11.46,Own consumption only,No,Yes,Male,4.5,1831405
1068,Northern,Karamoja,Kotido,Primary,Millet,6.26,Borehole,No,2.61,16.34,Mainly own with some sale,Yes,Yes,Male,6.4,1910968
1069,Northern,West Nile,Arua,Secondary,Maize,0.84,River,No,5.14,4.32,Own consumption only,Yes,No,Female,12.7,935890
1070,Central,Buganda North,Nakaseke,Secondary,Beans,3.68,River,No,2.76,10.16,Mainly own with some sale,No,Yes,Female,6.8,3153225
1071,Eastern,Teso,Soroti,Secondary,Coffee,4.67,River,No,2.51,11.72,Mainly own with some sale,Yes,Yes,Male,6.2,689203
1072,Northern,West Nile,Arua,None,Maize,3.78,Rain,No,0.59,2.23,Own consumption only,Yes,No,Male,1.5,793790
1073,Western,Tooro,Kabarole,Primary,Sorghum,4.77,Borehole,No,2.77,13.21,Own consumption only,No,Yes,Female,6.8,861232
1074,Northern,Acholi,Gulu,Secondary,Beans,2.44,Borehole,No,0.43,1.05,Own consumption only,No,No,Male,1.1,953789
1075,Eastern,Teso,Soroti,None,Rice,1.62,Rain,No,5.48,8.88,Mainly own with some sale,Yes,Yes,Male,13.5,711700
1076,Eastern,Busoga,Jinja,Primary,Groundnuts,5.05,Borehole,No,0.76,3.84,Mainly own with some sale,Yes,No,Male,1.9,1952348
1077,Western,Tooro,Fort Portal,Primary,Maize,5.71,River,No,2.81,16.05,Mainly own with some sale,No,Yes,Male,6.9,2118881
1078,Western,Kigezi,Kabale,Primary,Rice,3.94,Borehole,No,3.14,12.37,Own consumption only,Yes,Yes,Male,7.8,2142834
1079,Central,Buganda North,Nakaseke,None,Sweet Potatoes,5.65,Borehole,No,0.9,5.09,Mainly own with some sale,No,No,Male,2.2,2837328
1080,Central,Buganda South,Wakiso,Secondary,Coffee,1.95,Borehole,No,3.67,7.16,Mainly own with some sale,No,Yes,Male,9.1,1854801
1081,Western,Bunyoro,Hoima,Primary,Millet,4.64,Borehole,No,2.38,11.04,Mainly own with some sale,No,No,Female,5.9,2159386
1082,Eastern,Teso,Kumi,None,Rice,5.87,Rain,Yes,2.04,11.97,Mainly own with some sale,No,No,Male,5.0,2239884
1083,Northern,Acholi,Pader,Secondary,Rice,1.23,Rain,Yes,5.4,6.64,Own consumption only,No,Yes,Male,13.3,2637065
1084,Eastern,Elgon,Kapchorwa,Secondary,Cassava,3.66,Borehole,No,3.17,11.6,Own consumption only,Yes,Yes,Male,7.8,2042901
1085,Western,Ankole,Ntungamo,Primary,Maize,4.69,Rain,No,4.09,19.18,Own consumption only,Yes,Yes,Male,10.1,1661710
1086,Central,Buganda South,Wakiso,Secondary,Groundnuts,3.45,River,No,4.41,15.21,Mainly own with some sale,Yes,Yes,Male,10.9,2631936
1087,Central,Buganda South,Wakiso,Primary,Rice,4.09,River,No,0.26,1.06,Own consumption only,Yes,No,Male,0.6,847389
1088,Eastern,Elgon,Mbale,Secondary,Rice,0.36,Rain,Yes,2.44,0.88,Mainly own with some sale,No,Yes,Male,6.0,2886054
1089,Northern,West Nile,Nebbi,Secondary,Cassava,3.29,River,No,3.71,12.21,Own consumption only,No,No,Male,9.2,2151854
1090,Western,Kigezi,Kabale,University,Beans,2.52,River,Yes,1.1,2.77,Mainly own with some sale,Yes,No,Male,2.7,3112999
1091,Western,Kigezi,Kabale,Primary,Maize,3.37,River,No,4.02,13.55,Mainly own with some sale,No,Yes,Male,9.9,508062
1092,Northern,Lango,Lira,Secondary,Rice,3.65,River,No,2.25,8.21,Mainly own with some sale,No,No,Female,5.6,3048845
1093,Eastern,Bukedi,Tororo,Secondary,Sweet Potatoes,5.53,River,No,0.7,3.87,Mainly own with some sale,Yes,Yes,Male,1.7,853645
1094,Northern,Karamoja,Moroto,Primary,Millet,2.26,River,No,3.09,6.98,Own consumption only,Yes,No,Male,7.6,1374322
1095,Northern,Acholi,Kitgum,Secondary,Groundnuts,2.71,Rain,No,3.66,9.92,Mainly own with some sale,Yes,Yes,Male,9.0,3121067
1096,Central,Buganda South,Masaka,Secondary,Beans,5.23,Rain,Yes,1.56,8.16,Own consumption only,Yes,No,Male,3.9,2365059
1097,Western,Bunyoro,Masindi,Secondary,Maize,7.01,Rain,No,3.74,26.22,Own consumption only,No,Yes,Male,9.2,2844749
1098,Central,Buganda North,Nakaseke,Primary,Sweet Potatoes,1.78,Borehole,Yes,1.23,2.19,Own consumption only,Yes,No,Female,3.0,1785407
1099,Eastern,Busoga,Jinja,Primary,Matooke,1.65,River,No,5.09,8.4,Own consumption only,Yes,Yes,Male,12.6,1986517
1100,Western,Bunyoro,Hoima,Primary,Maize,5.66,Borehole,No,3.78,21.39,Mainly own with some sale,Yes,No,Male,9.3,481922
1101,Western,Kigezi,Kabale,Secondary,Groundnuts,5.25,Rain,No,1.13,5.93,Own consumption only,Yes,No,Male,2.8,839317
1102,Eastern,Bukedi,Tororo,None,Beans,4.3,River,No,2.81,12.08,Own consumption only,No,No,Male,6.9,1569600
1103,Eastern,Busoga,Jinja,Primary,Sweet Potatoes,2.8,Borehole,No,1.07,3.0,Mainly own with some sale,No,No,Female,2.6,3005681
1104,Western,Ankole,Bushenyi,University,Maize,2.25,River,No,3.48,7.83,Mainly own with some sale,Yes,Yes,Male,8.6,1947613
1105,Northern,West Nile,Arua,None,Rice,0.73,River,No,1.67,1.22,Own consumption only,No,Yes,Male,4.1,760326
1106,Western,Bunyoro,Masindi,Primary,Coffee,2.81,River,No,2.34,6.58,Own consumption only,Yes,Yes,Male,5.8,1866534
1107,Western,Tooro,Fort Portal,Secondary,Matooke,5.99,Borehole,No,1.55,9.28,Mainly own with some sale,No,No,Male,3.8,2282942
1108,Eastern,Bukedi,Busia,Primary,Matooke,4.81,Borehole,No,1.2,5.77,Own consumption only,No,Yes,Female,3.0,542977
1109,Northern,Acholi,Pader,Secondary,Maize,1.63,Borehole,No,2.64,4.3,Own consumption only,Yes,Yes,Male,6.5,2103980
1110,Western,Tooro,Kabarole,Secondary,Maize,0.82,River,No,3.59,2.94,Own consumption only,Yes,Yes,Male,8.9,2028292
1111,Eastern,Bukedi,Tororo,Primary,Sorghum,4.0,Borehole,No,0.82,3.28,Own consumption only,Yes,No,Female,2.0,3387619
1112,Western,Tooro,Kabarole,Primary,Sweet Potatoes,7.17,Borehole,No,1.9,13.62,Mainly own with some sale,Yes,Yes,Female,4.7,2060155
1113,Eastern,Busoga,Jinja,Secondary,Sorghum,5.12,Borehole,No,4.61,23.6,Own consumption only,No,No,Male,11.4,1654819
1114,Western,Kigezi,Kabale,Primary,Beans,4.05,River,No,0.94,3.81,Own consumption only,Yes,Yes,Male,2.3,3413457
1115,Northern,Acholi,Gulu,Secondary,Groundnuts,6.91,Borehole,No,4.51,31.16,Own consumption only,Yes,No,Male,11.1,1065767
1116,Eastern,Bukedi,Busia,University,Matooke,6.17,River,Yes,0.58,3.58,Own consumption only,Yes,No,Male,1.4,534793
1117,Northern,Acholi,Kitgum,Primary,Groundnuts,2.56,Rain,No,2.4,6.14,Mainly own with some sale,Yes,No,Male,5.9,1283629
1118,Central,Buganda South,Wakiso,None,Coffee,5.46,River,No,3.11,16.98,Own consumption only,No,No,Female,7.7,1510764
1119,Central,Buganda North,Luwero,Secondary,Cassava,2.19,Borehole,No,4.03,8.83,Own consumption only,Yes,No,Male,10.0,2722703
1120,Eastern,Bukedi,Busia,Secondary,Sweet Potatoes,2.72,Rain,No,4.38,11.91,Own consumption only,No,No,Female,10.8,1855692
1121,Western,Bunyoro,Masindi,Secondary,Coffee,1.95,Borehole,Yes,2.63,5.13,Mainly own with some sale,No,No,Female,6.5,1961408
1122,Eastern,Bukedi,Tororo,Primary,Rice,1.6,River,No,2.58,4.13,Mainly own with some sale,Yes,Yes,Male,6.4,191340
1123,Eastern,Teso,Soroti,Secondary,Sorghum,6.04,River,No,2.01,12.14,Mainly own with some sale,No,No,Male,5.0,956479
1124,Northern,West Nile,Arua,University,Matooke,6.73,Rain,No,1.39,9.35,Own consumption only,No,Yes,Male,3.4,2646282
1125,Northern,Acholi,Kitgum,Secondary,Maize,2.94,Rain,No,2.79,8.2,Own consumption only,Yes,Yes,Male,6.9,1140993
1126,Northern,Acholi,Gulu,Primary,Rice,7.13,Rain,No,0.82,5.85,Own consumption only,No,Yes,Male,2.0,796004
1127,Northern,Acholi,Pader,Primary,Sorghum,6.1,Rain,No,5.05,30.8,Own consumption only,Yes,Yes,Female,12.5,3413647
1128,Western,Bunyoro,Hoima,Primary,Maize,0.57,Rain,Yes,2.71,1.54,Own consumption only,Yes,No,Male,6.7,2177787
1129,Northern,Karamoja,Kotido,Secondary,Sweet Potatoes,2.7,Rain,No,4.07,10.99,Own consumption only,Yes,Yes,Male,10.1,3083776
1130,Eastern,Elgon,Kapchorwa,Secondary,Cassava,7.09,River,No,1.93,13.68,Own consumption only,Yes,Yes,Male,4.8,3227964
1131,Northern,Karamoja,Moroto,Secondary,Maize,2.11,Borehole,No,2.52,5.32,Own consumption only,Yes,No,Male,6.2,2389665
1132,Eastern,Bukedi,Busia,Secondary,Maize,4.23,Rain,No,4.92,20.81,Own consumption only,Yes,Yes,Female,12.2,2742214
1133,Eastern,Elgon,Kapchorwa,Primary,Sweet Potatoes,2.36,Borehole,No,4.66,11.0,Mainly own with some sale,No,No,Male,11.5,1139516
1134,Western,Tooro,Kabarole,Primary,Groundnuts,2.52,River,Yes,1.13,2.85,Own consumption only,Yes,Yes,Male,2.8,3157446
1135,Eastern,Elgon,Mbale,Primary,Coffee,3.96,Rain,No,5.17,20.47,Mainly own with some sale,Yes,Yes,Male,12.8,2620373
1136,Eastern,Elgon,Mbale,None,Coffee,0.8,Borehole,Yes,4.64,3.71,Own consumption only,Yes,Yes,Female,11.5,584895
1137,Central,Buganda South,Wakiso,Secondary,Cassava,5.21,River,No,1.6,8.34,Own consumption only,No,Yes,Male,4.0,1498483
1138,Northern,West Nile,Arua,Primary,Cassava,6.1,River,No,3.05,18.6,Mainly own with some sale,Yes,Yes,Male,7.5,2008777
1139,Western,Ankole,Bushenyi,Primary,Maize,7.1,River,No,2.46,17.47,Mainly own with some sale,No,No,Male,6.1,3347514
