ID,Region,District,Education,Yield,Age,Gender,Income,Water_Source,Crop,Year,Farm_Size_acres,Fertilizer_Use,Household_Size,Refugee_Status,Protection_Needs,Disease,Health_Facility,ANC_Visits,Latrine_Type,Water_Distance_min,Handwashing,Main_Income,Food_Months,Savings_UGX,Coping_Strategy,GBV_Case_Type,Survivor_Gender,Support_Received,Referred,Item_Code,Item_Name,Stock,Location,KPI,Baseline,Target,Achieved,Research_Title,Methodology,P_Value,Findings
482,Eastern,Mbarara,Secondary,4.3527178992198285,18,Female,1046572,Well,Cassava,2022,,,,,,,,,,,,,,,,,,,,ITEM-481,DAP,367.0,Store A,,,,,,,,
483,Central,Mbarara,Secondary,4.788199934971857,22,Male,487506,River,Maize,2024,,,,,,,,,,,,,,,,,,,,ITEM-482,DAP,67.0,Store A,,,,,,,,
484,Eastern,Mbarara,Secondary,4.708668249587136,28,Male,883303,Borehole,Cassava,2022,,,,,,,,,,,,,,,,,,,,ITEM-483,DAP,952.0,Store B,,,,,,,,
485,Central,Arua,University,4.368286428737852,60,Male,1794183,River,Cassava,2024,,,,,,,,,,,,,,,,,,,,ITEM-484,Hoe,408.0,Store B,,,,,,,,
486,Eastern,Lira,Secondary,4.102691811227974,27,Female,562895,Tap,Beans,2022,,,,,,,,,,,,,,,,,,,,ITEM-485,Hoe,530.0,Store B,,,,,,,,
487,Northern,Gulu,Secondary,2.690578086593238,32,Female,432505,Borehole,Coffee,2022,,,,,,,,,,,,,,,,,,,,ITEM-486,DAP,534.0,Store A,,,,,,,,
488,Western,Gulu,University,6.524272747532674,56,Female,644266,Well,Coffee,2023,,,,,,,,,,,,,,,,,,,,ITEM-487,Hoe,928.0,Store A,,,,,,,,
489,Central,Mbarara,Primary,2.37621041218908,64,Male,1911633,Tap,Maize,2023,,,,,,,,,,,,,,,,,,,,ITEM-488,Maize Seed,426.0,Store A,,,,,,,,
490,Central,Mbarara,Primary,3.476148358084709,46,Male,419683,Tap,Beans,2022,,,,,,,,,,,,,,,,,,,,ITEM-489,Maize Seed,402.0,Store A,,,,,,,,
491,Western,Kampala,Primary,2.4698845328999006,42,Male,1957591,Tap,Beans,2022,,,,,,,,,,,,,,,,,,,,ITEM-490,Maize Seed,652.0,Store B,,,,,,,,
492,Central,Lira,Primary,2.75921801834326,23,Male,1869760,Borehole,Beans,2023,,,,,,,,,,,,,,,,,,,,ITEM-491,Maize Seed,231.0,Store A,,,,,,,,
493,Central,Arua,Primary,3.293056380657429,28,Male,1997632,Borehole,Beans,2024,,,,,,,,,,,,,,,,,,,,ITEM-492,Hoe,338.0,Store B,,,,,,,,
494,Eastern,Gulu,University,8.0277522598193,34,Male,1539455,Well,Beans,2023,,,,,,,,,,,,,,,,,,,,ITEM-493,DAP,381.0,Store A,,,,,,,,
495,Central,Kampala,Primary,2.3769860766430897,32,Female,1804157,River,Coffee,2024,,,,,,,,,,,,,,,,,,,,ITEM-494,Hoe,520.0,Store A,,,,,,,,
496,Northern,Kampala,Secondary,4.294179441680409,33,Female,1186989,River,Coffee,2023,,,,,,,,,,,,,,,,,,,,ITEM-495,Maize Seed,162.0,Store B,,,,,,,,
497,Northern,Gulu,Primary,2.510023302242254,19,Male,1455843,River,Cassava,2023,,,,,,,,,,,,,,,,,,,,ITEM-496,Hoe,902.0,Store A,,,,,,,,
498,Western,Arua,University,6.257401035568924,53,Male,339082,River,Coffee,2024,,,,,,,,,,,,,,,,,,,,ITEM-497,Hoe,888.0,Store B,,,,,,,,
499,Central,Kampala,University,6.03088477655761,36,Female,1078737,Tap,Beans,2022,,,,,,,,,,,,,,,,,,,,ITEM-498,Maize Seed,993.0,Store A,,,,,,,,
500,Western,Kampala,Secondary,1.9281140835740649,55,Female,289359,Borehole,Cassava,2023,,,,,,,,,,,,,,,,,,,,ITEM-499,DAP,489.0,Store B,,,,,,,,
501,Northern,Lira,University,5.72333906547567,38,Female,1723728,River,Coffee,2023,,,,,,,,,,,,,,,,,,,,ITEM-500,Hoe,592.0,Store A,,,,,,,,
502,Central,Arua,None,0.2,28,Male,1027159,Tap,Cassava,2023,,,,,,,,,,,,,,,,,,,,ITEM-501,Hoe,941.0,Store A,,,,,,,,
503,Central,Kampala,University,8.055198484453252,58,Female,828833,Borehole,Coffee,2022,,,,,,,,,,,,,,,,,,,,ITEM-502,Maize Seed,866.0,Store B,,,,,,,,
504,Western,Arua,Primary,2.688416008297428,20,Female,214787,Borehole,Maize,2023,,,,,,,,,,,,,,,,,,,,ITEM-503,DAP,29.0,Store B,,,,,,,,
505,Northern,Gulu,University,6.674061027053166,51,Female,1190946,Borehole,Coffee,2022,,,,,,,,,,,,,,,,,,,,ITEM-504,Maize Seed,602.0,Store B,,,,,,,,
506,Central,Mbarara,None,0.48251481391891826,35,Female,579854,Tap,Cassava,2023,,,,,,,,,,,,,,,,,,,,ITEM-505,Maize Seed,959.0,Store A,,,,,,,,
507,Western,Kampala,Secondary,4.229779263234624,32,Female,1360065,River,Maize,2024,,,,,,,,,,,,,,,,,,,,ITEM-506,Hoe,237.0,Store A,,,,,,,,
508,Northern,Lira,Secondary,3.352020122344666,42,Male,344375,Borehole,Beans,2023,,,,,,,,,,,,,,,,,,,,ITEM-507,DAP,355.0,Store A,,,,,,,,
509,Western,Gulu,Primary,2.6740185566206036,32,Male,397874,Tap,Cassava,2023,,,,,,,,,,,,,,,,,,,,ITEM-508,Maize Seed,28.0,Store A,,,,,,,,
510,Eastern,Arua,Primary,2.7457339829213536,47,Female,298782,Borehole,Beans,2022,,,,,,,,,,,,,,,,,,,,ITEM-509,Hoe,453.0,Store A,,,,,,,,
511,Central,Gulu,None,0.3386162976432562,34,Male,515592,Well,Beans,2022,,,,,,,,,,,,,,,,,,,,ITEM-510,Maize Seed,686.0,Store A,,,,,,,,
512,Eastern,Kampala,Primary,1.619538035177594,35,Male,1318089,Well,Cassava,2022,,,,,,,,,,,,,,,,,,,,ITEM-511,Hoe,377.0,Store B,,,,,,,,
513,Northern,Arua,Secondary,5.162199354595118,48,Female,992500,Tap,Beans,2024,,,,,,,,,,,,,,,,,,,,ITEM-512,DAP,908.0,Store A,,,,,,,,
514,Eastern,Mbarara,Primary,2.4471400457086996,60,Male,834328,River,Cassava,2024,,,,,,,,,,,,,,,,,,,,ITEM-513,Maize Seed,628.0,Store A,,,,,,,,
515,Eastern,Gulu,Primary,1.7189795707351094,35,Male,318962,River,Cassava,2022,,,,,,,,,,,,,,,,,,,,ITEM-514,DAP,898.0,Store B,,,,,,,,
516,Northern,Kampala,None,0.8294936983104809,52,Female,1410875,Borehole,Coffee,2024,,,,,,,,,,,,,,,,,,,,ITEM-515,DAP,869.0,Store B,,,,,,,,
517,Western,Lira,University,5.789405913293392,30,Female,737028,River,Maize,2022,,,,,,,,,,,,,,,,,,,,ITEM-516,Hoe,735.0,Store B,,,,,,,,
518,Eastern,Arua,Primary,2.4328164193380832,31,Male,1599053,River,Beans,2024,,,,,,,,,,,,,,,,,,,,ITEM-517,Maize Seed,760.0,Store B,,,,,,,,
519,Western,Gulu,Primary,3.3316283076644684,53,Male,1051177,Well,Beans,2022,,,,,,,,,,,,,,,,,,,,ITEM-518,Maize Seed,156.0,Store B,,,,,,,,
520,Eastern,Gulu,None,1.1723293324057387,35,Male,863151,Tap,Maize,2022,,,,,,,,,,,,,,,,,,,,ITEM-519,Hoe,702.0,Store A,,,,,,,,
1,Northern,Gulu,Primary,3.686387412215288,28,Male,623217,Well,Maize,2024,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,62.0,520.0,414.0,,,,
2,Western,Mbarara,Secondary,3.9636471660756407,56,Female,1739899,Tap,Beans,2024,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,27.0,520.0,359.0,,,,
3,Central,Gulu,Primary,1.3145799953196888,43,Male,476364,River,Beans,2024,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,19.0,520.0,362.0,,,,
4,Northern,Gulu,University,6.401107507746449,18,Female,1051554,Tap,Cassava,2022,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,96.0,520.0,478.0,,,,
5,Northern,Gulu,None,1.9704252171166425,33,Male,1330333,Well,Maize,2022,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,62.0,520.0,519.0,,,,
6,Western,Kampala,Primary,3.176770270716955,64,Male,305385,Borehole,Beans,2022,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,32.0,520.0,511.0,,,,
7,Central,Kampala,Primary,3.018639647613567,26,Female,1578627,Tap,Maize,2022,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,35.0,520.0,400.0,,,,
8,Central,Kampala,Secondary,3.575293276837897,22,Male,1155288,Well,Cassava,2022,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,12.0,520.0,466.0,,,,
9,Northern,Mbarara,University,7.551902618032698,25,Female,1943006,Borehole,Coffee,2022,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,61.0,520.0,399.0,,,,
10,Eastern,Lira,None,2.176899078037066,38,Male,239150,Borehole,Beans,2023,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,67.0,520.0,438.0,,,,
11,Northern,Gulu,University,6.104578370110024,50,Female,1763019,Borehole,Beans,2024,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,22.0,520.0,418.0,,,,
12,Northern,Gulu,None,1.1584299024574753,56,Female,1490559,River,Coffee,2023,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,71.0,520.0,356.0,,,,
13,Northern,Mbarara,University,8.820401963682112,60,Female,1571982,Borehole,Beans,2022,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,12.0,520.0,430.0,,,,
14,Northern,Gulu,None,0.4601257235366124,37,Female,309756,Well,Cassava,2024,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,87.0,520.0,336.0,,,,
15,Western,Kampala,None,0.2,62,Female,681588,Tap,Beans,2024,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,39.0,520.0,511.0,,,,
16,Central,Lira,Secondary,5.582904434464799,39,Female,751449,Tap,Beans,2024,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,29.0,520.0,410.0,,,,
17,Western,Arua,University,7.93660477170456,30,Female,352252,Well,Coffee,2023,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,93.0,520.0,452.0,,,,
18,Western,Gulu,University,6.343032676422575,56,Female,1461049,River,Cassava,2024,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,24.0,520.0,448.0,,,,
19,Western,Kampala,Secondary,4.087008218131913,28,Male,1529545,River,Maize,2022,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,96.0,520.0,507.0,,,,
20,Northern,Arua,University,5.575064949811048,35,Male,1341387,Borehole,Maize,2022,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,72.0,520.0,411.0,,,,
21,Eastern,Lira,None,1.288952272609702,47,Male,1642809,Well,Coffee,2023,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,25.0,520.0,469.0,,,,
22,Central,Arua,University,7.9659137153714,50,Male,351957,Borehole,Cassava,2023,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,23.0,520.0,300.0,,,,
23,Eastern,Kampala,Secondary,3.657395158241722,61,Female,301351,Borehole,Coffee,2022,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,96.0,520.0,322.0,,,,
24,Western,Arua,Secondary,5.077101978786293,20,Female,246260,Well,Coffee,2023,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,38.0,520.0,406.0,,,,
25,Western,Mbarara,University,7.263723857390432,18,Male,603476,River,Maize,2024,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,88.0,520.0,412.0,,,,
26,Eastern,Arua,Secondary,4.77781689088114,53,Male,648162,River,Cassava,2023,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,78.0,520.0,451.0,,,,
27,Eastern,Gulu,Secondary,3.715690819413632,23,Female,902022,Tap,Cassava,2024,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,60.0,520.0,474.0,,,,
28,Eastern,Gulu,Secondary,3.8453758170665058,54,Male,1194897,Well,Coffee,2024,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,48.0,520.0,388.0,,,,
29,Western,Mbarara,University,4.953227565528598,46,Female,386171,Borehole,Maize,2024,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,40.0,520.0,434.0,,,,
30,Western,Kampala,Primary,1.9333305874898943,28,Male,1441954,Well,Cassava,2024,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,69.0,520.0,337.0,,,,
31,Central,Gulu,University,7.963485458031259,30,Female,622446,Borehole,Coffee,2024,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,19.0,520.0,346.0,,,,
32,Central,Lira,Secondary,3.2706678058977268,28,Female,1011201,Tap,Beans,2022,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,43.0,520.0,402.0,,,,
33,Western,Gulu,Primary,1.7196983461430952,55,Male,567839,Tap,Maize,2022,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,15.0,520.0,462.0,,,,
34,Eastern,Gulu,Secondary,4.840189823707124,42,Male,890574,Tap,Cassava,2022,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,20.0,520.0,505.0,,,,
35,Eastern,Kampala,Secondary,4.602768291993094,32,Female,232492,Tap,Cassava,2024,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,14.0,520.0,361.0,,,,
36,Central,Arua,Secondary,4.889863249796301,30,Male,1468691,Borehole,Cassava,2023,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,38.0,520.0,372.0,,,,
37,Western,Gulu,Secondary,3.0367794599095963,59,Male,1835337,River,Maize,2023,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,41.0,520.0,302.0,,,,
38,Central,Mbarara,None,3.764057949300346,50,Female,578231,Borehole,Coffee,2024,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,60.0,520.0,401.0,,,,
39,Central,Arua,Secondary,2.98424662583275,30,Male,309015,Tap,Beans,2023,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,3.0,520.0,447.0,,,,
40,Northern,Lira,University,6.954247313734068,55,Male,812503,River,Cassava,2024,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,23.0,520.0,404.0,,,,
41,Northern,Kampala,Primary,2.3413445041314134,41,Female,441495,Well,Maize,2023,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,2.0,520.0,343.0,,,,
42,Northern,Lira,Secondary,3.0133584826349527,37,Female,1252263,Borehole,Cassava,2024,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,0.0,520.0,459.0,,,,
43,Eastern,Arua,Primary,2.1297905771867502,61,Female,1953071,Well,Coffee,2023,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,93.0,520.0,399.0,,,,
44,Western,Arua,Secondary,4.22330760088587,34,Male,657851,Tap,Beans,2023,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,12.0,520.0,325.0,,,,
45,Western,Arua,Secondary,3.55002678813653,41,Female,1846264,Well,Cassava,2022,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,53.0,520.0,347.0,,,,
46,Western,Lira,Secondary,5.137223621534849,43,Male,1058095,River,Maize,2023,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,81.0,520.0,304.0,,,,
47,Western,Arua,Primary,2.338374254537529,57,Male,582375,River,Coffee,2023,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,39.0,520.0,358.0,,,,
48,Northern,Lira,Secondary,2.8587253289817136,49,Male,607050,River,Beans,2024,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,10.0,520.0,360.0,,,,
49,Eastern,Arua,None,0.2,46,Male,602137,Borehole,Maize,2023,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,41.0,520.0,348.0,,,,
50,Eastern,Mbarara,Primary,3.106165090611456,31,Female,883933,Well,Cassava,2023,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,92.0,520.0,457.0,,,,
51,Northern,Arua,None,0.2,54,Male,1024308,Well,Maize,2023,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,3.0,520.0,444.0,,,,
52,Eastern,Lira,Primary,2.8164260730490835,39,Male,990698,Well,Beans,2023,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,24.0,520.0,369.0,,,,
53,Northern,Gulu,Secondary,4.644655185666959,51,Male,1286289,Tap,Coffee,2023,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,99.0,520.0,485.0,,,,
54,Western,Arua,Secondary,3.204644636075983,44,Female,1126489,Borehole,Coffee,2022,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,35.0,520.0,490.0,,,,
55,Northern,Gulu,Secondary,5.090738083774891,45,Female,1270644,Borehole,Cassava,2023,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,63.0,520.0,488.0,,,,
56,Western,Mbarara,Primary,0.7822063762383678,39,Female,1863100,Well,Cassava,2024,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,43.0,520.0,490.0,,,,
57,Western,Kampala,University,7.096458933998559,60,Male,863726,Borehole,Cassava,2024,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,39.0,520.0,314.0,,,,
58,Central,Mbarara,Secondary,4.159142066403992,20,Male,694071,Well,Cassava,2023,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,91.0,520.0,300.0,,,,
59,Northern,Arua,Secondary,4.0810020242691065,39,Female,269384,Well,Beans,2023,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,44.0,520.0,440.0,,,,
60,Central,Gulu,University,5.622103357019427,38,Female,1803336,Well,Cassava,2023,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,7.0,520.0,475.0,,,,
61,Northern,Gulu,University,5.862977995600074,33,Male,858816,River,Maize,2022,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,84.0,520.0,427.0,,,,
62,Northern,Lira,Primary,4.118802025020598,26,Female,415750,Tap,Beans,2024,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,34.0,520.0,461.0,,,,
63,Central,Gulu,Primary,3.7151550088717538,30,Male,343103,Borehole,Beans,2022,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,43.0,520.0,424.0,,,,
64,Central,Lira,University,7.542084588523799,27,Female,285675,Tap,Cassava,2022,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,17.0,520.0,457.0,,,,
65,Northern,Kampala,Secondary,5.139848103529688,38,Male,875386,River,Beans,2023,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,46.0,520.0,318.0,,,,
66,Eastern,Arua,None,2.046013544671269,59,Male,1813751,Borehole,Maize,2023,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,24.0,520.0,418.0,,,,
67,Western,Lira,Secondary,3.8766437877137916,57,Male,359849,Well,Beans,2024,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,40.0,520.0,363.0,,,,
68,Central,Kampala,University,6.847603551814351,24,Female,332732,Tap,Beans,2023,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,4.0,520.0,365.0,,,,
69,Western,Gulu,Secondary,2.7274916219589915,63,Female,1537871,River,Maize,2024,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,63.0,520.0,356.0,,,,
70,Eastern,Gulu,Secondary,4.110304373192474,39,Male,486757,Borehole,Maize,2022,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,61.0,520.0,343.0,,,,
71,Eastern,Kampala,University,7.983414249539186,35,Female,1313842,Borehole,Beans,2024,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,71.0,520.0,311.0,,,,
72,Eastern,Gulu,Primary,1.8392927517428643,38,Male,409816,Tap,Coffee,2024,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,86.0,520.0,421.0,,,,
73,Central,Kampala,Primary,3.523141204687226,31,Female,1881884,Tap,Beans,2024,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,2.0,520.0,467.0,,,,
74,Eastern,Lira,Secondary,4.2915857386937635,27,Female,516882,Borehole,Maize,2022,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,36.0,520.0,323.0,,,,
75,Central,Lira,University,5.414628134330267,50,Male,1949713,Borehole,Maize,2022,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,94.0,520.0,438.0,,,,
76,Eastern,Kampala,Primary,1.3926804866536884,26,Female,1203000,River,Maize,2023,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,92.0,520.0,493.0,,,,
77,Western,Lira,Secondary,5.119302869707755,35,Female,1803566,Well,Coffee,2023,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,40.0,520.0,300.0,,,,
78,Western,Lira,Secondary,4.752524085258385,30,Male,1468026,Well,Maize,2024,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,19.0,520.0,485.0,,,,
79,Northern,Lira,Secondary,4.301764072987625,34,Male,1372764,River,Cassava,2024,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,66.0,520.0,327.0,,,,
80,Western,Mbarara,Secondary,3.9259681857520548,40,Male,1850127,Borehole,Cassava,2022,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,86.0,520.0,367.0,,,,
81,Northern,Arua,University,7.010567977628585,42,Male,459751,Tap,Coffee,2022,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,39.0,520.0,404.0,,,,
82,Western,Gulu,Secondary,5.080296249253249,33,Female,592455,Tap,Maize,2022,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,84.0,520.0,393.0,,,,
83,Central,Mbarara,Secondary,5.675853280487285,41,Female,1885089,Borehole,Maize,2024,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,76.0,520.0,423.0,,,,
84,Western,Lira,Secondary,5.723684199440605,48,Male,560069,River,Cassava,2024,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,7.0,520.0,486.0,,,,
85,Northern,Kampala,Secondary,4.571959900758499,28,Female,1114860,Borehole,Cassava,2022,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,4.0,520.0,498.0,,,,
86,Northern,Lira,Primary,2.3280683096354795,40,Male,261804,Tap,Beans,2024,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,24.0,520.0,423.0,,,,
87,Eastern,Arua,Primary,2.6462480078188557,58,Male,1865204,Borehole,Coffee,2022,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,38.0,520.0,321.0,,,,
88,Central,Lira,Secondary,4.72212035725508,56,Male,475165,Borehole,Beans,2023,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,36.0,520.0,517.0,,,,
89,Western,Kampala,None,1.7180669438450913,39,Female,1890475,River,Coffee,2022,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,4.0,520.0,456.0,,,,
90,Eastern,Arua,Primary,3.8079866371401048,50,Female,244001,Well,Maize,2024,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,7.0,520.0,388.0,,,,
91,Western,Lira,Secondary,6.315755721916656,58,Female,1923028,Tap,Maize,2024,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,3.0,520.0,501.0,,,,
92,Western,Arua,Secondary,3.994745370385914,59,Male,622131,Tap,Coffee,2024,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,40.0,520.0,511.0,,,,
93,Eastern,Gulu,Primary,4.655884908824462,35,Male,704120,Borehole,Beans,2024,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,59.0,520.0,505.0,,,,
94,Eastern,Gulu,Secondary,5.372239246758394,31,Female,1695115,Tap,Cassava,2022,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,53.0,520.0,496.0,,,,
95,Eastern,Lira,Secondary,4.099177009814793,45,Female,1637552,Tap,Coffee,2022,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,21.0,520.0,344.0,,,,
96,Eastern,Arua,Primary,3.9985648388650796,28,Female,1717829,Well,Coffee,2023,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,77.0,520.0,497.0,,,,
97,Eastern,Kampala,University,8.485648301419165,41,Female,831014,Tap,Coffee,2022,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,18.0,520.0,513.0,,,,
98,Western,Lira,Secondary,3.7397045558061532,53,Male,382974,Tap,Maize,2023,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,76.0,520.0,423.0,,,,
99,Eastern,Gulu,Secondary,5.932215252485648,36,Female,477883,River,Coffee,2022,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,98.0,520.0,444.0,,,,
100,Central,Gulu,Secondary,5.275082821035964,30,Female,1226693,River,Maize,2022,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,67.0,520.0,378.0,,,,
101,Northern,Lira,University,9.0,50,Male,1059444,River,Cassava,2024,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,32.0,520.0,338.0,,,,
102,Eastern,Arua,Secondary,3.7759614180005014,36,Female,1715259,River,Cassava,2023,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,21.0,520.0,467.0,,,,
103,Eastern,Gulu,Secondary,3.846573256264004,64,Female,213699,River,Beans,2024,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,64.0,520.0,327.0,,,,
104,Western,Arua,Secondary,2.17333787025666,49,Female,333876,Well,Maize,2024,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,10.0,520.0,429.0,,,,
105,Eastern,Gulu,Primary,3.0711939205679624,32,Male,1690696,Tap,Cassava,2022,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,15.0,520.0,509.0,,,,
106,Eastern,Gulu,Primary,2.875251255618718,28,Male,1696388,Borehole,Cassava,2022,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,67.0,520.0,454.0,,,,
107,Eastern,Mbarara,Secondary,3.6370063284643335,40,Female,1429641,Well,Beans,2023,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,92.0,520.0,448.0,,,,
108,Western,Gulu,Secondary,4.118149268511942,22,Male,657582,Borehole,Beans,2023,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,43.0,520.0,386.0,,,,
109,Eastern,Kampala,Secondary,2.888778989824885,39,Female,762631,River,Beans,2022,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,87.0,520.0,434.0,,,,
110,Northern,Lira,Primary,3.698444952831686,59,Female,604991,Tap,Maize,2023,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,8.0,520.0,488.0,,,,
111,Western,Lira,Secondary,3.71030052547169,35,Male,977558,River,Coffee,2022,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,71.0,520.0,351.0,,,,
112,Northern,Arua,Primary,5.594049015620952,24,Female,1244995,Well,Maize,2022,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,77.0,520.0,475.0,,,,
113,Western,Gulu,Secondary,4.024398699288968,50,Male,833273,Borehole,Beans,2022,,,,,,,,,,,,,,,,,,,,,,,,Kits Distributed,78.0,520.0,425.0,,,,
114,Eastern,Kampala,Secondary,3.4403811589516904,20,Male,1573732,Tap,Coffee,2023,,,,,,,,,,,,,,,,,,,,,,,,Farmers Trained,61.0,520.0,446.0,,,,
115,Northern,Arua,Secondary,3.787686881265138,45,Male,509830,Well,Cassava,2024,,,,,,,,,,,,,,,,,,,,,,,,Yield Increased,85.0,520.0,372.0,,,,
